names,lat,lon,seed,plot,harv,unharv,pd1,pd2,pd3,pd4,pd5,fert
3c7ba614,-12.68,32.84,2,0.4,1250,0,2015-12-01,,,,,
c57efc8a,-14.39,31.21,5,0.25,11,0,2015-11-08,,,,,
a1a04b26,-14,31.46,10,0.8,750,0,2015-11-24,,,,,
4865f7fc,-14.19,31.19,60,3.5,4950,0,2015-10-26,,,,,
b7816f1f,-14.34,31.17,30,1.2,2000,0,2015-11-24,2015-11-24,,,,
61d57b36,-13.97,31.44,50,3,800,0,2015-12-01,,,,,
170790fd,-14.36,31.16,125,6.25,6650,0,2015-11-24,2015-11-24,2015-12-01,2015-12-01,2015-12-01,
f67097eb,-14.38,31.22,70,4,3600,0,2015-12-01,2015-12-06,,,,
40d67c0c,-14.36,31.16,20,1,5100,0,2015-10-26,2015-12-01,,,,
bf378d1e,-14.21,31.21,130,9,17500,0,2015-12-06,,,,,
f0231e95,-12.68,32.84,10,0.8,250,1,2015-12-24,,,,,
bf5c6990,-14.35,31.16,30,1.5,1750,0,2015-11-02,,,,,
f041faad,-14.02,31.47,15,0.5,750,0,2015-11-08,,,,,
d91dcdaf,-14.03,31.48,10,0.4,650,0,2015-11-15,,,,,
b52942df,-14.1,31.18,40,0.8,250,0,2015-12-24,,,,,
38fecf23,-12.42,33.33,10,0.5,550,0,2015-12-01,2015-12-13,,,,
98f4b3ca,-11.95,33.16,10,0.4,500,0,2015-11-24,,,,,
62518867,-14.09,31.18,40,2,2000,0,2015-11-02,,,,,
9cbf13f4,-12.69,32.88,30,1.25,3500,0,2015-12-24,2016-01-04,,,,
be330099,-14.21,31.22,50,3,0,1,2015-12-24,,,,,
bd907e40,-12.4,33.33,20,0.8,500,1,2015-12-24,,,,,
f4c3b3d5,-12.68,32.84,20,0.8,2000,0,2015-12-24,,,,,
465f92f5,-12.68,32.84,40,1.6,300,1,2015-12-01,,,,,
1feaf383,-14.49,31.31,45,2,2750,0,2015-12-24,2015-12-13,2015-12-06,,,
1c112049,-14.09,31.18,20,0.8,1200,0,2015-12-01,2015-12-24,,,,
d5ecf37e,-14.39,31.22,60,3,10850,0,2015-12-06,2015-12-13,2015-12-13,2015-12-24,,
83a09b83,-12.15,33.03,20,1,1600,0,2016-01-04,,,,,
15425d23,-12.4,33.33,40,2,1020,2,2015-12-01,2015-12-01,,,,
2c41ef3e,-14.48,31.31,30,2.4,1650,0,2015-12-06,2016-01-04,,,,
71808b32,-14.1,31.18,40,0.6,250,0,2015-12-06,,,,,
773f0320,-14.01,31.46,20,0.25,2500,0,2015-11-24,2015-12-01,,,,
69e40ccf,-14.03,31.48,20,1.2,1800,0,2015-11-08,2015-11-24,,,,
f2d7ff7e,-13.97,31.44,50,1.75,1200,0,2015-12-06,,,,,
70ad0651,-12.68,32.84,10,0.4,1500,0,2015-11-02,,,,,
f5fa2716,-14.03,31.48,50,2.5,6000,0,2015-11-08,2015-11-15,,,,
9223d707,-12.16,33.03,30,1,500,1,2015-12-06,,,,,
b527afd8,-14.02,31.47,40,2,600,0,2015-12-01,,,,,
ec15a9c7,-14.22,31.22,60,3.2,1200,0,2015-11-08,,,,,
4da5d162,-12.69,32.88,10,0.4,300,1,2016-01-11,,,,,
263505cd,-11.95,33.16,15,0.75,1000,0,2016-01-04,2016-01-11,,,,
7f225707,-11.95,33.16,15,0.75,750,0,2015-12-01,,,,,
2523966b,-14.02,31.47,50,2.5,7200,0,2015-12-24,,,,,
1c56041f,-14.48,31.31,30,1.5,2100,1,2015-12-01,2015-12-06,2015-12-24,,,
cf7582df,-12.69,32.88,120,6,0,2,2015-12-06,2015-12-13,,,,
196aa383,-12.41,33.33,45,1,0,2,2015-12-01,2015-11-24,,,,
18dde410,-12.68,32.84,30,0.8,1500,2,2015-12-24,2015-11-24,,,,
73dbb645,-12.41,33.33,15,0.74,0,2,2015-12-01,2015-12-01,,,,
cd99cb69,-11.97,33.2,30,1.4,1350,1,2015-12-01,2015-12-01,,,,
d99c368b,-11.98,33.2,12,0.65,450,0,2015-12-13,,,,,
3eea0500,-11.96,33.17,30,1.2,1775,0,2015-11-24,2015-12-01,2015-12-24,,,
1517821e,-12.17,33.04,40,3,0,2,2015-11-24,2015-12-06,,,,
12c0e552,-11.98,33.2,20,2,1000,0,2015-12-01,2015-11-08,,,,
2edc3299,-14.1,31.18,170,9,6300,0,2015-12-24,2016-01-04,,,,
51dacc08,-14.2,31.2,50,2.5,1500,0,2015-12-01,,,,,
8b43d4a1,-14.49,31.31,10,1,400,0,2015-12-24,,,,,
8fb90c5d,-11.98,33.2,10,0.4,375,0,2016-01-04,2016-01-11,,,,
c38e6546,-12.4,33.33,20,2,300,0,2015-11-24,,,,,
e39ff7fd,-12.15,33.03,15,0.4,2400,0,2015-12-01,,,,,
6e2928f2,-12.69,32.88,20,0.8,900,0,2015-12-24,2016-01-18,,,,
958dd3a2,-12.4,33.33,15,0.9,1000,1,2016-01-04,,,,,
b8d7d8d5,-12.17,33.04,5,0.25,450,0,2015-10-26,,,,,
14caeb97,-14.48,31.31,10,0.25,1000,0,2015-12-01,,,,,
3b242e69,-11.98,33.2,15,0.65,150,0,2016-01-04,,,,,
ff2f8c01,-12.15,33.03,10,0.7,0,1,2015-12-24,,,,,
20dd212,-12.68,32.84,30,1.4,100,2,2015-12-06,2015-12-24,,,,
a15b7e86,-11.95,33.16,15,0.55,750,0,2015-10-26,2015-11-02,,,,
34f2644b,-14.02,31.47,20,0.4,400,0,2015-12-06,,,,,
a8021908,-14.1,31.18,20,0.8,1000,0,2015-12-13,,,,,
cf464695,-14.38,31.22,50,3,4500,0,2015-11-24,,,,,
2bafc335,-12.16,33.03,5,0.25,1000,0,2015-12-01,,,,,
c7388203,-14.21,31.21,25,0.8,400,0,2015-11-24,,,,,
2094a66a,-14.39,31.22,90,4.5,4400,0,2015-11-02,,,,,
a1b97cd5,-12.42,33.33,10,0.4,0,1,2015-12-06,,,,,
93493fb,-12.17,33.04,25,1,1150,0,2015-12-13,2015-12-01,2015-12-01,2015-12-01,,
a7bb7ce3,-12.41,33.32,20,1,500,0,2015-11-24,,,,,
16f523c7,-12.68,32.84,10,0.4,100,1,2015-12-01,,,,,
355eb156,-12.15,33.03,20,0.8,3000,0,2015-11-24,,,,,
fb400237,-11.98,33.2,40,3,1000,1,2015-12-01,2015-12-01,,,,
3b96256b,-14.22,31.22,20,1,500,0,2015-12-01,,,,,
2bbe5476,-11.98,33.2,10,0.4,900,0,2015-12-13,,,,,
6d3238df,-14.03,31.48,45,5,4250,0,2015-11-02,2015-12-01,,,,
19495c79,-12.42,33.33,10,0.4,800,0,2015-12-13,,,,,
acd65524,-12.69,32.88,32,1.6,300,0,2015-11-02,2015-12-24,,,,
49058242,-12.17,33.04,10,0.4,1150,0,2015-12-13,,,,,
409f9109,-11.98,33.2,30,3,2800,0,2015-11-24,2015-12-01,,,,
5f648142,-14.01,31.46,20,0.75,1100,0,2015-12-06,,,,,
9a77c63a,-12.68,32.84,10,0.4,250,0,2015-12-01,,,,,
6e866eb,-12.69,32.88,20,0.8,4200,0,2015-12-06,2015-12-01,,,,
2fe0862f,-12.72,32.84,30,2.25,0,3,2015-12-01,2015-12-06,2015-11-02,,,
ae31f459,-12.15,33.04,35,1.75,1050,2,2015-12-01,2015-12-13,,,,
da5820b0,-11.98,33.2,40,2,4200,1,2015-12-06,2015-12-06,2015-12-06,,,
2416a55e,-13.96,31.45,70,3.5,25,0,2015-12-24,2016-01-04,,,,
add18837,-11.95,33.16,10,0.4,1050,0,2015-12-01,,,,,
f6184dde,-12.42,33.34,15,1,1800,0,2015-12-01,2015-12-24,,,,
5bfbe619,-14.03,31.48,50,2.5,7250,0,2015-12-01,2015-12-01,2015-12-06,,,
3bba8514,-11.95,33.16,5,0.25,250,0,2015-12-01,,,,,
9581a7a8,-11.95,33.16,10,0.5,50,1,2015-12-24,,,,,
c8724a96,-12.15,33.03,15,0.4,1500,0,2015-12-01,,,,,
90f9f599,-12.4,33.33,35,3.5,750,2,2015-12-06,2015-12-24,,,,
ead28c92,-14.48,31.31,55,2,1350,0,2015-12-01,2015-12-24,,,,
e5a1b61b,-12.42,33.32,20,2,500,1,2016-01-04,,,,,
14481d3,-14.21,31.21,169,2.4,780,0,2015-12-13,2016-01-11,,,,
1d275f1d,-14.39,31.22,30,3,4275,0,2015-12-13,2015-12-24,,,,
3ce1b345,-12.17,33.04,30,1.4,9,1,2015-12-01,,,,,
235545f3,-14,31.46,10,1,500,0,2015-12-24,,,,,
18f12299,-12.15,33.03,60,3,0,1,2015-12-01,,,,,
cc488b0b,-12.17,33.04,10,0.4,600,0,2015-11-24,,,,,
be08f67,-14.22,31.22,40,1.2,800,0,2015-11-08,,,,,
aa71c7df,-11.95,33.16,35,2.5,13000,0,2015-12-13,2015-12-13,,,,
39b1d97,-11.98,33.2,10,0.8,300,0,2015-12-01,,,,,
86f089b9,-14.36,31.16,40,2,1600,0,2015-12-06,2015-12-13,,,,
3ec7a98f,-14.49,31.31,50,2.2,1450,0,2015-11-02,2015-11-08,2015-11-08,2015-11-15,2015-12-01,
8e3fed,-12.41,33.32,3,0.25,250,0,2015-11-15,,,,,
9041f012,-12.69,32.88,5,0.2,350,0,2015-12-13,,,,,
73f43c37,-12.17,33.04,10,0.6,300,0,2015-12-24,,,,,
e97f6195,-14.48,31.31,90,3,1225,0,2015-11-02,,,,,
9fafe47d,-12.17,33.04,20,1,4750,0,2015-12-01,,,,,
3ecdbe61,-14.03,31.48,85,3.6,10500,0,2015-11-08,2015-12-06,2015-12-13,2015-12-24,,
2e1e0494,-12.42,33.33,15,0.74,1400,0,2015-12-13,2015-12-01,,,,
6c973567,-12.42,33.33,30,1.5,1625,0,2015-12-01,2015-12-24,,,,
d054db87,-14.39,31.21,35,2.5,3250,0,2015-12-01,2015-12-06,,,,
28fbbb69,-14.01,31.46,20,0.8,0,1,2015-10-26,,,,,
e1587e19,-11.95,33.16,5,0.25,100,1,2015-12-01,,,,,
1f3fa9b0,-12.15,33.03,40,2.5,0,2,2015-12-24,2016-01-04,,,,
e7a4020f,-12.71,32.86,10,0.49,700,0,2015-11-24,,,,,
6a676fb3,-12.68,32.84,10,2,0,1,2015-12-01,,,,,
88eb9d97,-14.38,31.22,0,1,1600,0,2015-12-01,,,,,
d780579c,-14.22,31.22,30,0.5,250,0,2015-11-02,,,,,
8c076dbc,-14.21,31.22,80,4,1000,0,2015-12-01,2015-12-01,,,,
891d9117,-12.15,33.03,15,0.4,1800,0,2015-11-08,,,,,
f88a0c6a,-14.39,31.22,40,2,2200,0,2015-12-01,2015-12-06,2015-12-24,,,
efbfb82c,-12.42,33.33,22,0.9,1600,0,2016-01-04,2016-01-04,2016-01-04,,,
bd7bcba6,-12.72,32.85,30,1.98,0,3,2015-12-01,2015-12-06,2015-12-06,,,
765911f8,-14.49,31.32,70,1.6,4200,0,2015-12-06,2015-12-06,2015-12-06,2015-12-06,,
cdfccbb4,-14.34,31.17,30,2,500,0,2015-11-02,,,,,
73b673c5,-14.39,31.21,25,1.2,2100,0,2015-12-13,2016-01-04,,,,
78576f1d,-14.47,31.31,30,0.8,2750,0,2015-12-01,2015-12-24,,,,
4751749d,-14.36,31.16,20,1,700,0,2015-12-13,,,,,
f88070ff,-14.21,31.21,50,1.6,1600,0,2015-12-01,2015-12-01,2015-12-06,2015-12-06,,
8c77e394,-11.96,33.17,30,1.5,2800,0,2015-11-24,2015-12-01,,,,
e320a29e,-14.38,31.22,80,5,5400,0,2015-11-24,2015-12-01,,,,
57878c23,-13.97,31.45,20,1,2400,0,2015-11-08,,,,,
aec4d30e,-12.41,33.33,20,0.5,0,1,2015-11-08,,,,,
4b537738,-10.64,31.95,0,0,0,0,,,,,,
277cb660,-9.55,31.2,0,0,0,0,,,,,,
11ba8a5c,-9.36,31.24,10,1,1500,0,2015-11-08,,,,,
7c6c112d,-9,31.68,10,0.5,700,0,2015-11-24,,,,,
66d9492a,-10.32,32.25,25,1.05,6350,0,2015-11-24,2015-12-06,2015-12-24,,,
d405074e,-10.65,31.94,5,0.25,650,0,2015-12-24,,,,,
2c80ad3e,-9.58,31.19,0,0,0,0,,,,,,
bd27b9a0,-10.65,31.94,0,0,0,0,,,,,,
ab3c6928,-10.61,32.19,10,0.5,1250,0,2015-12-06,,,,,
8d30d53f,-9.02,31.67,10,0.5,0,2,2015-11-08,2015-11-15,,,,
dbff29d5,-10.32,32.24,10,0.5,2000,0,2015-12-01,,,,,
8f672b28,-9,31.68,10,0.5,950,0,2015-12-01,,,,,
62a56e56,-9.02,31.66,10,0.5,75,0,2015-11-02,,,,,
52e52d32,-10.32,32.25,15,0.75,5000,0,2015-11-24,,,,,
99ac9173,-10.08,32.32,40,2,1750,0,2015-12-24,,,,,
4e7e063,-9.55,31.2,10,0.4,750,0,2015-10-26,,,,,
c974f883,-8.81,31.53,10,0.5,800,0,2015-12-24,,,,,
f23cf1ff,-10.61,32.18,5,0.5,300,0,2015-11-24,,,,,
e23d69c5,-8.82,31.53,20,1,1500,0,2015-12-06,,,,,
aff40b17,-9.36,31.24,20,1,960,0,2015-11-08,,,,,
86642aff,-10.64,32.15,15,0.75,3000,0,2015-11-24,,,,,
150b87f5,-8.81,31.54,5,0.25,150,0,2015-12-01,,,,,
a0514e6b,-9.36,31.25,22,1.75,2160,0,2015-11-02,2015-11-02,2015-11-02,,,
9eadc0b0,-10.65,31.94,0,0,0,0,,,,,,
8559710f,-9.55,31.2,10,0.4,1650,0,2015-11-08,,,,,
332012d5,-9,31.68,10,0.5,750,0,2015-12-01,,,,,
47731d4,-9.56,31.2,15,0.75,2500,0,2015-11-24,2015-11-24,,,,
20b8bf4a,-10.61,32.19,25,1,3250,0,2015-11-02,2015-11-08,,,,
ff9391a3,-9.56,31.2,20,1,450,0,2015-12-01,,,,,
89cf943b,-10.64,32.15,10,0.4,500,1,2015-12-01,,,,,
ccb210e1,-10.63,32.15,5,0.25,25,0,2015-12-01,,,,,
dc9196c9,-9.36,31.25,0,0,0,0,,,,,,
18c3f2e0,-9.54,31.21,12,0.5625,2100,0,2015-11-08,2015-10-26,,,,
d195d21b,-8.84,31.54,80,4,4600,0,2015-11-15,2015-11-24,2015-12-01,,,
2b81b6ed,-8.81,31.54,30,1.5,500,0,2015-11-15,,,,,
7e56f2a8,-10.65,31.94,5,0.25,500,0,2015-12-06,2015-12-01,,,,
7d6856f0,-10.32,32.26,16,0.75,2000,0,2015-12-06,2015-11-08,,,,
ebaf9b21,-10.65,31.94,10,0.4,250,0,2015-11-08,,,,,
1cdf69e1,-9.56,31.2,70,3.5,9950,0,2015-11-02,2015-12-01,2015-12-06,2015-12-13,,
ec28100a,-10.1,32.31,15,0.62,1250,0,2015-11-08,,,,,
42a3943d,-10.31,32.27,15,1,1200,0,2015-12-13,2015-12-01,2015-12-01,,,
9ba83c77,-9,31.68,0,0,0,0,,,,,,
81138a83,-10.1,32.31,15,0.62,700,0,2015-12-13,,,,,
15f4e8df,-10.65,31.95,0,0,0,0,,,,,,
47c86d29,-9.02,31.67,120,2,1500,0,2015-11-08,2015-11-15,2015-11-15,,,
5d314e40,-10.1,32.31,15,0.75,1750,0,2015-12-24,,,,,
3e0f2e85,-10.31,32.26,35,1.75,3300,0,2015-12-06,2015-12-13,2015-12-06,,,
86f1dc57,-10.64,32.15,10,0.5,2000,0,2015-12-24,2016-01-11,,,,
a9437725,-10.61,32.18,20,1,250,0,2015-11-08,,,,,
330eb4c3,-8.85,31.54,30,1.5,1000,0,2015-12-01,,,,,
67cd621a,-8.81,31.53,5,0.25,400,0,2015-12-06,,,,,
b9ee59df,-10.63,32.15,0,0,0,0,,,,,,
c79d7876,-10.32,32.25,45,2.25,4000,0,2015-12-13,2015-11-24,,,,
d3adb1c0,-9,31.68,10,0.5,2100,0,2015-12-01,,,,,
e26c82f7,-9.55,31.2,10,0.4,1500,0,2015-11-08,,,,,
1a018000,-10.08,32.32,0,0,0,0,,,,,,
30eab14d,-9.37,31.24,5,0.25,225,0,2015-10-26,,,,,
5ec92736,-9.56,31.2,40,2,1080,0,2015-11-15,,,,,
c9dcfa49,-10.32,32.24,120,6,25000,0,2015-12-06,2015-12-24,2015-12-01,,,
fd85e650,-10.1,32.31,10,0.5,600,0,2015-12-06,,,,,
db8a655d,-9.03,31.67,56,3.25,750,4,2015-11-08,2015-12-06,2015-11-08,2015-12-01,2015-12-06,
f55c4a40,-10.31,32.27,20,1,4000,0,2015-11-15,,,,,
d0561380,-10.61,32.19,10,0.25,500,0,2015-12-01,,,,,
e31dec7a,-10.08,32.32,30,1.5,1500,0,2015-12-06,2015-12-06,,,,
8f1a3496,-10.32,32.26,10,0.5,1250,0,2015-12-24,,,,,
9dff0902,-10.1,32.29,5,0.2,1100,0,2015-12-06,,,,,
2dcde452,-10.64,31.95,1,0.125,350,0,2015-11-08,,,,,
3f6dab36,-9.03,31.67,145,8.5,0,5,2015-11-02,2015-12-06,2015-12-06,2016-01-04,2016-01-04,
c7849782,-10.31,32.27,20,1,2750,0,2015-11-15,2015-12-06,2015-12-13,,,
8a770bb4,-9.37,31.23,5,0.25,450,0,2015-10-26,,,,,
23781769,-10.08,32.32,0,0,0,0,,,,,,
eaea7453,-10.63,32.15,5,0.25,750,1,2016-01-04,,,,,
d4a389f5,-10.32,32.24,10,0.5,1750,0,2015-12-01,,,,,
69fb9424,-9.36,31.24,0,0,0,0,,,,,,
12d7551f,-8.81,31.53,50,3,3000,0,2015-12-06,2015-11-24,2015-12-06,,,
74a06886,-10.32,32.24,20,1,1100,0,2015-12-01,,,,,
e2679cf1,-9.36,31.25,20,1,100,1,2015-12-01,,,,,
89fd36f0,-10.65,31.94,0,0,0,0,,,,,,
212a9f70,-9.36,31.24,20,1,1000,0,2015-11-08,2015-12-06,,,,
99a9b95b,-9.39,31.23,10,1,50,2,2015-11-02,2015-11-24,,,,
f7704dc0,-10.1,32.29,5,0.25,700,0,2015-12-01,,,,,
638078e4,-8.82,31.53,25,1,1650,0,2015-11-24,2015-12-01,,,,
b506ef88,-9.36,31.25,1,0.1,50,0,2015-11-02,,,,,
3c86ae05,-8.83,31.53,5,0.25,50,0,2015-11-02,,,,,
e8722384,-8.83,31.53,15,1,800,0,2015-11-15,2015-11-24,,,,
ccf0e7ba,-9.58,31.19,5,0.25,150,0,2015-11-24,,,,,
a0279138,-9.02,31.67,15,0.6,640,0,2015-12-06,2015-12-06,,,,
44cecae8,-9.02,31.66,15,0.65,1100,0,2015-11-08,2015-12-01,,,,
8eb9aea6,-10.64,32.15,0,0,0,0,,,,,,
a41fb4ff,-8.84,31.54,5,0,650,0,2015-11-02,,,,,
cc7b6b3e,-9.58,31.19,5,0.25,100,0,2015-10-26,,,,,
c11a399f,-10.32,32.26,10,0.5,1950,0,2015-12-01,2015-12-24,,,,
6b554dd2,-8.81,31.53,2.5,0.25,100,0,2015-11-08,,,,,
c5e22ed1,-10.63,32.15,10,0.5,650,0,2015-11-08,,,,,
c8516a31,-10.65,31.94,20,1.7,2750,0,2016-01-04,2015-12-06,,,,
edcca389,-9.38,31.23,15,0.5,360,0,2015-12-06,2015-12-13,,,,
93613c5c,-9.02,31.67,10,0.5,1400,0,2015-11-08,,,,,
680e181f,-10.64,31.95,50,1.55,4750,0,2015-10-26,2016-01-11,2016-01-11,,,
4b4f423f,-8.81,31.53,2.5,0.25,300,0,2015-10-26,,,,,
29ceaa6c,-10.65,31.94,2.5,0.46,300,0,2015-11-08,,,,,
a327c43e,-10.09,32.31,30,1.5,4000,0,2015-11-08,2015-11-08,2015-11-08,,,
7ecc1bf8,-9.36,31.24,40,2,6480,0,2015-12-01,2015-12-06,,,,
f4c025b3,-10.65,31.94,50,3,700,0,2015-12-06,,,,,
7b93117e,-10.08,32.32,20,1,1250,0,2015-11-15,,,,,
fd8a6d03,-10.63,32.15,5,0.25,1000,0,2015-11-15,,,,,
f1f5ffbf,-9.02,31.66,58,2.533,5750,0,2015-12-06,2015-12-24,2015-11-24,2016-01-04,2016-01-04,
335a40f1,-9.38,31.23,5,0.5,720,0,2015-11-15,,,,,
cecbbd41,-8.83,31.53,15,0.75,750,0,2015-12-13,,,,,
b61d4b4e,-10.08,32.31,20,1.25,1750,0,2015-12-06,2016-01-11,,,,
fdc24688,-10.08,32.32,0,0,0,0,,,,,,
49d7b8a1,-10.1,32.29,20,1,2000,0,2015-11-24,,,,,
31431c54,-10.09,32.31,20,0.75,750,0,2016-01-04,2016-01-11,,,,
5d0ac4a5,-10.65,31.94,20,1,2000,0,2015-12-06,2016-01-04,,,,
a223c48c,-9.56,31.2,10,0.5,870,0,2015-11-24,,,,,
b950b8c0,-9.36,31.23,25,1,1400,0,2015-11-08,2015-12-06,,,,
e029ad21,-9.37,31.23,5,0.25,400,0,2015-10-26,,,,,
5c0581a,-8.83,31.53,20,1,1400,0,2015-11-02,,,,,
c54a0160,-9.36,31.26,10,0.5,900,0,2015-11-08,,,,,
3d02e689,-9.54,31.22,5.25,5.25,550,0,2015-10-26,2015-12-06,,,,
91e86ff8,-10.32,32.24,70,3.5,0,0,2015-11-24,,,,,
e3a8a700,-10.32,32.25,10,15,1750,0,2015-12-24,,,,,
465e1f2b,-8.81,31.54,2.5,0.25,200,0,2015-11-02,,,,,
4fae0542,-9.36,31.23,25,1,2000,0,2015-11-08,2015-11-24,,,,
6675230,-9,31.68,20,1,200,0,2015-11-02,,,,,
9000d423,-10.64,32.15,2,0.125,500,0,2015-11-24,,,,,
a77720c1,-10.1,32.29,40,2,7500,0,2015-11-08,2015-11-24,,,,
ed1180ee,-9.58,31.19,5,0.25,300,0,2015-10-26,,,,,
742b07be,-10.31,32.27,120,6,22000,0,2015-11-15,2015-12-24,,,,
71c2e8df,-8.82,31.53,10,0.5,750,0,2015-11-24,,,,,
46058e5f,-9.56,31.2,0,0,0,0,,,,,,
391274c5,-9.02,31.66,30,1.4,2500,0,2015-11-02,,,,,
f57a8fd7,-9.02,31.67,7,0.75,200,0,2015-12-01,,,,,
1a4ecd7b,-10.64,31.95,5,0.25,1000,0,2015-11-15,,,,,
cfe9b2f8,-10.31,32.27,35,1.5,2350,0,2015-12-01,2016-01-04,2015-12-13,2016-01-18,,
1f76c1a6,-10.13,32.31,20,1,60,0,2015-12-13,2015-12-24,,,,
f07a780b,-10.1,32.31,10,0.5,2000,0,2015-12-06,,,,,
bded55f2,-8.81,31.54,7,0.75,1100,0,2015-11-02,2015-12-01,,,,
623ed33e,-10.31,32.26,5,0.25,1175,0,2015-11-02,,,,,
347e574e,-10.64,32.15,20,1.15,3000,0,2016-01-04,2016-01-18,,,,
2ec19680,-10.32,32.25,50,2.4,11000,0,2015-12-01,2015-12-24,,,,
e994b0c8,-10.61,32.18,10,0.75,2300,0,2015-12-06,,,,,
845d6de9,-9.36,31.24,20,1,1080,0,2015-11-08,,,,,
8fde0c1b,-9,31.68,30,1.5,3000,0,2016-01-04,,,,,
8c6e1ed3,-9.56,31.2,30,1.5,650,1,2015-11-02,2015-12-06,,,,
cd10e09f,-10.64,31.95,15,0.65,1200,0,2015-12-24,2016-01-11,,,,
ac77fcce,-8.81,31.53,10,0.375,150,0,2015-11-15,,,,,
807b156d,-9.37,31.23,20,1,700,0,2015-10-26,,,,,
ee331494,-9.37,31.23,10,0.5,250,0,2015-11-24,,,,,
7dd5424a,-10.08,32.32,22,1,4000,0,2015-11-15,2016-01-04,,,,
f45312be,-10.65,31.94,5,0.25,1000,0,2015-11-15,,,,,
5876e1f9,-10.61,32.18,60,3,9800,3,2015-12-01,2015-12-06,2016-01-11,2016-01-11,,
d6efcd60,-10.64,32.15,10,0.5,1250,0,2015-12-01,,,,,
4511215e,-9.54,31.21,18,0.875,1650,0,2015-12-06,2015-11-08,2015-10-26,,,
6295031,-9.54,31.22,2.5,0.25,800,0,2015-12-01,,,,,
c6ff515c,-10.65,31.94,5,0.25,250,0,2015-12-13,,,,,
d7fc080b,-9.56,31.2,15,0.75,2430,1,2015-11-02,2015-12-06,,,,
cc9b9a7f,-10.65,31.94,0,0,0,0,,,,,,
f12b98fc,-10.32,32.26,15,0.75,46,0,2015-11-08,2015-12-01,2015-11-24,,,
a8d37456,-9.38,31.24,5,0.25,90,0,2015-12-06,,,,,
e28e5df1,-9.58,31.2,5,0.25,200,0,2015-11-24,,,,,
9bd7f6e,-10.63,32.15,2,0.25,150,0,2015-11-08,,,,,
e5a345d5,-10.32,32.24,10,0.5,1500,0,2015-12-06,,,,,
bbd2d03d,-10.64,32.15,10,0.4,200,1,2015-12-24,,,,,
81b7721a,-10.65,31.94,0,0,0,0,,,,,,
abb37410,-13.2,24.79,70,2.5,11750,0,2015-11-02,2015-11-08,2015-11-02,2015-12-13,,
14ff22e0,-13.47,25,15,0.5,500,0,2015-11-15,,,,,
f599cd1d,-13.47,25,30,2,7500,0,2015-11-02,,,,,
cd8302b4,-13.06,25.37,5,0.25,250,0,2015-11-24,,,,,
e001b155,-12.2,26.78,40,2,0,0,2015-10-26,,,,,
d1a8e3e6,-12.11,25.51,60,3,2500,0,2015-11-08,,,,,
78246324,-12.56,26.18,35,2,0,2,2015-12-01,2015-12-06,2015-12-01,,,
b9f68c92,-12.2,26.78,27,1.5,450,1,2015-11-24,2015-10-26,2015-10-26,,,
fadfae3d,-13.37,24.86,10,0.25,350,0,2015-11-02,2015-12-06,,,,
bd0c1912,-13.06,25.39,10,0.25,50,0,2015-11-02,,,,,
340b3a78,-13.31,24.81,20,1,0,0,2015-11-02,2015-12-01,,,,
464de216,-12.2,26.78,20,1,0,1,2015-11-08,,,,,
e8269aaf,-12.56,26.14,10,1.25,800,1,2015-12-01,,,,,
15fc73c6,-13.2,24.78,10,0.6,1250,1,2015-11-08,,,,,
3f192b7f,-13.23,24.75,0,0,0,0,,,,,,
4e85b46d,-13.06,25.37,20,1.75,1250,0,2015-11-24,2015-11-02,,,,
4033b4a2,-13.33,24.84,20,0.75,650,1,2015-10-26,,,,,
18ac33d3,-12.2,26.77,20,1,0,1,2015-11-24,2015-11-24,,,,
ba331db3,-12.11,25.48,20,1,0,1,2015-11-15,,,,,450
b10b8c54,-13.06,25.38,3,0.25,200,0,2015-12-01,,,,,
96910b99,-12.35,25.81,30,1.5,1800,0,2015-11-02,2015-12-01,,,,
5456cd81,-13.36,24.87,10,0.5,250,1,2015-11-08,,,,,
1ba1c205,-12.11,25.51,25,1.25,2500,0,2015-11-08,2015-12-01,,,,
8b2656dd,-12.1,25.49,60,3,750,1,2015-11-15,2015-11-24,,,,
bd7faa23,-13.47,25,40,2,3000,2,2016-01-11,2016-01-18,,,,
fec01183,-13.47,25,10,0.5,300,1,2015-12-06,,,,,
397c9a3f,-12.32,25.88,20,0.75,300,1,2015-11-24,,,,,
b07ca188,-13.32,24.84,20,1,700,1,2015-10-26,,,,,
3b4ded9d,-12.32,25.88,20,1.5,2500,1,2015-11-24,2015-12-01,,,,
8ee06f2b,-13.2,24.77,5,0.25,150,0,2015-11-02,,,,,
a828059e,-13.32,24.84,15,0.75,0,2,2015-10-26,2015-12-06,,,,
17ff779a,-12.11,25.51,15,0.75,500,0,2015-11-24,,,,,
aced2308,-12.56,26.17,45,2.5,2250,0,2015-12-13,2015-12-06,,,,
d7da5e62,-12.12,25.5,15,0.5,300,0,2015-11-08,,,,,
fb3041c8,-13.17,24.95,15,0.75,0,0,2015-11-24,2015-12-01,,,,
d9e66ddf,-12.32,25.88,5.25,5.25,1050,0,2015-12-24,2016-01-04,,,,
1de0ef7a,-12.1,25.49,10,0.5,500,0,2015-11-02,,,,,
3dbbd702,-13.47,25,30,1.5,2200,1,2015-11-08,2015-12-13,2015-12-24,,,
4e251980,-13.06,25.37,10,0.5,1500,0,2015-11-02,,,,,
