names,lat,lon,seed,plot,harv,unharv,pd1,pd2,pd3,pd4,pd5,fert
14b314,-16.86,26.9,40,3,5950,0,2015-12-06,2015-12-24,2015-12-24,,,
33027eff,-16.84,26.79,25,1.5,2250,0,2015-11-02,2015-11-15,2015-11-24,,,450
81059867,-16.71,26.96,30,1.5,4600,0,2015-11-24,2015-12-01,2015-11-24,2015-12-01,,1400
127d01b8,-15.72,26.72,30,2,1750,0,2015-12-06,,,,,
40ec30e3,-16.25,26.7,30,1.5,3600,0,2015-12-13,2015-12-24,,,,
d11b08de,-16.23,26.67,30,2,1250,0,2015-12-06,,,,,
1059600a,-16.92,26.98,30,2.5,1600,0,2015-11-08,2016-01-04,,,,
1ed8581e,-17.16,27.12,5,0.25,400,0,2015-12-01,,,,,
c1be5fd9,-15.93,26.52,15,1.4,600,0,2015-12-13,2015-12-24,,,,450
7e2c1b09,-16.79,27.13,15,0.75,1500,0,2015-11-02,2015-12-06,,,,
1d2e9905,-16.75,26.94,10,0.5,500,0,2015-11-15,,,,,1400
14ffa396,-16.39,26.77,40,2,4250,0,2015-11-24,2015-12-01,2015-12-13,,,1400
5f15948a,-15.71,26.71,15,1,200,0,2015-12-13,,,,,
722532e,-16.83,26.8,55,2.75,2700,0,2015-10-26,2015-11-02,2015-12-01,,,1344
b08d5237,-16.71,26.87,10,0.4,0,0,2015-12-24,,,,,
80e1e675,-15.91,26.51,50,2.5,2500,0,2015-11-02,2015-11-24,,,,
f2f4ce7e,-17.2,27.1,20,1,2500,0,2015-10-26,,,,,
50132a3e,-16.73,27.23,60,3,3500,0,2015-12-24,2016-01-04,2015-11-24,,,1400
78a85864,-16.92,27.11,10,0.5,500,0,2015-12-01,,,,,
5c1e3f0a,-15.75,26.76,20,1,8750,0,2015-12-24,,,,,
97905d53,-16.41,26.78,30,1.75,1350,0,2015-11-24,,,,,
b818946a,-16.47,26.77,40,3,100,0,2015-12-06,,,,,2100
38f3df53,-16.91,26.95,85,4.25,13700,0,2015-11-15,2015-11-15,2015-12-06,2015-12-24,,21000
10a5a348,-16.45,26.77,130,8.3,10200,0,2015-11-15,2015-12-01,2015-12-13,,,
19933068,-17,27.05,20,1,1000,0,2015-12-01,,,,,800
e879aed,-16.79,27.13,35,1.75,3100,0,2015-12-01,2015-11-15,2015-12-24,2015-11-15,,
2cd3b83b,-16.73,27.24,32,1.65,4900,0,2015-12-01,2015-12-13,2015-12-01,2016-01-04,,2100
24c906e2,-16.87,27.28,20,1,450,0,2015-12-06,,,,,400
dd805a0b,-16.62,26.87,30,1.5,250,0,2015-11-24,,,,,2100
f8788bea,-15.71,26.71,15,2,1500,0,2015-12-13,,,,,
8e54c09,-16.84,26.81,70,3.5,400,0,2015-12-01,,,,,1200
8ffd97b5,-15.73,26.74,50,2.5,2550,0,2015-12-01,2015-12-13,2015-12-01,,,
c8787e7c,-16.49,26.94,60,3,1625,0,2015-11-15,2015-12-13,2016-01-18,2015-11-15,,1320
41f01ecd,-16.71,26.87,40,2,0,0,2015-11-02,2015-12-01,,,,550
2848af56,-16.86,26.8,40,2,3300,0,2015-11-24,2015-12-01,,,,1740
3be149d7,-16.59,26.86,30,1.5,200,0,2015-12-06,2015-12-13,2015-12-13,,,2100
ada85918,-16.95,27.08,65,3.25,2000,0,2015-11-24,2015-12-01,2015-11-15,2015-12-01,,1600
72bccd53,-16.47,26.76,40,2,3000,0,2015-12-01,2015-12-13,,,,2100
45449c49,-15.75,26.76,50,1,2000,0,2015-11-02,2015-11-08,2015-12-13,2016-01-04,,
f39e0412,-16.82,26.83,80,4,7000,0,2015-12-01,2015-12-01,2015-11-24,2015-12-01,,1520
c513e947,-16.76,26.98,5,0.25,500,0,2015-12-01,,,,,
17f55c18,-16.84,26.79,35,2,2700,0,2015-11-24,2015-11-02,2015-11-08,,,1400
9fe5e99a,-15.73,26.74,80,4,10000,0,2015-12-01,2015-12-06,,,,
48ab905,-15.92,26.53,100,5,2500,0,2015-11-08,2015-12-06,2015-12-01,,,
3395a322,-16.91,27.1,20,1,500,0,2015-11-24,2015-12-01,,,,
44c79a32,-16.75,27.29,55,2.75,9000,0,2015-11-15,2015-11-15,2015-12-24,,,1400
d0e15b5b,-16.23,26.67,50,2.5,450,0,2015-11-15,2015-12-01,,,,
d381ea83,-16.88,27.28,5,0.5,500,0,2015-12-24,,,,,250
69a3d01,-16.95,27.09,50,2.5,5000,0,2015-12-01,2015-12-13,2015-12-24,,,400
cf9adcbc,-16.83,26.8,42,2.1,2800,0,2015-12-01,2015-12-06,2015-12-06,,,1344
b0e33292,-17.2,27.1,30,1.5,1000,0,2015-12-01,2016-01-04,2016-01-04,,,
efd7b175,-16.88,27.27,40,2,2000,0,2015-12-01,,,,,
b28ef21f,-15.91,26.53,70,3.5,2250,0,2015-11-08,2015-12-01,2015-12-24,,,
f0225ee,-17,27.05,15,0.75,900,0,2015-12-06,2015-12-06,,,,
a047173e,-16.74,27.24,110,8.25,3800,0,2015-12-06,2015-12-13,2015-12-24,2015-12-13,2016-01-04,2100
e714a15e,-16.69,26.87,20,1,150,0,2015-12-13,,,,,
3d271828,-16.25,26.69,53,4,3555,0,2015-12-13,2015-11-15,,,,
cc764dee,-16.91,27.09,20,1,1400,0,2015-12-01,2015-12-24,,,,
48d8bf4,-16.87,27.27,160,10.5,13000,0,2015-11-24,2015-12-01,2015-12-24,2015-12-13,2016-01-04,
5b77efa6,-16.9,27.29,15,0.75,1000,0,2015-11-15,2015-11-15,,,,1000
cbd9af0c,-16.84,26.79,40,2,2000,0,2015-12-06,,,,,
e7564c19,-16.24,26.68,40,2,1750,0,2015-11-08,2015-11-15,,,,2100
36ba0caf,-16.83,26.82,30,1.5,2100,0,2015-11-02,,,,,3200
c66f9f6a,-16.06,26.93,30,1.8,3000,0,2015-12-06,2015-12-13,2015-12-24,,,
5ff1b158,-16.05,26.98,60,3,1100,1,2016-01-04,2016-01-11,,,,
652968be,-16.26,26.69,50,2.5,2200,0,2015-11-24,,,,,
8a4f50bf,-15.92,26.53,50,3,3600,0,2015-12-01,2015-12-24,,,,
ccc99842,-16.06,26.93,20,1,1400,0,2015-12-24,2016-01-11,,,,
90706004,-16.47,26.77,25,2,1000,0,2015-12-01,,,,,1700
a6170fcb,-16.87,27.28,20,1.25,2500,0,2015-12-24,2016-01-04,,,,
ac1fa5a2,-16.9,27.02,30,1.5,2750,0,2015-12-06,2015-11-24,,,,1400
872b839d,-16.03,26.93,45,1,750,0,2015-12-01,2016-01-11,,,,
c6f93740,-16.77,27.31,35,2.45,1050,0,2015-11-15,2015-12-13,,,,
c010b748,-16.73,26.94,80,4,11400,0,2015-11-24,2015-12-01,,,,2100
dba1d7d2,-16.92,27.26,41,2.05,3850,0,2015-12-13,2016-01-04,2016-01-04,2015-12-13,2015-12-13,
6857cda7,-16.45,26.77,70,3.5,6000,0,2015-11-02,2015-11-15,2015-12-01,2015-12-06,2015-12-24,800
9e4460b2,-16.77,27.31,50,2.5,2250,0,2015-12-24,2015-12-24,,,,
c1cf3ef7,-16.59,26.88,30,1.5,600,0,2015-12-01,2015-11-24,2015-11-24,,,
da6a6cc5,-16.68,26.87,20,2,2500,0,2015-11-02,2015-12-01,,,,1800
8357f4fa,-16.94,27.01,30,1.5,3050,0,2015-12-01,2015-12-24,,,,
5c362c5e,-16.92,26.96,60,3,12000,0,2015-11-15,2015-11-24,2015-11-24,2015-12-01,2015-12-01,
75332bf,-16.74,26.96,15,0.75,500,0,2015-12-06,2015-11-02,,,,
e3048e5,-16.26,26.69,10,0.5,300,0,2015-11-08,,,,,
662b39fa,-16.53,26.92,20,1,1000,0,2015-11-24,2015-12-13,,,,320
769c6d3e,-17.2,27.09,50,2.5,5750,0,2015-11-24,2015-12-01,2015-12-13,,,
e9e729e,-16.6,26.83,20,1,550,0,2015-12-24,2015-12-01,,,,
2011fa01,-16.86,26.77,150,7,17000,0,2015-12-01,2015-12-01,2015-12-06,2015-12-13,2016-01-04,400
382314cc,-16.92,27.12,45,2.25,2750,0,2015-12-01,2015-12-01,2015-12-06,,,3200
8db1ebe9,-16.92,26.98,25,1.25,2800,0,2015-12-01,2015-12-06,,,,400
bcb6dd2,-16.55,26.96,10,0.5,400,0,2015-11-24,,,,,
9c4f69fc,-16.98,27.11,20,1,2000,0,2015-11-15,2015-12-01,,,,
fced164b,-16.6,26.82,45,2.25,1350,0,2015-11-15,2015-11-15,2015-11-24,2015-12-01,2016-01-04,
6df15f0e,-16.71,26.87,25,1.15,550,0,2015-11-24,2015-12-06,2015-12-24,,,400
6f79a2e6,-16.87,27.28,40,2,3500,0,2015-12-06,2015-12-13,,,,230
c384bc56,-15.71,26.71,15,1.5,250,0,2015-12-06,,,,,
7492907a,-16.88,26.79,25,1.25,1850,0,2015-11-24,2015-12-24,2015-12-24,,,4700
b2e5cb14,-16.26,26.7,40,2,2800,0,2016-01-04,,,,,
fcf0f694,-17.19,27.11,50,3,3100,0,2015-12-13,,,,,
fb1814fa,-16.91,27.06,60,3,6500,0,2015-11-08,2015-12-01,2015-12-06,,,2000
938bd8d4,-16.51,26.94,10,0.5,1000,0,2015-11-02,,,,,1400
58ee15c1,-17.2,27.1,20,1,2000,0,2015-12-06,2016-01-04,,,,2100
5cf39122,-16.91,27.25,100,5,16500,0,2015-12-13,2015-12-24,,,,2100
477d1387,-16.26,26.69,30,1.5,1100,0,2015-11-02,,,,,
c08fc974,-16.59,26.86,25,1.25,1000,0,2015-11-08,2015-11-24,2015-12-06,,,2040
e1f4bacb,-16.44,26.77,50,2.5,2500,0,2015-12-01,2015-12-13,,,,2100
32f8871a,-15.92,26.53,15,1,600,0,2015-12-06,,,,,
8d8d2be3,-17.16,27.14,40,3.5,250,0,2015-12-01,,,,,
6ac18061,-16.61,26.83,40,2,8600,0,2015-12-06,2015-12-24,2015-12-24,,,
747b5c49,-16.97,27.09,20,1,4000,0,2015-11-24,2015-12-01,,,,350
42cec7ca,-16.75,27.24,30,1.5,750,0,2015-12-13,2015-12-24,,,,
1e3dd75b,-16.39,26.77,20,1,1000,0,2016-01-18,2016-01-18,,,,
1f4d87ac,-16.79,27.31,25,1.25,1100,0,2015-11-02,2015-11-15,2015-11-24,,,400
1068e1fa,-17,27.05,10,0.5,1700,0,2015-12-06,,,,,
4892c07a,-15.74,26.76,80,3,5580,0,2016-01-04,2016-01-04,2015-12-24,,,
cd24d523,-15.08,26.74,20,1,800,0,2015-12-24,2015-12-24,2016-01-04,,,
8f033f87,-16.95,27.07,74,5.5,3150,0,2015-11-02,2015-12-01,2015-12-24,2016-01-04,,
83573f17,-16.72,26.88,10,0.5,400,0,2015-12-06,,,,,2100
d84a7fcd,-16.84,26.79,80,4,11200,0,2015-11-15,2015-11-15,2015-12-01,2015-12-01,,1344
78e3668a,-15.93,26.51,20,1,1200,0,2015-11-24,,,,,
92432e1a,-16.04,26.94,20,1,0,0,2015-11-15,,,,,
9ea7867,-15.92,26.53,15,1.5,1200,0,2015-11-24,,,,,
e92e9e8a,-16.98,27.09,40,2,3000,0,2016-01-18,,,,,2100
1567897,-16.86,26.77,70,3.5,9000,0,2015-11-15,2015-12-06,2015-12-24,,,1350
dde899eb,-16.85,26.83,5,0.25,440,0,2015-11-24,,,,,1400
c84af34c,-16.9,27.29,10,0.5,1350,0,2015-12-24,2016-01-04,,,,
c499e990,-16.61,26.87,50,2.5,2600,0,2015-12-13,2015-12-24,2015-12-13,2016-01-04,,
