podid,lat,lon,date,rain
B00021,-16.25561,26.89594,2017-03-14,0
B00021,-16.25561,26.89594,2017-03-15,0
B00021,-16.25561,26.89594,2017-03-16,0
B00021,-16.25561,26.89594,2017-03-17,0
B00021,-16.25561,26.89594,2017-03-18,0
B00021,-16.25561,26.89594,2017-03-19,0
B00021,-16.25561,26.89594,2017-03-20,7.112
B00021,-16.25561,26.89594,2017-03-21,0
B00021,-16.25561,26.89594,2017-03-22,0
B00021,-16.25561,26.89594,2017-03-23,0
B00021,-16.25561,26.89594,2017-03-24,0.508
B00021,-16.25561,26.89594,2017-03-25,2.286
B00021,-16.25561,26.89594,2017-03-26,0.254
B00021,-16.25561,26.89594,2017-03-27,0
B00021,-16.25561,26.89594,2017-03-28,0
B00021,-16.25561,26.89594,2017-03-29,0
B00021,-16.25561,26.89594,2017-03-30,0
B00021,-16.25561,26.89594,2017-03-31,0
B00021,-16.25561,26.89594,2017-04-01,0
B00021,-16.25561,26.89594,2017-04-02,8.89
B00021,-16.25561,26.89594,2017-04-03,0
B00021,-16.25561,26.89594,2017-04-04,0
B00021,-16.25561,26.89594,2017-04-05,0
B00021,-16.25561,26.89594,2017-04-06,0
B00021,-16.25561,26.89594,2017-04-07,0
B00021,-16.25561,26.89594,2017-04-08,0
B00021,-16.25561,26.89594,2017-04-09,0
B00021,-16.25561,26.89594,2017-04-10,0
B00021,-16.25561,26.89594,2017-04-11,0
B00021,-16.25561,26.89594,2017-04-12,0
B00021,-16.25561,26.89594,2017-04-13,0
B00021,-16.25561,26.89594,2017-04-14,0
B00021,-16.25561,26.89594,2017-04-15,0
B00021,-16.25561,26.89594,2017-04-16,0
B00021,-16.25561,26.89594,2017-04-17,0
B00021,-16.25561,26.89594,2017-04-18,0
B00021,-16.25561,26.89594,2017-04-19,0
B00021,-16.25561,26.89594,2017-04-20,0
B00021,-16.25561,26.89594,2017-04-21,0
B00021,-16.25561,26.89594,2017-04-22,0
B00021,-16.25561,26.89594,2017-04-23,0
B00021,-16.25561,26.89594,2017-04-24,0
B00021,-16.25561,26.89594,2017-04-25,0
B00021,-16.25561,26.89594,2017-04-26,0
B00021,-16.25561,26.89594,2017-04-27,0
B00021,-16.25561,26.89594,2017-04-28,0
B00021,-16.25561,26.89594,2017-04-29,0
B00021,-16.25561,26.89594,2017-04-30,0
B00021,-16.25561,26.89594,2017-05-01,0
B00024,-16.75763,26.97496,2016-10-12,4.064
B00024,-16.75763,26.97496,2016-10-13,0
B00024,-16.75763,26.97496,2016-10-14,0
B00024,-16.75763,26.97496,2016-10-15,0
B00024,-16.75763,26.97496,2016-10-16,0
B00024,-16.75763,26.97496,2016-10-17,0
B00024,-16.75763,26.97496,2016-10-18,0
B00024,-16.75763,26.97496,2016-10-19,0
B00024,-16.75763,26.97496,2016-10-20,0
B00024,-16.75763,26.97496,2016-10-21,0
B00024,-16.75763,26.97496,2016-10-22,0
B00024,-16.75763,26.97496,2016-10-23,0.254
B00024,-16.75763,26.97496,2016-10-24,0
B00024,-16.75763,26.97496,2016-10-25,0
B00024,-16.75763,26.97496,2016-10-26,0
B00024,-16.75763,26.97496,2016-10-27,0
B00024,-16.75763,26.97496,2016-10-28,0
B00024,-16.75763,26.97496,2016-10-29,0
B00024,-16.75763,26.97496,2016-10-30,0
B00024,-16.75763,26.97496,2016-10-31,0
B00024,-16.75763,26.97496,2016-11-01,0
B00024,-16.75763,26.97496,2016-11-02,0
B00024,-16.75763,26.97496,2016-11-03,0
B00024,-16.75763,26.97496,2016-11-04,0
B00024,-16.75763,26.97496,2016-11-05,0
B00024,-16.75763,26.97496,2016-11-06,0
B00024,-16.75763,26.97496,2016-11-07,0
B00024,-16.75763,26.97496,2016-11-08,0
B00024,-16.75763,26.97496,2016-11-09,0
B00024,-16.75763,26.97496,2016-11-10,0
B00024,-16.75763,26.97496,2016-11-11,0
B00024,-16.75763,26.97496,2016-11-12,25.146
B00024,-16.75763,26.97496,2016-11-13,0
B00024,-16.75763,26.97496,2016-11-14,0
B00024,-16.75763,26.97496,2016-11-15,0
B00024,-16.75763,26.97496,2016-11-16,0
B00024,-16.75763,26.97496,2016-11-17,0
B00024,-16.75763,26.97496,2016-11-18,1.524
B00024,-16.75763,26.97496,2016-11-19,6.604
B00024,-16.75763,26.97496,2016-11-20,0
B00024,-16.75763,26.97496,2016-11-21,0
B00024,-16.75763,26.97496,2016-11-22,0
B00024,-16.75763,26.97496,2016-11-23,8.128
B00024,-16.75763,26.97496,2016-11-24,16.002
B00024,-16.75763,26.97496,2016-11-25,18.542
B00024,-16.75763,26.97496,2016-11-26,35.814
B00024,-16.75763,26.97496,2016-11-27,0
B00024,-16.75763,26.97496,2016-11-28,11.176
B00024,-16.75763,26.97496,2016-11-29,0.254
B00024,-16.75763,26.97496,2016-11-30,0
B00024,-16.75763,26.97496,2016-12-01,0
B00024,-16.75763,26.97496,2016-12-02,0
B00024,-16.75763,26.97496,2016-12-03,0
B00024,-16.75763,26.97496,2016-12-04,6.604
B00024,-16.75763,26.97496,2016-12-05,0
B00024,-16.75763,26.97496,2016-12-06,0
B00024,-16.75763,26.97496,2016-12-07,0
B00024,-16.75763,26.97496,2016-12-08,0.254
B00024,-16.75763,26.97496,2016-12-09,3.81
B00024,-16.75763,26.97496,2016-12-10,0.254
B00024,-16.75763,26.97496,2016-12-11,51.562
B00024,-16.75763,26.97496,2016-12-12,44.45
B00024,-16.75763,26.97496,2016-12-13,0.254
B00024,-16.75763,26.97496,2016-12-14,24.892
B00024,-16.75763,26.97496,2016-12-15,0
B00024,-16.75763,26.97496,2016-12-16,0
B00024,-16.75763,26.97496,2016-12-17,2.032
B00024,-16.75763,26.97496,2016-12-18,42.418
B00024,-16.75763,26.97496,2016-12-19,0.762
B00024,-16.75763,26.97496,2016-12-20,0.508
B00024,-16.75763,26.97496,2016-12-21,0
B00024,-16.75763,26.97496,2016-12-22,0
B00024,-16.75763,26.97496,2016-12-23,1.016
B00024,-16.75763,26.97496,2016-12-24,0
B00024,-16.75763,26.97496,2016-12-25,28.194
B00024,-16.75763,26.97496,2016-12-26,1.524
B00024,-16.75763,26.97496,2016-12-27,2.794
B00024,-16.75763,26.97496,2016-12-28,0
B00024,-16.75763,26.97496,2016-12-29,8.382
B00024,-16.75763,26.97496,2016-12-30,45.212
B00024,-16.75763,26.97496,2016-12-31,3.048
B00024,-16.75763,26.97496,2017-01-01,6.858
B00024,-16.75763,26.97496,2017-01-02,7.366
B00024,-16.75763,26.97496,2017-01-03,21.59
B00024,-16.75763,26.97496,2017-01-04,23.622
B00024,-16.75763,26.97496,2017-01-05,14.732
B00024,-16.75763,26.97496,2017-01-06,0
B00024,-16.75763,26.97496,2017-01-07,3.81
B00024,-16.75763,26.97496,2017-01-08,0
B00024,-16.75763,26.97496,2017-01-09,1.778
B00024,-16.75763,26.97496,2017-01-10,0
B00024,-16.75763,26.97496,2017-01-11,3.556
B00024,-16.75763,26.97496,2017-01-12,6.604
B00024,-16.75763,26.97496,2017-01-13,6.35
B00024,-16.75763,26.97496,2017-01-14,4.826
B00024,-16.75763,26.97496,2017-01-15,0.254
B00024,-16.75763,26.97496,2017-01-16,0.508
B00024,-16.75763,26.97496,2017-01-17,16.256
B00024,-16.75763,26.97496,2017-01-18,1.778
B00024,-16.75763,26.97496,2017-01-19,13.97
B00024,-16.75763,26.97496,2017-01-20,11.938
B00024,-16.75763,26.97496,2017-01-21,64.516
B00024,-16.75763,26.97496,2017-01-22,11.43
B00024,-16.75763,26.97496,2017-01-23,12.446
B00024,-16.75763,26.97496,2017-01-24,33.528
B00024,-16.75763,26.97496,2017-01-25,5.588
B00024,-16.75763,26.97496,2017-01-26,0.254
B00024,-16.75763,26.97496,2017-01-27,4.064
B00024,-16.75763,26.97496,2017-01-28,5.842
B00024,-16.75763,26.97496,2017-01-29,4.572
B00024,-16.75763,26.97496,2017-01-30,0
B00024,-16.75763,26.97496,2017-01-31,0
B00024,-16.75763,26.97496,2017-02-01,3.302
B00024,-16.75763,26.97496,2017-02-02,4.064
B00024,-16.75763,26.97496,2017-02-03,0.254
B00024,-16.75763,26.97496,2017-02-04,0
B00024,-16.75763,26.97496,2017-02-05,0.254
B00024,-16.75763,26.97496,2017-02-06,35.052
B00024,-16.75763,26.97496,2017-02-07,2.54
B00024,-16.75763,26.97496,2017-02-08,0.508
B00024,-16.75763,26.97496,2017-02-09,0
B00024,-16.75763,26.97496,2017-02-10,7.112
B00024,-16.75763,26.97496,2017-02-11,5.842
B00024,-16.75763,26.97496,2017-02-12,0.254
B00024,-16.75763,26.97496,2017-02-13,0
B00024,-16.75763,26.97496,2017-02-14,21.336
B00024,-16.75763,26.97496,2017-02-15,5.842
B00024,-16.75763,26.97496,2017-02-16,2.794
B00024,-16.75763,26.97496,2017-02-17,5.08
B00024,-16.75763,26.97496,2017-02-18,5.588
B00024,-16.75763,26.97496,2017-02-19,0
B00024,-16.75763,26.97496,2017-02-20,2.54
B00024,-16.75763,26.97496,2017-02-21,15.494
B00024,-16.75763,26.97496,2017-02-22,28.448
B00024,-16.75763,26.97496,2017-02-23,23.368
B00024,-16.75763,26.97496,2017-02-24,0
B00024,-16.75763,26.97496,2017-02-25,4.572
B00024,-16.75763,26.97496,2017-02-26,8.636
B00024,-16.75763,26.97496,2017-02-27,14.986
B00024,-16.75763,26.97496,2017-02-28,5.588
B00024,-16.75763,26.97496,2017-03-01,2.794
B00024,-16.75763,26.97496,2017-03-02,21.844
B00024,-16.75763,26.97496,2017-03-03,21.844
B00024,-16.75763,26.97496,2017-03-04,13.208
B00024,-16.75763,26.97496,2017-03-05,2.032
B00024,-16.75763,26.97496,2017-03-06,7.112
B00024,-16.75763,26.97496,2017-03-07,0.254
B00024,-16.75763,26.97496,2017-03-08,2.032
B00024,-16.75763,26.97496,2017-03-09,19.05
B00024,-16.75763,26.97496,2017-03-10,2.286
B00024,-16.75763,26.97496,2017-03-11,0.254
B00024,-16.75763,26.97496,2017-03-12,0.508
B00024,-16.75763,26.97496,2017-03-13,0
B00024,-16.75763,26.97496,2017-03-14,0
B00024,-16.75763,26.97496,2017-03-15,0
B00024,-16.75763,26.97496,2017-03-16,0
B00024,-16.75763,26.97496,2017-03-17,0
B00024,-16.75763,26.97496,2017-03-18,0
B00024,-16.75763,26.97496,2017-03-19,0
B00024,-16.75763,26.97496,2017-03-20,6.096
B00024,-16.75763,26.97496,2017-03-21,0
B00024,-16.75763,26.97496,2017-03-22,0
B00024,-16.75763,26.97496,2017-03-23,4.826
B00024,-16.75763,26.97496,2017-03-24,0
B00024,-16.75763,26.97496,2017-03-25,0.254
B00024,-16.75763,26.97496,2017-03-26,0.254
B00024,-16.75763,26.97496,2017-03-27,0
B00024,-16.75763,26.97496,2017-03-28,0
B00024,-16.75763,26.97496,2017-03-29,0.254
B00024,-16.75763,26.97496,2017-03-30,0.254
B00024,-16.75763,26.97496,2017-03-31,0
B00024,-16.75763,26.97496,2017-04-01,0
B00024,-16.75763,26.97496,2017-04-02,0
B00024,-16.75763,26.97496,2017-04-03,1.016
B00024,-16.75763,26.97496,2017-04-04,0
B00024,-16.75763,26.97496,2017-04-05,0
B00024,-16.75763,26.97496,2017-04-06,0
B00024,-16.75763,26.97496,2017-04-07,0
B00024,-16.75763,26.97496,2017-04-08,0
B00024,-16.75763,26.97496,2017-04-09,0
B00024,-16.75763,26.97496,2017-04-10,0
B00024,-16.75763,26.97496,2017-04-11,0
B00024,-16.75763,26.97496,2017-04-12,0
B00024,-16.75763,26.97496,2017-04-13,0
B00024,-16.75763,26.97496,2017-04-14,0
B00024,-16.75763,26.97496,2017-04-15,0
B00024,-16.75763,26.97496,2017-04-16,0
B00024,-16.75763,26.97496,2017-04-17,0
B00024,-16.75763,26.97496,2017-04-18,0
B00024,-16.75763,26.97496,2017-04-19,0
B00024,-16.75763,26.97496,2017-04-20,0
B00024,-16.75763,26.97496,2017-04-21,0
B00024,-16.75763,26.97496,2017-04-22,0
B00024,-16.75763,26.97496,2017-04-23,0
B00024,-16.75763,26.97496,2017-04-24,0
B00024,-16.75763,26.97496,2017-04-25,0
B00024,-16.75763,26.97496,2017-04-26,0
B00024,-16.75763,26.97496,2017-04-27,0
B00024,-16.75763,26.97496,2017-04-28,0
B00024,-16.75763,26.97496,2017-04-29,0
B00024,-16.75763,26.97496,2017-04-30,0
B00024,-16.75763,26.97496,2017-05-01,0
B00027,-16.54855,26.95225,2016-10-12,0.254
B00027,-16.54855,26.95225,2016-10-13,4.826
B00027,-16.54855,26.95225,2016-10-14,0
B00027,-16.54855,26.95225,2016-10-15,0
B00027,-16.54855,26.95225,2016-10-16,0
B00027,-16.54855,26.95225,2016-10-17,1.778
B00027,-16.54855,26.95225,2016-10-18,2.794
B00027,-16.54855,26.95225,2016-10-19,0
B00027,-16.54855,26.95225,2016-10-20,0
B00027,-16.54855,26.95225,2016-10-21,0
B00027,-16.54855,26.95225,2016-10-22,0
B00027,-16.54855,26.95225,2016-10-23,0
B00027,-16.54855,26.95225,2016-10-24,0
B00027,-16.54855,26.95225,2016-10-25,0
B00027,-16.54855,26.95225,2016-10-26,4.064
B00027,-16.54855,26.95225,2016-10-27,0
B00027,-16.54855,26.95225,2016-10-28,0
B00027,-16.54855,26.95225,2016-10-29,0
B00027,-16.54855,26.95225,2016-10-30,0
B00027,-16.54855,26.95225,2016-10-31,0
B00027,-16.54855,26.95225,2016-11-01,0
B00027,-16.54855,26.95225,2016-11-02,0
B00027,-16.54855,26.95225,2016-11-03,0.254
B00027,-16.54855,26.95225,2016-11-04,0
B00027,-16.54855,26.95225,2016-11-05,0
B00027,-16.54855,26.95225,2016-11-06,0
B00027,-16.54855,26.95225,2016-11-07,0
B00027,-16.54855,26.95225,2016-11-08,0
B00027,-16.54855,26.95225,2016-11-09,0
B00027,-16.54855,26.95225,2016-11-10,0
B00027,-16.54855,26.95225,2016-11-11,0
B00027,-16.54855,26.95225,2016-11-12,1.778
B00027,-16.54855,26.95225,2016-11-13,0
B00027,-16.54855,26.95225,2016-11-14,0.762
B00027,-16.54855,26.95225,2016-11-15,0
B00027,-16.54855,26.95225,2016-11-16,0
B00027,-16.54855,26.95225,2016-11-17,0
B00027,-16.54855,26.95225,2016-11-18,0.508
B00027,-16.54855,26.95225,2016-11-19,2.794
B00027,-16.54855,26.95225,2016-11-20,0
B00027,-16.54855,26.95225,2016-11-21,2.794
B00027,-16.54855,26.95225,2016-11-22,0
B00027,-16.54855,26.95225,2016-11-23,7.112
B00027,-16.54855,26.95225,2016-11-24,0
B00027,-16.54855,26.95225,2016-11-25,7.112
B00027,-16.54855,26.95225,2016-11-26,72.39
B00027,-16.54855,26.95225,2016-11-27,0
B00027,-16.54855,26.95225,2016-11-28,0.254
B00027,-16.54855,26.95225,2016-11-29,0
B00027,-16.54855,26.95225,2016-11-30,0
B00027,-16.54855,26.95225,2016-12-01,0
B00027,-16.54855,26.95225,2016-12-02,0
B00027,-16.54855,26.95225,2016-12-03,0
B00027,-16.54855,26.95225,2016-12-04,9.144
B00027,-16.54855,26.95225,2016-12-05,0
B00027,-16.54855,26.95225,2016-12-06,0
B00027,-16.54855,26.95225,2016-12-07,0
B00027,-16.54855,26.95225,2016-12-08,0
B00027,-16.54855,26.95225,2016-12-09,2.032
B00027,-16.54855,26.95225,2016-12-10,0
B00027,-16.54855,26.95225,2016-12-11,80.01
B00027,-16.54855,26.95225,2016-12-12,66.294
B00027,-16.54855,26.95225,2016-12-13,0.254
B00027,-16.54855,26.95225,2016-12-14,14.478
B00027,-16.54855,26.95225,2016-12-15,0
B00027,-16.54855,26.95225,2016-12-16,0.254
B00027,-16.54855,26.95225,2016-12-17,56.134
B00027,-16.54855,26.95225,2016-12-18,69.088
B00027,-16.54855,26.95225,2016-12-19,5.842
B00027,-16.54855,26.95225,2016-12-20,20.066
B00027,-16.54855,26.95225,2016-12-21,0
B00027,-16.54855,26.95225,2016-12-22,0
B00027,-16.54855,26.95225,2016-12-23,0.254
B00027,-16.54855,26.95225,2016-12-24,10.414
B00027,-16.54855,26.95225,2016-12-25,14.732
B00027,-16.54855,26.95225,2016-12-26,2.54
B00027,-16.54855,26.95225,2016-12-27,0.508
B00027,-16.54855,26.95225,2016-12-28,0
B00027,-16.54855,26.95225,2016-12-29,0
B00027,-16.54855,26.95225,2016-12-30,2.032
B00027,-16.54855,26.95225,2016-12-31,1.778
B00027,-16.54855,26.95225,2017-01-01,41.402
B00027,-16.54855,26.95225,2017-01-02,9.906
B00027,-16.54855,26.95225,2017-01-03,7.874
B00027,-16.54855,26.95225,2017-01-04,1.524
B00027,-16.54855,26.95225,2017-01-05,4.572
B00027,-16.54855,26.95225,2017-01-06,1.016
B00027,-16.54855,26.95225,2017-01-07,0
B00027,-16.54855,26.95225,2017-01-08,0
B00027,-16.54855,26.95225,2017-01-09,2.54
B00027,-16.54855,26.95225,2017-01-10,0.254
B00027,-16.54855,26.95225,2017-01-11,1.27
B00027,-16.54855,26.95225,2017-01-12,11.176
B00027,-16.54855,26.95225,2017-01-13,15.24
B00027,-16.54855,26.95225,2017-01-14,0.762
B00027,-16.54855,26.95225,2017-01-15,0.762
B00027,-16.54855,26.95225,2017-01-16,33.782
B00027,-16.54855,26.95225,2017-01-17,23.114
B00027,-16.54855,26.95225,2017-01-18,7.112
B00027,-16.54855,26.95225,2017-01-19,4.064
B00027,-16.54855,26.95225,2017-01-20,8.636
B00027,-16.54855,26.95225,2017-01-21,77.724
B00027,-16.54855,26.95225,2017-01-22,22.606
B00027,-16.54855,26.95225,2017-01-23,5.08
B00027,-16.54855,26.95225,2017-01-24,9.652
B00027,-16.54855,26.95225,2017-01-25,0.254
B00027,-16.54855,26.95225,2017-01-26,0.508
B00027,-16.54855,26.95225,2017-01-27,7.112
B00027,-16.54855,26.95225,2017-01-28,2.794
B00027,-16.54855,26.95225,2017-01-29,47.752
B00027,-16.54855,26.95225,2017-01-30,0
B00027,-16.54855,26.95225,2017-01-31,12.954
B00027,-16.54855,26.95225,2017-02-01,2.54
B00027,-16.54855,26.95225,2017-02-02,0.254
B00027,-16.54855,26.95225,2017-02-03,0
B00027,-16.54855,26.95225,2017-02-04,5.08
B00027,-16.54855,26.95225,2017-02-05,0.254
B00027,-16.54855,26.95225,2017-02-06,75.946
B00027,-16.54855,26.95225,2017-02-07,2.286
B00027,-16.54855,26.95225,2017-02-08,0.254
B00027,-16.54855,26.95225,2017-02-09,0
B00027,-16.54855,26.95225,2017-02-10,20.32
B00027,-16.54855,26.95225,2017-02-11,0.508
B00027,-16.54855,26.95225,2017-02-12,0.254
B00027,-16.54855,26.95225,2017-02-13,0.762
B00027,-16.54855,26.95225,2017-02-14,0
B00027,-16.54855,26.95225,2017-02-15,0.762
B00027,-16.54855,26.95225,2017-02-16,23.876
B00027,-16.54855,26.95225,2017-02-17,0
B00027,-16.54855,26.95225,2017-02-18,10.922
B00027,-16.54855,26.95225,2017-02-19,0.254
B00027,-16.54855,26.95225,2017-02-20,5.588
B00027,-16.54855,26.95225,2017-02-21,33.274
B00027,-16.54855,26.95225,2017-02-22,0.254
B00027,-16.54855,26.95225,2017-02-23,1.016
B00027,-16.54855,26.95225,2017-02-24,0.254
B00027,-16.54855,26.95225,2017-02-25,0.254
B00027,-16.54855,26.95225,2017-02-26,10.668
B00027,-16.54855,26.95225,2017-02-27,4.572
B00027,-16.54855,26.95225,2017-02-28,4.064
B00027,-16.54855,26.95225,2017-03-01,6.35
B00027,-16.54855,26.95225,2017-03-02,16.256
B00027,-16.54855,26.95225,2017-03-03,2.286
B00027,-16.54855,26.95225,2017-03-04,2.032
B00027,-16.54855,26.95225,2017-03-05,0
B00027,-16.54855,26.95225,2017-03-06,43.942
B00027,-16.54855,26.95225,2017-03-07,6.096
B00027,-16.54855,26.95225,2017-03-08,0.254
B00027,-16.54855,26.95225,2017-03-09,31.496
B00027,-16.54855,26.95225,2017-03-10,1.27
B00027,-16.54855,26.95225,2017-03-11,1.016
B00027,-16.54855,26.95225,2017-03-12,0
B00027,-16.54855,26.95225,2017-03-13,0
B00027,-16.54855,26.95225,2017-03-14,0
B00027,-16.54855,26.95225,2017-03-15,0
B00027,-16.54855,26.95225,2017-03-16,0
B00027,-16.54855,26.95225,2017-03-17,0
B00027,-16.54855,26.95225,2017-03-18,0
B00027,-16.54855,26.95225,2017-03-19,0
B00027,-16.54855,26.95225,2017-03-20,5.334
B00027,-16.54855,26.95225,2017-03-21,0
B00027,-16.54855,26.95225,2017-03-22,4.064
B00027,-16.54855,26.95225,2017-03-23,2.032
B00027,-16.54855,26.95225,2017-03-24,16.256
B00027,-16.54855,26.95225,2017-03-25,0
B00027,-16.54855,26.95225,2017-03-26,0
B00027,-16.54855,26.95225,2017-03-27,0
B00027,-16.54855,26.95225,2017-03-28,0
B00027,-16.54855,26.95225,2017-03-29,0
B00027,-16.54855,26.95225,2017-03-30,0
B00027,-16.54855,26.95225,2017-03-31,0
B00027,-16.54855,26.95225,2017-04-01,0
B00027,-16.54855,26.95225,2017-04-02,0
B00027,-16.54855,26.95225,2017-04-03,6.35
B00027,-16.54855,26.95225,2017-04-04,0
B00027,-16.54855,26.95225,2017-04-05,0
B00027,-16.54855,26.95225,2017-04-06,0
B00027,-16.54855,26.95225,2017-04-07,0
B00027,-16.54855,26.95225,2017-04-08,0
B00027,-16.54855,26.95225,2017-04-09,0
B00027,-16.54855,26.95225,2017-04-10,0
B00027,-16.54855,26.95225,2017-04-11,0
B00027,-16.54855,26.95225,2017-04-12,0
B00027,-16.54855,26.95225,2017-04-13,0
B00027,-16.54855,26.95225,2017-04-14,0
B00027,-16.54855,26.95225,2017-04-15,0
B00027,-16.54855,26.95225,2017-04-16,0
B00027,-16.54855,26.95225,2017-04-17,0
B00027,-16.54855,26.95225,2017-04-18,0
B00027,-16.54855,26.95225,2017-04-19,0
B00027,-16.54855,26.95225,2017-04-20,0
B00027,-16.54855,26.95225,2017-04-21,0
B00027,-16.54855,26.95225,2017-04-22,0
B00027,-16.54855,26.95225,2017-04-23,0
B00027,-16.54855,26.95225,2017-04-24,0
B00027,-16.54855,26.95225,2017-04-25,0
B00027,-16.54855,26.95225,2017-04-26,0
B00027,-16.54855,26.95225,2017-04-27,0
B00027,-16.54855,26.95225,2017-04-28,0
B00027,-16.54855,26.95225,2017-04-29,0
B00027,-16.54855,26.95225,2017-04-30,0
B00027,-16.54855,26.95225,2017-05-01,0
B00030,-16.84847,26.90252,2016-10-12,0
B00030,-16.84847,26.90252,2016-10-13,0
B00030,-16.84847,26.90252,2016-10-14,0
B00030,-16.84847,26.90252,2016-10-15,6.604
B00030,-16.84847,26.90252,2016-10-16,12.192
B00030,-16.84847,26.90252,2016-10-17,9.652
B00030,-16.84847,26.90252,2016-10-18,0
B00030,-16.84847,26.90252,2016-10-19,0
B00030,-16.84847,26.90252,2016-10-20,0
B00030,-16.84847,26.90252,2016-10-21,0
B00030,-16.84847,26.90252,2016-10-22,0
B00030,-16.84847,26.90252,2016-10-23,0
B00030,-16.84847,26.90252,2016-10-24,0
B00030,-16.84847,26.90252,2016-10-25,0
B00030,-16.84847,26.90252,2016-10-26,0
B00030,-16.84847,26.90252,2016-10-27,0
B00030,-16.84847,26.90252,2016-10-28,0
B00030,-16.84847,26.90252,2016-10-29,0
B00030,-16.84847,26.90252,2016-10-30,0
B00030,-16.84847,26.90252,2016-10-31,0
B00030,-16.84847,26.90252,2016-11-01,0
B00030,-16.84847,26.90252,2016-11-02,0
B00030,-16.84847,26.90252,2016-11-03,0
B00030,-16.84847,26.90252,2016-11-04,0
B00030,-16.84847,26.90252,2016-11-05,0
B00030,-16.84847,26.90252,2016-11-06,0
B00030,-16.84847,26.90252,2016-11-07,0
B00030,-16.84847,26.90252,2016-11-08,0
B00030,-16.84847,26.90252,2016-11-09,0
B00030,-16.84847,26.90252,2016-11-10,0
B00030,-16.84847,26.90252,2016-11-11,0
B00030,-16.84847,26.90252,2016-11-12,10.922
B00030,-16.84847,26.90252,2016-11-13,0
B00030,-16.84847,26.90252,2016-11-14,0
B00030,-16.84847,26.90252,2016-11-15,0
B00030,-16.84847,26.90252,2016-11-16,0
B00030,-16.84847,26.90252,2016-11-17,0
B00030,-16.84847,26.90252,2016-11-18,0
B00030,-16.84847,26.90252,2016-11-19,0
B00030,-16.84847,26.90252,2016-11-20,0
B00030,-16.84847,26.90252,2016-11-21,11.43
B00030,-16.84847,26.90252,2016-11-22,0
B00030,-16.84847,26.90252,2016-11-23,19.812
B00030,-16.84847,26.90252,2016-11-24,7.874
B00030,-16.84847,26.90252,2016-11-25,14.986
B00030,-16.84847,26.90252,2016-11-26,16.764
B00030,-16.84847,26.90252,2016-11-27,0.508
B00030,-16.84847,26.90252,2016-11-28,12.446
B00030,-16.84847,26.90252,2016-11-29,0
B00030,-16.84847,26.90252,2016-11-30,0
B00030,-16.84847,26.90252,2016-12-01,0
B00030,-16.84847,26.90252,2016-12-02,0
B00030,-16.84847,26.90252,2016-12-03,0
B00030,-16.84847,26.90252,2016-12-04,3.81
B00030,-16.84847,26.90252,2016-12-05,0
B00030,-16.84847,26.90252,2016-12-06,0
B00030,-16.84847,26.90252,2016-12-07,0
B00030,-16.84847,26.90252,2016-12-08,0
B00030,-16.84847,26.90252,2016-12-09,0
B00030,-16.84847,26.90252,2016-12-10,0
B00030,-16.84847,26.90252,2016-12-11,50.038
B00030,-16.84847,26.90252,2016-12-12,45.212
B00030,-16.84847,26.90252,2016-12-13,0
B00030,-16.84847,26.90252,2016-12-14,6.858
B00030,-16.84847,26.90252,2016-12-15,0
B00030,-16.84847,26.90252,2016-12-16,0
B00030,-16.84847,26.90252,2016-12-17,30.734
B00030,-16.84847,26.90252,2016-12-18,0.254
B00030,-16.84847,26.90252,2016-12-19,3.302
B00030,-16.84847,26.90252,2016-12-20,0.254
B00030,-16.84847,26.90252,2016-12-21,5.842
B00030,-16.84847,26.90252,2016-12-22,0
B00030,-16.84847,26.90252,2016-12-23,12.192
B00030,-16.84847,26.90252,2016-12-24,0
B00030,-16.84847,26.90252,2016-12-25,19.558
B00030,-16.84847,26.90252,2016-12-26,1.016
B00030,-16.84847,26.90252,2016-12-27,0
B00030,-16.84847,26.90252,2016-12-28,0
B00030,-16.84847,26.90252,2016-12-29,0.254
B00030,-16.84847,26.90252,2016-12-30,22.352
B00030,-16.84847,26.90252,2016-12-31,3.556
B00030,-16.84847,26.90252,2017-01-01,1.778
B00030,-16.84847,26.90252,2017-01-02,17.78
B00030,-16.84847,26.90252,2017-01-03,10.668
B00030,-16.84847,26.90252,2017-01-04,12.7
B00030,-16.84847,26.90252,2017-01-05,3.81
B00030,-16.84847,26.90252,2017-01-06,0
B00030,-16.84847,26.90252,2017-01-07,1.524
B00030,-16.84847,26.90252,2017-01-08,0.254
B00030,-16.84847,26.90252,2017-01-09,8.128
B00030,-16.84847,26.90252,2017-01-10,2.286
B00030,-16.84847,26.90252,2017-01-11,12.192
B00030,-16.84847,26.90252,2017-01-12,9.906
B00030,-16.84847,26.90252,2017-01-13,11.176
B00030,-16.84847,26.90252,2017-01-14,5.588
B00030,-16.84847,26.90252,2017-01-15,0.254
B00030,-16.84847,26.90252,2017-01-16,1.016
B00030,-16.84847,26.90252,2017-01-17,27.432
B00030,-16.84847,26.90252,2017-01-18,3.048
B00030,-16.84847,26.90252,2017-01-19,20.066
B00030,-16.84847,26.90252,2017-01-20,28.956
B00030,-16.84847,26.90252,2017-01-21,43.18
B00030,-16.84847,26.90252,2017-01-22,3.556
B00030,-16.84847,26.90252,2017-01-23,2.032
B00030,-16.84847,26.90252,2017-01-24,11.43
B00030,-16.84847,26.90252,2017-01-25,0.254
B00030,-16.84847,26.90252,2017-01-26,13.462
B00030,-16.84847,26.90252,2017-01-27,4.318
