names,year,lat,lon,seed,plot,harv,pd1,pd2,pd3,pd4,pd5
20206053,16,-13.46,28.68,35,2,6200,2015-12-01,2015-12-06,2015-12-24,2015-12-24,
20206053,17,-13.46,28.68,10,9.5,38,2016-12-12,,,,
20206054,16,-13.51,28.64,10,1,1500,2015-12-13,,,,
20206054,17,-13.51,28.64,30,1.5,0,2016-11-14,,,,
20206055,16,-13.55,28.67,50,2,0,2015-11-24,,,,
20206055,17,-13.55,28.67,60,3,4000,2016-11-24,2016-12-01,,,
20206056,16,-13.54,28.64,80,3.5,5000,2015-12-06,,,,
20206056,17,-13.54,28.64,40,2,1500,2016-12-01,,,,
20206057,16,-13.48,28.68,40,2,300,2015-11-15,,,,
20206057,17,-13.48,28.68,5,0.25,200,2017-01-04,,,,
20206058,16,-18.68,28.66,20,1,250,2015-11-15,,,,
20206058,17,-18.68,28.66,20,0.5,500,2016-10-26,,,,
20206059,16,-13.67,28.67,20,1,150,2015-11-02,,,,
20206059,17,-13.67,28.67,20,1.25,600,2016-10-26,,,,
20206060,16,-13.67,28.66,10,0.75,100,2015-11-15,,,,
20206060,17,-13.67,28.66,20,1.25,2500,2016-12-01,2016-12-23,,,
20206061,16,-13.68,28.67,20,1,350,2015-10-26,,,,
20206061,17,-13.68,28.67,20,1,450,2016-11-02,,,,
20206062,16,-13.69,28.66,15,0.25,150,2015-10-26,,,,
20206062,17,-13.69,28.66,5,0.25,180,2016-12-05,,,,
20206063,16,-13.68,28.67,25,1.25,600,2015-12-06,,,,
20206063,17,-13.68,28.67,70,1.5,2000,2016-11-24,,,,
20206064,16,-13.68,28.66,10,0.5,750,2015-12-06,,,,
20206064,17,-13.68,28.66,10,0.5,350,2016-10-26,,,,
20206065,16,-13.68,28.67,20,1,1000,2015-10-26,,,,
20206065,17,-13.68,28.67,15,0.5,550,2016-10-26,,,,
20206066,16,-14.7,28.65,210,10.5,10750,2015-10-26,2015-11-15,2015-12-06,2015-11-02,
20206066,17,-14.7,28.65,200,14,35000,2016-10-26,2016-11-24,,,
20206067,16,-13.69,28.66,10,1,250,2015-12-01,2016-01-04,,,
20206067,17,-13.69,28.66,15,0.75,1050,2016-11-24,2016-12-01,,,
20206068,16,-13.68,28.67,20,1,0,2015-10-26,,,,
20206069,16,-13.68,28.67,5,0.5,0,2015-11-24,,,,
20206070,16,-13.67,28.66,2.5,0.25,300,2015-12-01,,,,
20206070,17,-13.67,28.66,10,0.75,250,2016-12-01,,,,
20206071,16,-13.68,28.67,20,1,0,2015-11-15,,,,
20206071,17,-13.68,28.67,40,2,3750,2016-11-02,,,,
20206072,16,-13.68,28.66,20,1,200,2015-11-08,,,,
20206072,17,-13.68,28.66,80,4,800,2016-11-07,,,,
20206073,16,-13.69,28.66,30,1.5,0,2015-12-24,2015-10-26,,,
20206073,17,-13.69,28.66,10.75,1.5,9000,2016-12-01,2016-12-23,,,
20206074,16,-13.69,28.66,30,2,0,2015-11-02,2015-11-24,,,
20206074,17,-13.69,28.66,20,1,700,2016-11-07,2016-12-01,,,
20206075,16,-13.7,28.65,30,1.5,1500,2015-12-13,,,,
20206075,17,-13.7,28.65,10,0.5,500,2016-12-12,,,,
20206076,16,-13.67,28.66,10,1,500,2015-11-08,,,,
20206076,17,-13.67,28.66,20,1,750,2016-12-05,,,,
20206077,16,-13.68,28.67,40,1.9,2000,2015-11-15,2015-11-24,2015-12-01,,
20206077,17,-13.68,28.67,60,3,3500,2016-11-24,,,,
20206078,16,-13.68,28.67,20,1,0,2015-10-26,,,,
20206078,17,-13.68,28.67,20,1,200,2016-11-14,,,,
30103001,16,-11.96,33.17,30,1.5,2800,2015-11-24,2015-12-01,,,
30103001,17,-11.96,33.17,25,2.25,4250,2016-11-14,2016-12-01,,,
30103002,16,-11.95,33.16,20,1,800,2016-01-11,2016-01-11,,,
30103003,16,-11.95,33.16,35,2.5,13000,2015-12-13,2015-12-13,,,
30103003,17,-11.95,33.16,110,6.25,17000,2016-11-14,2016-11-14,2016-12-23,2016-11-24,
30103004,16,-11.98,33.2,30,3,2800,2015-11-24,2015-12-01,,,
30103005,16,-11.98,33.2,10,0.4,375,2016-01-04,2016-01-11,,,
30103005,17,-11.98,33.2,20,1,100,2016-11-14,,,,
30103006,16,-11.95,33.16,15,0.75,750,2015-12-01,,,,
30103006,17,-11.95,33.16,20,1,150,2016-12-23,,,,
30103007,16,-11.98,33.2,15,0.65,150,2016-01-04,,,,
30103007,17,-11.98,33.2,15,0.75,1750,2016-12-01,2017-01-04,,,
30103008,16,-11.98,32.2,40,2,4200,2015-12-06,2015-12-06,2015-12-06,,
30103008,17,-11.98,32.2,130,6.5,0,2016-12-01,2016-12-05,2016-12-12,2016-12-12,2016-12-12
30103009,16,-11.95,33.16,10,0.4,500,2015-11-24,,,,
30103009,17,-11.95,33.16,15,1,0,2016-12-01,,,,
30103010,16,-11.98,33.31,12,0.65,450,2015-12-13,,,,
30103010,17,-11.98,33.31,15,0.75,0,2016-12-23,2017-01-04,,,
30103011,16,-11.95,33.16,5,0.25,250,2015-12-01,,,,
30103012,16,-11.95,33.16,10,0.5,50,2015-12-24,,,,
30103012,17,-11.95,33.16,25,1,250,2017-01-04,,,,
30103013,16,-11.58,33.12,10,0.4,900,2015-12-13,,,,
30103013,17,-11.58,33.12,50,2.5,0,2016-11-07,2017-01-04,,,
30103014,16,-11.95,33.16,5,0.25,100,2015-12-01,,,,
30103014,17,-11.95,33.16,20,1,0,2016-11-14,2017-01-04,,,
30103015,16,-11.98,33.2,20,2,1000,2015-12-01,2015-11-08,,,
30103015,17,-11.98,33.2,30,2,50,2016-11-14,2016-12-01,,,
30103016,16,-11.95,33.16,15,0.75,1000,2016-01-04,2016-01-11,,,
30103016,17,-11.95,33.16,15,0.75,3300,2016-12-12,2017-01-11,,,
30103017,16,-11.58,33.12,10,0.8,300,2015-12-01,,,,
30103017,17,-11.58,33.12,10,0.5,0,2016-11-07,,,,
30103018,16,-11.95,33.16,10,0.4,1050,2015-12-01,,,,
30103018,17,-11.95,33.16,30,1.25,250,2016-11-24,2016-11-24,,,
30103019,16,-11.58,33.12,30,1.4,1350,2015-12-01,2015-12-01,,,
30103019,17,-11.58,33.12,60,3,2100,2016-11-24,2016-12-23,,,
30103020,16,-11.95,33.16,15,0.55,750,2015-10-26,2015-11-02,,,
30103020,17,-11.95,33.16,15,0.75,2000,2016-11-24,2016-11-24,,,
30103021,16,-11.98,33.2,40,3,1000,2015-12-01,2015-12-01,,,
30103021,17,-11.98,33.2,30,1.5,150,2016-12-05,2016-12-05,,,
30107001,16,-14.02,31.47,20,0.4,400,2015-12-06,,,,
30107001,17,-14.02,31.47,20,3.5,1050,2016-11-07,2016-12-23,,,
30107002,16,-11.96,33.17,30,1.2,1775,2015-11-24,2015-12-01,2015-12-24,,
30107002,17,-11.96,33.17,20,1.19999998807907,2700,2017-01-04,2017-01-04,,,
30107003,16,-12.69,32.88,120,6,0,2015-12-06,2015-12-13,,,
30107003,17,-12.69,32.88,100,5.5,5500,2016-12-01,2016-12-01,2016-12-05,2016-12-12,
30107004,16,-12.69,32.88,10,0.4,300,2016-01-11,,,,
30107004,17,-12.69,32.88,20,1,0,2016-12-01,,,,
30107005,16,-12.68,32.84,2,0.4,1250,2015-12-01,,,,
30107005,17,-12.68,32.84,10,0.5,200,2016-12-05,,,,
30107006,16,-12.68,32.84,30,1.4,100,2015-12-06,2015-12-24,,,
30107006,17,-12.68,32.84,40,2,200,2016-12-01,2016-12-05,2017-01-04,2017-01-04,
30107007,16,-12.69,32.88,20,0.8,4200,2015-12-06,2015-12-01,,,
30107007,17,-12.69,32.88,25,2.25,3000,2016-11-24,2016-12-05,2016-12-12,,
30107008,16,-12.69,32.88,30,1.25,3500,2015-12-24,2016-01-04,,,
30107008,17,-12.69,32.88,75,3.75,7500,2016-12-01,2016-12-05,2016-12-12,,
30107009,16,-12.72,32.84,30,2.25,0,2015-12-01,2015-12-06,2015-11-02,,
30107009,17,-12.72,32.84,30,1.5,150,2016-12-12,2016-11-07,,,
30107010,16,-12.68,33.84,20,0.8,2000,2015-12-24,,,,
30107011,16,-12.69,32.88,32,1.6,300,2015-11-02,2015-12-24,,,
30107011,17,-12.69,32.88,20,1,750,2016-12-01,,,,
30107012,16,-12.68,32.84,10,0.8,250,2015-12-24,,,,
30107013,16,-12.68,33.84,10,0.4,1500,2015-11-02,,,,
30107014,16,-12.69,32.88,30,1.2,7200,2015-12-13,2015-12-24,2015-12-13,,
30107014,17,-12.69,32.88,90,4.5,0,2016-12-01,2016-12-01,,,
30107015,16,-12.72,32.84,55,4,0,2015-11-02,2015-12-06,,,
30107015,17,-12.72,32.84,40,3.25,150,2016-11-07,,,,
30107016,16,-12.68,33.84,10,0.4,250,2015-12-01,,,,
30107016,17,-12.68,33.84,10,0.5,1750,2016-12-23,,,,
30107017,16,-12.68,32.84,10,2,0,2015-12-01,,,,
30107017,17,-12.68,32.84,10,1.25,1600,2016-12-01,,,,
30107018,16,-12.69,32.88,5,0.2,350,2015-12-13,,,,
30107018,17,-12.69,32.88,10,0.5,0,2016-12-23,,,,
30107019,16,-12.68,32.84,10,0.4,100,2015-12-01,,,,
30107019,17,-12.68,32.84,22,1.75,20,2016-11-24,2016-12-01,,,
30107020,16,-12.68,32.84,40,1.6,300,2015-12-01,,,,
30107020,17,-12.68,32.84,100,5,500,2016-12-01,2016-12-05,,,
30107021,16,-12.69,32.88,20,0.8,900,2015-12-24,2016-01-18,,,
30107021,17,-12.69,32.88,10,0.5,1200,2017-01-04,2017-01-18,,,
30107022,16,-12.72,32.85,30,1.98,0,2015-12-01,2015-12-06,2015-12-06,,
30107023,16,-12.68,32.84,30,0.8,1500,2015-12-24,2015-11-24,,,
30107023,17,-12.68,32.84,20,1,70,2016-12-01,,,,
30107024,16,-12.71,32.86,10,0.49,700,2015-11-24,,,,
30107024,17,-12.71,32.86,20,1,100,2016-12-01,,,,
30127001,16,-12.41,33.33,45,1,0,2015-12-01,2015-11-24,,,
30127001,17,-12.41,33.33,20,1,0,2016-12-12,,,,
30127002,16,-12.4,33.33,40,2,1020,2015-12-01,2015-12-01,,,
30127002,17,-12.4,33.33,160,1.69999998807907,5500,2016-11-07,2016-11-02,,,
30127003,16,-12.4,33.33,20,2,300,2015-11-24,,,,
30127003,17,-12.4,33.33,20,2,1350,2016-12-01,,,,
30127004,16,-12.41,33.32,3,0.25,250,2015-11-15,,,,
30127004,17,-12.41,33.32,25,0.5,1000,2016-12-01,,,,
30127005,16,-12.41,33.33,15,0.74,0,2015-12-01,2015-12-01,,,
30127005,17,-12.41,33.33,25,1.25,100,2016-12-05,2016-11-14,,,
30127006,16,-12.4,33.33,15,0.9,1000,2016-01-04,,,,
30127006,17,-12.4,33.33,30,2,7000,2017-01-04,,,,
30127007,16,-12.41,33.32,20,1,500,2015-11-24,,,,
30127007,17,-12.41,33.32,20,2,450,2017-01-04,,,,
30127008,16,-12.4,33.33,20,0.8,500,2015-12-24,,,,
30127008,17,-12.4,33.33,20,1,1350,2016-12-23,2016-12-05,,,
30127009,16,-12.4,33.33,35,3.5,750,2015-12-06,2015-12-24,,,
30127009,17,-12.4,33.33,20,1,2500,2016-12-12,,,,
30127010,16,-12.41,33.33,20,0.5,0,2015-11-08,,,,
30127010,17,-12.41,33.33,45,2.25,4500,2016-12-12,2016-12-23,2016-12-12,2016-12-12,
30127011,16,-12.42,33.33,10,0.4,800,2015-12-13,,,,
30127011,17,-12.42,33.33,25,1.25,1200,2016-12-12,,,,
30127012,16,-12.42,33.33,15,0.74,1400,2015-12-13,2015-12-01,,,
30127012,17,-12.42,33.33,25,1.25,0,2016-12-01,2017-01-04,2017-01-04,,
30127013,16,-12.42,33.33,30,1.5,1625,2015-12-01,2015-12-24,,,
30127014,16,-12.42,33.33,10,0.5,550,2015-12-01,2015-12-13,,,
30127014,17,-12.42,33.33,10,0.5,1275,2016-12-01,,,,
30127015,16,-12.42,33.33,22,0.9,1600,2016-01-04,2016-01-04,2016-01-04,,
30127015,17,-12.42,33.33,30,1.5,50,2017-01-11,,,,
30127016,16,-12.42,33.33,10,0.4,0,2015-12-06,,,,
30127016,17,-12.42,33.33,25,1.25,2900,2016-12-23,2017-01-04,,,
30127017,16,-12.42,33.34,15,1,1800,2015-12-01,2015-12-24,,,
30127017,17,-12.42,33.34,35,1.75,150,2016-12-01,2016-12-01,2016-12-01,2017-01-11,
30127018,16,-12.42,33.32,20,2,500,2016-01-04,,,,
30133001,16,-12.17,33.04,10,0.4,1150,2015-12-13,,,,
30133001,17,-12.17,33.04,20,1,0,2016-11-07,2016-12-01,,,
30133002,16,-12.15,33.03,15,0.4,1800,2015-11-08,,,,
30133002,17,-12.15,33.03,30,1.5,6250,2016-12-01,2016-12-05,,,
30133003,16,-12.17,33.04,25,1,1150,2015-12-13,2015-12-01,2015-12-01,2015-12-01,
30133003,17,-12.17,33.04,30,1.5,0,2016-12-23,2016-12-23,2016-12-23,,
30133004,16,-12.15,33.03,60,3,0,2015-12-01,,,,
30133004,17,-12.15,33.03,40,2,0,2016-12-05,,,,
30133005,16,-12.17,33.04,5,0.25,450,2015-10-26,,,,
30133005,17,-12.17,33.04,10,0.5,0,2016-10-26,,,,
30133006,16,-12.15,33.03,20,0.8,3000,2015-11-24,,,,
30133006,17,-12.15,33.03,30,2,2000,2016-12-12,,,,
30133007,16,-12.15,33.04,20,1,22.5,2015-11-24,,,,
30133008,16,-12.17,33.04,40,3,0,2015-11-24,2015-12-06,,,
30133008,17,-12.17,33.04,40,2,150,2016-11-24,2016-12-01,2016-12-23,,
30133009,16,-12.15,33.03,10,0.7,0,2015-12-24,,,,
30133009,17,-12.15,33.03,20,1,500,2016-12-12,,,,
30133010,16,-12.15,33.03,15,0.4,2400,2015-12-01,,,,
30133010,17,-12.15,33.03,5,0.5,1500,2017-01-04,,,,
30133011,16,-12.17,33.04,20,1,4750,2015-12-01,,,,
30133011,17,-12.17,33.04,5,0.25,0,2016-11-07,,,,
30133012,16,-12.15,33.03,15,0.4,1500,2015-12-01,,,,
30133012,17,-12.15,33.03,10,5,1000,2016-12-05,,,,
30133013,16,-12.15,33.03,20,1,1600,2016-01-04,,,,
30133013,17,-12.15,33.03,20,1,0,2016-12-01,,,,
30133014,16,-12.17,33.04,10,0.6,300,2015-12-24,,,,
30133014,17,-12.17,33.04,20,1,150,2016-12-01,,,,
30133015,16,-12.17,33.04,10,0.4,600,2015-11-24,,,,
30133015,17,-12.17,33.04,15,0.75,100,2016-11-02,,,,
30133016,16,-12.15,33.04,35,1.75,1050,2015-12-01,2015-12-13,,,
30133017,16,-12.17,33.04,30,1.4,9,2015-12-01,,,,
30133017,17,-12.17,33.04,10,0.5,0,2016-12-01,,,,
30133018,16,-12.16,33.03,5,0.25,1000,2015-12-01,,,,
30133019,16,-12.15,33.03,40,2.5,0,2015-12-24,2016-01-04,,,
30133020,16,-12.17,33.04,10,0.4,250,2015-12-13,,,,
30133021,16,-12.16,33.03,30,1,500,2015-12-06,,,,
30133021,17,-12.16,33.03,40,4,9000,2016-10-26,2016-12-01,,,
30207001,16,-14.01,31.46,20,0.8,0,2015-10-26,,,,
30207001,17,-14.01,31.46,20,1.20000004768372,1300,2016-11-14,,,,
30207002,16,-14.01,31.47,65,2,800,2015-11-24,2015-11-24,,,
30207002,17,-14.01,31.47,40,1,300,2016-11-07,,,,
30207003,16,-14,31.46,10,0.8,750,2015-11-24,,,,
30207004,16,-14.02,31.47,50,2.5,7200,2015-12-24,,,,
30207004,17,-14.02,31.47,100,4.00000008940697,12609,2016-11-02,2016-11-02,2016-11-07,2016-11-07,
30207005,16,-13.97,31.44,50,1.75,1200,2015-12-06,,,,
30207005,17,-13.97,31.44,30,1.5,2800,2016-10-26,2016-10-26,,,
30207006,16,-14.03,31.48,50,2.5,7250,2015-12-01,2015-12-01,2015-12-06,,
30207006,17,-14.03,31.48,50,2.5,6000,2016-10-26,2016-12-01,2016-12-01,,
30207007,16,-14.03,31.48,45,5,4250,2015-11-02,2015-12-01,,,
30207007,17,-14.03,31.48,35,1.75,3800,2016-11-07,2016-11-24,2016-11-14,,
30207008,16,-13.97,31.45,20,1,2400,2015-11-08,,,,
30207008,17,-13.97,31.45,45,2.25,1000,2016-11-02,,,,
30207009,16,-14.03,31.48,10,0.4,650,2015-11-15,,,,
30207010,16,-14.01,31.46,20,0.75,1100,2015-12-06,,,,
30207010,17,-14.01,31.46,30,1.5,750,2016-11-02,,,,
30207011,16,-14.02,31.47,40,2,600,2015-12-01,,,,
30207012,16,-14.01,31.46,20,0.25,2500,2015-11-24,2015-12-01,,,
30207012,17,-14.01,31.46,50,1.5,3150,2016-12-01,,,,
30207013,16,-14.03,31.48,20,1.2,1800,2015-11-08,2015-11-24,,,
30207013,17,-14.03,31.48,30,2,1800,2016-10-26,,,,
30207014,16,-14.02,31.47,15,0.5,750,2015-11-08,,,,
30207015,16,-14,31.46,10,1,500,2015-12-24,,,,
30207015,17,-14,31.46,20,1,250,2016-11-07,,,,
30207016,16,-13.97,31.44,50,3,800,2015-12-01,,,,
30207016,17,-13.97,31.44,45,2.25,500,2016-11-02,,,,
30207017,16,-14.03,31.48,85,3.6,10500,2015-11-08,2015-12-06,2015-12-13,2015-12-24,
30207018,16,-13.96,31.45,70,3.5,25,2015-12-24,2016-01-04,,,
30207018,17,-13.96,31.45,80,3.5,1750,2016-12-01,2016-12-01,2016-12-01,,
30207019,16,-14.03,31.48,50,2.5,6000,2015-11-08,2015-11-15,,,
30207019,17,-14.03,31.48,35,2.5,5250,2016-11-02,2016-12-01,,,
30220001,16,-14.39,31.21,35,2.5,3250,2015-12-01,2015-12-06,,,
30220001,17,-14.39,31.21,30,1.5,3000,2016-11-24,2016-12-01,,,
30220002,16,-14.36,31.16,20,1,5100,2015-10-26,2015-12-01,,,
30220002,17,-14.36,31.16,15,0.75,2500,2016-12-01,2016-12-01,,,
30220003,16,-14.39,31.22,60,3,10850,2015-12-06,2015-12-13,2015-12-13,2015-12-24,
30220003,17,-14.39,31.22,30,1.5,4000,2016-12-01,2016-12-05,2016-12-12,,
30220004,16,-14.38,31.22,70,4,3600,2015-12-01,2015-12-06,,,
30220004,17,-14.38,31.22,20,1,1300,2016-11-24,,,,
30220005,16,-14.38,31.22,0,1,1600,2015-12-01,,,,
30220005,17,-14.38,31.22,10,0.5,850,2016-11-02,,,,
30220006,16,-14.34,31.17,30,1.2,2000,2015-11-24,2015-11-24,,,
30220006,17,-14.34,31.17,20,1,750,2016-10-26,,,,
30220007,16,-14.38,31.22,80,5,5400,2015-11-24,2015-12-01,,,
30220007,17,-14.38,31.22,60,2.5,2700,2016-11-14,,,,
30220008,16,-14.36,31.16,125,6.25,6650,2015-11-24,2015-11-24,2015-12-01,2015-12-01,2015-12-01
30220008,17,-14.36,31.16,140,7,8750,2016-10-26,2016-11-02,,,
30220009,16,-14.39,31.22,30,3,4275,2015-12-13,2015-12-24,,,
30220009,17,-14.39,31.22,20,1,400,2016-10-26,,,,
30220010,16,-14.34,31.17,30,2,500,2015-11-02,,,,
30220010,17,-14.34,31.17,20,2,1500,2016-11-02,,,,
30220011,16,-14.39,31.21,25,1.2,2100,2015-12-13,2016-01-04,,,
30220011,17,-14.39,31.21,20,1,350,2016-12-01,,,,
30220012,16,-14.39,31.22,40,2,2200,2015-12-01,2015-12-06,2015-12-24,,
30220012,17,-14.39,31.22,0,0,425,2016-11-07,,,,
30220013,16,-14.39,31.22,90,4.5,4400,2015-11-02,,,,
30220013,17,-14.39,31.22,50,3,2500,2016-12-12,,,,
30220014,16,-14.38,31.22,50,3,4500,2015-11-24,,,,
30220014,17,-14.38,31.22,50,2,1600,2016-11-02,,,,
30220015,16,-14.39,31.21,5,0.25,11,2015-11-08,,,,
30220016,16,-14.35,31.16,30,1.5,1750,2015-11-02,,,,
30220016,17,-14.35,31.16,10,0.5,750,2016-11-02,,,,
30220017,16,-14.36,31.16,40,2,1600,2015-12-06,2015-12-13,,,
30220017,17,-14.36,31.16,25,3,1400,2016-12-01,2017-01-04,,,
30220018,16,-14.34,31.17,15,0.9,800,2015-12-24,2015-12-01,,,
30220018,17,-14.34,31.17,10,0.5,200,2016-11-24,,,,
30220019,16,-14.36,31.16,20,1,700,2015-12-13,,,,
30220019,17,-14.36,31.16,20,1.5,1275,2016-11-24,2016-12-12,,,
30221001,16,-14.09,31.18,40,2,2000,2015-11-02,,,,
30221001,17,-14.09,31.18,20,2,6000,2016-12-23,2016-12-23,,,
30221002,16,-14.1,31.18,20,0.8,1000,2015-12-13,,,,
30221002,17,-14.1,31.18,40,2,2500,2016-11-24,,,,
30221003,16,-14.1,31.18,170,9,6300,2015-12-24,2016-01-04,,,
30221003,17,-14.1,31.18,180,9,18900,2016-11-24,2016-12-23,,,
30221004,16,-14.09,31.18,0,0,0,,,,,
30221004,17,-14.09,31.18,20,2,2200,2016-12-12,2016-12-12,,,
30221005,16,-14.1,31.18,40,0.6,250,2015-12-06,,,,
30221005,17,-14.1,31.18,40,2,2380,2016-12-01,,,,
30221006,16,-14.09,31.18,20,0.8,1200,2015-12-01,2015-12-24,,,
30221006,17,-14.09,31.18,15,0.75,1750,2016-12-01,2016-12-01,,,
30221007,16,-14.1,31.18,40,0.8,250,2015-12-24,,,,
30221007,17,-14.1,31.18,15,1,875,2016-12-05,,,,
30224001,16,-14.48,31.31,30,2.4,1650,2015-12-06,2016-01-04,,,
30224001,17,-14.48,31.31,15,0.75,1700,2016-11-07,2016-12-01,,,
30224002,16,-14.48,31.31,30,1.5,2100,2015-12-01,2015-12-06,2015-12-24,,
30224002,17,-14.48,31.31,40,2,5500,2016-11-02,2016-11-07,2016-11-07,,
30224003,16,-14.49,31.31,45,2,2750,2015-12-24,2015-12-13,2015-12-06,,
30224003,17,-14.49,31.31,40,2,4537.5,2016-12-01,2016-12-23,,,
30224004,16,-14.48,31.31,90,3,1225,2015-11-02,,,,
30224004,17,-14.48,31.31,20,1,490,2016-11-24,,,,
30224005,16,-14.47,31.31,30,0.8,2750,2015-12-01,2015-12-24,,,
30224005,17,-14.47,31.31,40,2,1150,2016-11-07,2016-11-07,,,
30224006,16,-14.49,31.31,50,2.2,1450,2015-11-02,2015-11-08,2015-11-08,2015-11-15,2015-12-01
30224006,17,-14.49,31.31,50,2.5,3250,2016-12-05,2017-01-04,,,
30224007,16,-14.49,31.31,10,1,400,2015-12-24,,,,
30224007,17,-14.49,31.31,20,1,2275,2016-12-01,2016-12-12,,,
30224008,16,-14.48,31.31,10,0.25,1000,2015-12-01,,,,
30224008,17,-14.48,31.31,35,1.75,1500,2016-11-02,2016-12-12,,,
30224009,16,-14.48,31.31,55,2,1350,2015-12-01,2015-12-24,,,
30224010,16,-14.49,31.32,40,2,50,2015-12-06,,,,
30224010,17,-14.49,31.32,100,5,17400,2016-11-24,2016-12-05,2016-12-12,2016-12-23,
30224011,16,-14.49,31.32,70,1.6,4200,2015-12-06,2015-12-06,2015-12-06,2015-12-06,
30224011,17,-14.49,31.32,84,4,2500,2016-12-23,2016-12-23,2016-12-23,2016-12-23,
30238001,16,-14.21,31.22,80,4,1000,2015-12-01,2015-12-01,,,
30238001,17,-14.21,31.22,70,3.5,250,2016-11-02,2016-11-07,,,
30238002,16,-14.22,31.22,40,1.2,800,2015-11-08,,,,
30238003,16,-14.21,31.21,169,2.4,780,2015-12-13,2016-01-11,,,
30238003,17,-14.21,31.21,10,0.800000011920929,350,2016-11-02,,,,
30238004,16,-14.21,31.21,50,1.6,1600,2015-12-01,2015-12-01,2015-12-06,2015-12-06,
30238005,16,-14.21,31.21,130,9,17500,2015-12-06,,,,
30238005,17,-14.21,31.21,110,5,7500,2016-11-24,2016-12-01,,,
30238006,16,-14.22,31.22,20,1,500,2015-12-01,,,,
30238007,16,-14.21,31.22,50,3,0,2015-12-24,,,,
30238007,17,-14.21,31.22,40,2,0,2016-12-01,,,,
30238008,16,-14.22,31.22,60,3.2,1200,2015-11-08,,,,
30238008,17,-14.22,31.22,70,3.5,1500,2016-11-14,2016-11-14,,,
30238009,16,-14.2,31.2,50,2.5,1500,2015-12-01,,,,
30238009,17,-14.2,31.2,10,0.5,250,2017-01-04,,,,
30238010,16,-14.22,31.22,30,0.5,250,2015-11-02,,,,
30238011,16,-14.19,31.19,60,3.5,4950,2015-10-26,,,,
30238011,17,-14.19,31.19,10,0.5,50,2016-12-01,,,,
30238012,16,-14.21,31.21,25,0.8,400,2015-11-24,,,,
30238012,17,-14.21,31.21,0,0,0,,,,,
40109001,16,-9.02,31.66,15,0.65,1100,2015-11-08,2015-12-01,,,
40109001,17,-9.02,31.66,20,1,1500,2016-12-01,2016-12-01,,,
40109002,16,-9.02,31.67,10,0.5,0,2015-11-08,2015-11-15,,,
40109002,17,-9.02,31.67,35,2,1440,2016-12-01,2016-12-01,2016-11-07,,
40109003,16,-9.02,31.66,10,0.5,75,2015-11-02,,,,
40109004,16,-9,31.68,30,1.5,3000,2016-01-04,,,,
40109004,17,-9,31.68,60,3,450,2016-11-02,2016-11-07,2016-11-24,,
40109005,16,-9.02,31.67,120,2,1500,2015-11-08,2015-11-15,2015-11-15,,
40109005,17,-9.02,31.67,30,1.5,2000,2016-11-07,2016-11-14,,,
40109006,16,-9.02,31.66,30,1.4,2500,2015-11-02,,,,
40109006,17,-9.02,31.66,10,0.5,0,2016-12-01,,,,
40109007,16,-9,31.68,10,0.5,750,2015-12-01,,,,
40109007,17,-9,31.68,10,0.5,350,2016-12-01,,,,
40109008,16,-9.02,31.67,15,0.6,640,2015-12-06,2015-12-06,,,
40109008,17,-9.02,31.67,15,0.75,1580,2016-11-02,,,,
40109009,16,-9.03,31.67,145,8.5,0,2015-11-02,2015-12-06,2015-12-06,2016-01-04,2016-01-04
40109009,17,-9.03,31.67,210,10.5,17500,2016-11-02,2016-11-02,2016-11-07,2016-11-14,2016-11-02
40109010,16,-9.02,31.66,58,2.533,5750,2015-12-06,2015-12-24,2015-11-24,2016-01-04,2016-01-04
40109010,17,-9.02,31.66,40,2,2100,2016-12-05,2016-12-05,2016-12-01,2016-12-01,
40109011,16,-9,31.68,10,0.5,2100,2015-12-01,,,,
40109011,17,-9,31.68,20,1.5,2750,2017-01-11,2017-01-04,,,
40109012,16,-9,31.68,20,1,200,2015-11-02,,,,
40109012,17,-9,31.68,18,1,1500,2016-12-01,2016-12-05,,,
40109013,16,-9.02,31.67,7,0.75,200,2015-12-01,,,,
40109013,17,-9.02,31.67,5,0.375,90,2016-12-05,,,,
40109014,16,-9,31.68,10,0.5,950,2015-12-01,,,,
40109014,17,-9,31.68,75,4,3250,2016-12-01,,,,
40109015,16,-9,31.68,0,0,0,,,,,
40109015,17,-9,31.68,5,0.25,150,2016-12-01,,,,
40109016,16,-9.03,31.67,56,3.25,750,2015-11-08,2015-12-06,2015-11-08,2015-12-01,2015-12-06
40109016,17,-9.03,31.67,110,5.5,1600,2016-12-12,2016-12-01,2016-12-01,2016-12-12,2016-12-12
40109017,16,-9.02,31.67,10,0.5,1400,2015-11-08,,,,
40109017,17,-9.02,31.67,10,0.5,500,2016-12-01,,,,
40109018,16,-9,31.68,10,0.5,700,2015-11-24,,,,
40113001,16,-8.83,31.53,15,0.75,750,2015-12-13,,,,
40113001,17,-8.83,31.53,20,1,1600,2016-12-05,2016-12-23,,,
40113002,16,-8.84,31.54,5,0,650,2015-11-02,,,,
40113002,17,-8.84,31.54,20,0.5,550,2016-11-07,,,,
40113003,16,-8.81,31.53,5,0.25,400,2015-12-06,,,,
40113004,16,-8.81,31.53,2.5,0.25,100,2015-11-08,,,,
40113004,17,-8.81,31.53,10,0.5,750,2016-12-05,,,,
40113005,16,-8.81,31.53,10,0.375,150,2015-11-15,,,,
