names,year,lat,lon,seed,plot,harv,pd1,pd2,pd3,pd4,pd5
10201016,16,-15.08,26.76,20,0.8,3000,2015-11-08,2015-12-01,,,
10201016,17,-15.08,26.76,10,0.490000009536743,1600,2016-12-05,,,,
10201017,16,-15.06,26.75,20,1,1500,2015-11-08,,,,
10201017,17,-15.06,26.75,10,2.5,1000,2016-11-14,,,,
10201018,16,-15.07,26.75,8,0.5,140,2015-11-02,,,,
10201018,17,-15.07,26.75,20,1.47000002861023,750,2016-11-02,,,,
10201019,16,-15.07,26.74,60,5.25,7200,2015-11-08,2015-12-01,2015-12-01,2015-12-24,
10201019,17,-15.07,26.74,70,3.5,5250,2016-11-24,2016-12-05,2016-12-23,,
10201020,16,-15.07,26.75,20,0.8,1200,2015-11-08,2015-11-08,,,
10201021,16,-15.06,26.76,110,4.4,14500,2015-11-08,2015-11-15,2015-12-01,2015-12-06,
10201022,16,-15.08,26.77,45,2.25,5400,2015-11-08,2015-12-01,2015-12-06,,
10201022,17,-15.08,26.77,100,5,6000,2016-11-24,2016-12-05,,,
10201023,16,-15.07,26.74,20,0.8,310,2015-12-01,,,,
10201023,17,-15.07,26.74,30,1.5,1600,2016-10-26,2016-11-14,,,
10208001,16,-14.35,26.92,20,1,1000,2015-12-06,2015-11-15,,,
10208001,17,-14.35,26.92,10,0.5,600,2016-11-24,,,,
10208002,16,-14.55,26.93,12,1,350,2015-12-01,2015-12-24,,,
10208002,17,-14.55,26.93,30,1,450,2016-12-01,,,,
10208003,16,-14.51,26.95,22.5,1,2200,2015-12-01,2015-11-24,,,
10208003,17,-14.51,26.95,10,0.5,2650,2016-11-07,,,,
10208004,16,-14.51,26.95,50,2.5,5750,2015-11-08,2015-11-08,2015-12-01,2015-12-06,
10208004,17,-14.51,26.95,50,2,5000,2016-11-07,,,,
10208005,16,-14.5,26.91,10.25,0.75,5000,2015-11-02,2015-11-08,2015-12-01,,
10208005,17,-14.5,26.91,25,1,4000,2016-11-24,,,,
10208006,16,-14.52,26.93,10,0.5,0,2015-12-06,,,,
10208006,17,-14.52,26.93,20,1,950,2016-11-24,,,,
10208007,16,-14.55,26.93,29,1,1500,2015-11-24,,,,
10208007,17,-14.55,26.93,20,0.980000019073486,4500,2016-11-02,,,,
10208008,16,-14.55,26.92,10,0.5,500,2015-11-24,,,,
10208008,17,-14.55,26.92,20,1,200,2016-11-24,,,,
10208009,16,-14.51,26.95,10,0.5,1700,2015-11-02,,,,
10208009,17,-14.51,26.95,10,1,100,2016-12-01,,,,
10208010,16,-14.52,26.93,40,0.75,750,2015-11-15,,,,
10208010,17,-14.52,26.93,40,2,500,2016-12-23,,,,
10208011,16,-14.55,26.93,20,0.75,1500,2015-12-13,2015-12-24,2016-01-04,,
10208011,17,-14.55,26.93,15,0.75,1600,2016-12-12,2016-12-23,,,
10208012,16,-14.52,26.92,20,0.75,1200,2015-12-01,,,,
10208013,16,-14.51,26.95,15,0.75,1750,2015-12-13,,,,
10208013,17,-14.51,26.95,25,1,4200,2016-12-12,,,,
10208014,16,-14.55,26.92,12,0.5,400,2015-11-08,,,,
10208014,17,-14.55,26.92,15,0.75,500,2016-12-01,,,,
10208015,16,-14.51,26.95,19,0.5,1500,2015-11-24,,,,
10208015,17,-14.51,26.95,10,0.5,300,2016-12-01,,,,
10208016,16,-14.51,26.95,15,0.5,1000,2015-11-15,,,,
10208016,17,-14.51,26.95,10,0.5,0,2016-10-26,,,,
10208017,16,-14.51,26.91,50,2,2000,2015-12-13,,,,
10208017,17,-14.51,26.91,50,2.5,6000,2016-12-01,,,,
10208018,16,-14.55,26.93,10,0.5,450,2015-12-24,2016-01-11,,,
10208018,17,-14.55,26.93,20,1,700,2016-12-12,2016-12-12,,,
10208019,16,-14.55,26.92,20,0.5,450,2015-11-08,,,,
10208019,17,-14.55,26.92,20,1,250,2016-12-05,,,,
10208020,16,-14.52,29.92,10,0.5,500,2015-11-08,,,,
10208020,17,-14.52,29.92,40,1,3000,2016-11-24,,,,
10228001,16,-15.19,27.34,170,8.5,8500,2015-12-01,2015-12-06,2015-12-13,,
10228001,17,-15.19,27.34,160,8.299999833107,7700,2016-12-01,2016-12-23,2017-01-18,,
10228002,16,-15.19,27.33,140,7,20600,2015-11-15,2015-12-06,2015-12-13,,
10228002,17,-15.19,27.33,450,18,42000,2016-11-24,2016-12-01,2016-12-01,,
10228003,16,-15.21,27.35,15,10.5,5500,2015-12-06,2015-12-24,,,
10228003,17,-15.21,27.35,50,2.5,1500,2016-11-07,,,,
10228004,16,-15.21,27.35,40,3,1500,2015-12-01,,,,
10228004,17,-15.21,27.35,40,3,1150,2016-12-01,2016-12-05,,,
10228005,16,-15.23,27.35,19,0.5,750,2016-01-04,,,,
10228005,17,-15.23,27.35,10,0.5,250,2016-12-05,,,,
10228006,16,-15.21,27.35,100,5,2750,2015-12-06,2015-12-24,,,
10228006,17,-15.21,27.35,80,4,2250,2016-12-05,2016-11-07,2016-12-12,,
10228007,16,-15.19,27.34,70,3.5,4500,2015-11-24,2015-12-01,2015-12-24,,
10228007,17,-15.19,27.34,90,4.5,2625,2016-12-05,2016-12-23,2016-12-23,2016-12-23,
10228008,16,-15.19,27.33,65,4.5,3000,2015-12-06,2015-12-13,2015-12-13,,
10228008,17,-15.19,27.33,35,2,6000,2016-12-01,2016-12-12,,,
10228009,16,-15.23,27.34,10,0.5,1000,2015-11-08,,,,
10228010,16,-15.21,27.35,45,2,2850,2015-12-01,2015-12-24,2015-12-01,,
10228010,17,-15.21,27.35,10,1,780,2016-12-12,,,,
10228011,16,-15.19,27.34,25,1.25,600,2015-12-01,,,,
10228012,16,-15.21,27.35,50,2.5,550,2015-12-24,2016-01-04,,,
10228012,17,-15.21,27.35,40,2,1000,2016-12-05,2017-01-04,,,
10228013,16,-15.22,27.35,20,1,150,2015-12-06,,,,
10228013,17,-15.22,27.35,20,1,500,2016-12-12,,,,
10228014,16,-15.19,27.33,30,1,1250,2015-11-15,2016-01-04,,,
10228014,17,-15.19,27.33,15,0.5,1250,2016-12-05,,,,
10228015,16,-15.22,27.35,100,5,5500,2016-01-18,2015-12-13,2015-12-13,,
10228015,17,-15.22,27.35,60,3,1500,2016-12-05,2016-12-12,2016-12-12,,
10228016,16,-15.21,27.34,20,1,1500,2015-12-13,,,,
10228016,17,-15.21,27.34,20,1,1400,2016-12-01,,,,
10228017,16,-15.21,27.36,25,1,1200,2015-12-01,2015-12-01,,,
10228017,17,-15.21,27.36,30,36.4900000095367,3700,2016-12-01,2016-12-05,2016-12-01,,
10228018,16,-13.2,27.34,20,1,750,2015-11-08,,,,
10228018,17,-13.2,27.34,40,2,2800,2016-12-01,2016-12-05,,,
10228019,16,-15.19,27.34,105,5.5,5750,2015-11-15,2015-12-24,,,
10228019,17,-15.19,27.34,170,8.5,3150,2016-11-07,2016-11-24,2016-12-12,2016-12-12,
10228020,16,-15.21,27.36,25,1,2400,2015-12-06,2015-12-13,,,
10228020,17,-15.21,27.36,40,2,1500,2016-12-01,2016-12-05,,,
10232001,16,-15.41,27.09,15,1,990,2015-12-06,,,,
10232001,17,-15.41,27.09,20,1,1925,2016-11-24,2016-12-01,2016-12-05,,
10232002,16,-15.42,27.06,60,3,5500,2015-12-24,,,,
10232002,17,-15.42,27.06,200,26,900,2016-12-12,,,,
10232003,16,-15.4,27.08,100,5.2,6800,2015-11-24,,,,
10232003,17,-15.4,27.08,150,7.5,15600,2016-11-24,2016-12-05,,,
10232004,16,-15.4,27.07,100,5.4,5600,2015-12-01,2015-12-13,2015-12-24,2016-01-04,2016-01-11
10232004,17,-15.4,27.07,90,6.5,2625,2016-12-05,2016-12-23,2017-01-04,,
10232005,16,-15.41,27.09,10,0.5,630,2015-12-24,,,,
10232005,17,-15.41,27.09,30,1,1890,2016-12-12,,,,
10232006,16,-15.42,27.06,30,1.5,800,2015-12-13,,,,
10232006,17,-15.42,27.06,40,2,875,2016-11-24,2016-12-01,,,
10232007,16,-15.41,27.08,80,5.25,7000,2015-12-13,2015-12-24,2015-12-06,2015-12-13,2015-12-06
10232007,17,-15.41,27.08,60,4,4800,2016-12-01,2016-12-12,2016-12-01,,
10232008,16,-15.4,27.08,50,3.2,5900,2015-12-01,2015-12-01,,,
10232008,17,-15.4,27.08,100,5,12000,2016-12-01,2016-12-12,,,
10232009,16,-15.41,27.08,60,3,5000,2015-12-06,2015-12-06,2015-12-06,,
10232009,17,-15.41,27.08,22,3.5,1750,2016-12-01,2016-11-24,,,
10232010,16,-15.4,27.07,25,1,2750,2015-11-24,2015-12-01,,,
10232010,17,-15.4,27.07,220,10,4000,2016-11-14,2016-12-01,,,
10232011,16,-15.42,27.06,30,1.25,3250,2015-12-01,2015-12-13,,,
10232011,17,-15.42,27.06,30,1.96000003814697,4000,2016-11-14,,,,
10232012,16,-15.4,27.09,20,1.2,1300,2015-12-06,2015-12-06,,,
10232012,17,-15.4,27.09,55,2.5,1750,2016-11-24,2016-12-01,,,
10232013,16,-15.4,27.08,20,1,1250,2016-01-04,,,,
10232013,17,-15.4,27.08,30,2,2500,2016-11-24,,,,
10232014,16,-15.42,27.06,50,5,4500,2015-12-01,2015-12-24,,,
10232014,17,-15.42,27.06,60,3,1200,2016-12-05,2016-12-12,,,
10232015,16,-15.41,27.08,20,1,1000,2015-12-01,2015-12-24,,,
10232016,16,-15.4,27.09,30,3.2,2500,2015-11-15,2016-01-04,,,
10232017,16,-15.4,27.08,30,2.8,4000,2015-12-01,2015-12-13,,,
10232017,17,-15.4,27.08,300,15,5950,2016-10-26,2016-11-24,,,
10232018,16,-15.41,27.08,15,1,440,2015-12-06,,,,
10232018,17,-15.41,27.08,40,2,450,2016-12-12,,,,
10232019,16,-15.4,27.09,45,1.9,5250,2015-11-24,2015-11-24,2015-12-01,,
10232019,17,-15.4,27.09,60,3,9000,2016-11-24,2016-12-01,2016-12-05,,
10232020,16,-15.41,27.08,0,0,0,,,,,
10232021,16,-15.4,27.08,20,1,1500,2015-11-02,,,,
10232021,17,-15.4,27.08,60,3,4000,2016-12-05,,,,
10232022,16,-15.42,27.06,50,2.5,6000,2015-12-01,,,,
10232022,17,-15.42,27.06,40,2,5000,2016-12-01,,,,
20106001,16,-13.83,28.65,15,0.5,6,2015-11-15,,,,
20106001,17,-13.83,28.65,5,0.25,100,2016-11-24,,,,
20106002,16,-13.83,28.65,10,0.5,12,2015-12-13,,,,
20106003,16,-13.83,28.64,20,1,950,2015-11-08,,,,
20106004,16,-13.82,28.65,10,0.5,9,2015-11-24,,,,
20106004,17,-13.82,28.65,10,0.5,500,2016-11-14,,,,
20106005,16,-13.84,28.65,5,0.25,300,2015-12-06,,,,
20106006,16,-13.83,28.64,20,2,750,2015-11-02,2015-11-15,,,
20106007,16,-13.8,28.64,15,0.75,800,2015-12-06,2015-12-24,,,
20106007,17,-13.8,28.64,10,0.5,800,2016-12-01,,,,
20106008,16,-13.83,28.65,15,0.75,650,2015-12-13,,,,
20106008,17,-13.83,28.65,20,1,450,2016-12-01,,,,
20106009,16,-13.32,28.64,20,0.9,3000,2015-12-24,2016-01-04,,,
20106009,17,-13.32,28.64,20,1,3250,2016-12-01,2017-01-04,,,
20106010,16,-13.78,28.65,10,0.5,50,2015-10-26,,,,
20106010,17,-13.78,28.65,5,0.25,350,2016-11-24,,,,
20106011,16,-13.78,28.65,50,2.5,850,2015-10-26,2015-11-02,2015-10-26,,
20106011,17,-13.78,28.65,30,1.5,750,2016-11-02,2016-12-05,,,
20106012,16,-13.47,27.92,30,1.5,2500,2015-11-24,2015-12-01,2015-12-13,,
20106012,17,-13.47,27.92,10,0.5,1600,2016-12-12,,,,
20106013,16,-13.47,27.91,60,4,0,2015-12-13,2015-12-24,2015-12-24,,
20106014,16,-13.45,27.93,0,0,0,,,,,
20106014,17,-13.45,27.93,0,0,0,,,,,
20106015,16,-13.45,27.93,35,1.5,1250,2015-12-24,2015-11-24,,,
20106015,17,-13.45,27.93,10,0.5,1500,2016-12-01,,,,
20106016,16,-13.45,27.92,20,1,1400,2015-12-06,,,,
20106017,16,-13.46,27.92,35,4.8,2500,2015-11-02,2015-12-01,,,
20106017,17,-13.46,27.92,20,1,0,2016-11-24,,,,
20106018,16,-13.45,27.93,10,0.5,50,2015-12-13,,,,
20106018,17,-13.45,27.93,20,1,1000,2016-12-01,,,,
20106019,16,-13.45,27.93,20,1,1750,2015-12-06,,,,
20106020,16,-13.47,27.91,20,2,0,2015-12-01,2015-12-01,,,
20106020,17,-13.47,27.91,10,0.5,400,2016-12-01,,,,
20106021,16,-13.45,27.92,10,0.5,1250,2015-12-13,,,,
20106021,17,-13.45,27.92,10,0.5,1500,2016-12-01,,,,
20106022,16,-13.45,27.93,0,0,0,,,,,
20106023,16,-13.45,27.93,5,0.25,90,2015-11-02,,,,
20106024,16,-13.47,27.92,20,2.5,1000,2015-12-24,,,,
20106024,17,-13.47,27.92,20,1,0,2016-12-12,,,,
20106025,16,-13.45,27.94,70,4,22500,2015-11-24,2015-12-01,,,
20106025,17,-13.45,27.94,50,2.5,5000,2016-11-14,2016-11-14,,,
20106026,16,-13.47,27.91,80,4.5,0,2015-12-01,,,,
20106026,17,-13.47,27.91,30,1,0,2016-11-24,,,,
20106027,16,-13.45,27.93,10,0.5,2000,2015-12-13,,,,
20106027,17,-13.45,27.93,10,0.5,1300,2016-11-14,2017-01-04,,,
20106028,16,-13.47,27.92,20,1.3,0,2015-11-15,,,,
20106029,16,-13.45,27.94,100,5,9100,2015-12-01,2015-12-13,2015-12-13,2015-12-01,
20106029,17,-13.45,27.94,30,1.5,2000,2016-12-01,2016-12-05,2016-12-05,,
20106030,16,-13.45,27.93,10,1,350,2015-12-13,,,,
20106030,17,-13.45,27.93,10,0.5,400,2016-11-24,,,,
20106031,16,-13.45,27.93,15,1.5,500,2015-12-06,,,,
20106031,17,-13.45,27.93,25,0.900000005960465,1500,2016-11-14,2016-12-01,,,
20106032,16,-13.63,27.84,80,4.5,6500,2015-12-13,2015-12-06,2015-12-24,2015-12-06,2015-12-24
20106032,17,-13.63,27.84,50,2.5,4750,2016-12-01,2016-12-05,,,
20106033,16,-13.62,27.83,70,4,2600,2015-11-02,,,,
20106033,17,-13.62,27.83,75,3,1800,2016-10-26,,,,
20106034,16,-13.61,27.83,20,1,1000,2015-12-01,,,,
20106034,17,-13.61,27.83,30,1.5,350,2016-12-01,2016-12-01,,,
20106035,16,-13.61,27.8,10,1,0,2015-12-06,,,,
20106035,17,-13.61,27.8,20,1,4300,2016-11-14,2016-12-05,,,
20106036,16,-13.58,27.85,60,1.5,650,2015-12-24,2015-12-24,,,
20106036,17,-13.58,27.85,30,1.5,1600,2016-11-07,2016-12-01,,,
20106037,16,-13.61,27.83,40,5,1250,2015-12-24,,,,
20106037,17,-13.61,27.83,50,3,2250,2016-12-01,2016-12-05,,,
20106038,16,-13.61,27.83,15,0.75,1500,2015-12-01,,,,
20106039,16,-13.63,27.84,30,0.93,2100,2015-11-15,2015-11-24,2015-12-24,,
20106039,17,-13.63,27.84,50,3,4400,2016-12-01,,,,
20106040,16,-13.61,27.8,60,3,350,2015-12-06,2015-12-24,2015-12-24,,
20106041,16,-13.6,27.83,20,9,0,2015-11-15,,,,
20106041,17,-13.6,27.83,45,2,5250,2016-11-02,2016-12-01,2016-12-05,,
20106042,16,-13.6,27.83,20,1,500,2015-12-13,,,,
20106043,16,-13.58,27.84,0,30,0,2015-12-13,,,,
20106043,17,-13.58,27.84,25,1.25,1000,2016-12-01,2016-12-23,,,
20106044,16,-13.61,27.8,65,3,4570,2015-12-06,2015-12-13,2015-12-24,,
20106044,17,-13.61,27.8,150,6,10500,2016-12-05,2016-12-05,2016-12-05,2016-12-05,
20106045,16,-13.63,27.84,50,2.75,1200,2015-12-01,2015-12-24,,,
20106045,17,-13.63,27.84,40,2,1800,2016-12-01,2016-12-05,,,
20106046,16,-13.6,27.83,15,0.75,300,2015-11-15,,,,
20106046,17,-13.6,27.83,20,0.5,100,2016-12-01,,,,
20106047,16,-13.6,27.83,45,2,2001,2015-12-01,2015-12-01,,,
20106047,17,-13.6,27.83,45,2.5,0,2016-11-24,2016-12-01,,,
20106048,16,-13.58,27.83,1,0.5,1250,2015-12-01,,,,
20106048,17,-13.58,27.83,25,1.25,7100,2016-11-02,2016-11-24,,,
20106049,16,-13.58,27.84,50,2.5,0,2015-11-24,,,,
20106049,17,-13.58,27.84,25,1.5,5100,2016-12-01,,,,
20106050,16,-13.61,27.89,70,5,9300,2015-12-06,2015-12-24,,,
20106050,17,-13.61,27.89,20,0.75,500,2017-01-18,,,,
20106051,16,-13.59,27.83,80,4,2500,2015-11-24,,,,
20106051,17,-13.59,27.83,70,3.5,2500,2016-11-14,2016-12-01,,,
20106052,16,-13.63,27.83,90,5.5,3800,2015-11-15,2015-11-24,2015-12-01,2015-12-06,
20106052,17,-13.63,27.83,110,5.5,0,2016-11-24,2016-11-24,2016-12-01,2016-12-05,
20106053,16,-13.33,28.37,25,1,5000,2015-12-01,,,,
20106053,17,-13.33,28.37,75,3,12150,2016-12-01,,,,
20106054,16,-13.34,28.39,10,1.5,1000,2015-12-13,,,,
20106054,17,-13.34,28.39,15,1,2000,2016-12-01,,,,
20106055,16,-13.39,28.44,25,1.5,0,2015-11-02,2015-12-01,2015-11-15,,
20106055,17,-13.39,28.44,30,1.5,5000,2016-12-05,2016-12-12,2016-12-12,,
20106056,16,-13.37,28.42,10,0.5,1000,2015-12-01,,,,
20106057,16,-13.34,28.39,5,0.25,100,2015-12-01,,,,
20106057,17,-13.34,28.39,5,0.25,500,2016-12-01,,,,
20106058,16,-13.37,28.42,10,0.5,500,2015-11-08,,,,
20106058,17,-13.37,28.42,10,0.5,1500,2016-11-14,,,,
20106059,16,-13.34,28.37,20,1.2,2450,2015-12-01,2015-12-06,,,
20106059,17,-13.34,28.37,30,1.75,25250,2016-12-01,2016-12-05,,,
20106060,16,-13.39,28.44,9.75,720.25,4000,2015-11-08,2015-11-08,,,
20106060,17,-13.39,28.44,25,1.25,1750,2016-11-07,,,,
20106061,16,-13.34,28.34,5,0.5,50,2015-11-15,,,,
20106061,17,-13.34,28.34,15,0.75,600,2016-11-02,,,,
20106062,16,-13.38,28.42,45,2.25,6250,2015-11-15,2015-12-01,2015-12-01,2015-12-06,
20106062,17,-13.38,28.42,10,0.5,1100,2016-12-23,,,,
20106063,16,-13.33,28.37,20,1.2,1350,2015-11-08,2015-11-24,,,
20106063,17,-13.33,28.37,60,3,10000,2016-12-12,,,,
20106064,16,-13.38,28.44,20,0.75,1800,2015-11-08,2015-11-15,,,
20106064,17,-13.38,28.44,20,1,1750,2016-12-01,,,,
20106065,16,-13.35,28.4,7,0.25,675,2015-11-24,2015-11-24,,,
20106066,16,-13.34,28.38,0,0,0,,,,,
20106066,17,-13.34,28.38,10,0.5,1500,2016-12-23,,,,
20106067,16,-13.37,28.42,5,0.25,350,2015-12-06,,,,
20106067,17,-13.37,28.42,5,0.25,500,2016-12-01,,,,
20106068,16,-13.37,28.44,30,1.5,0,2015-11-15,2015-12-01,,,
20106068,17,-13.37,28.44,30,3,4500,2016-12-01,,,,
20106069,16,-13.34,28.39,0,0,0,,,,,
20106070,16,-13.36,28.41,30,1.5,3750,2015-11-02,2015-11-02,,,
20106070,17,-13.36,28.41,60,5,9000,2016-11-02,2016-11-07,,,
20106071,16,-13.35,28.39,10,0.5,300,2015-11-02,,,,
20106072,16,-13.35,28.39,20,1,2500,2015-12-06,,,,
20106072,17,-13.35,28.39,40,1.5,5250,2016-12-01,2016-12-23,,,
20106073,16,-13.37,28.42,7.5,0.5,400,2015-11-24,,,,
20106073,17,-13.37,28.42,30,1.5,1700,2016-12-01,,,,
20106074,16,-13.39,28.44,10,1,1500,2015-11-15,,,,
20106074,17,-13.39,28.44,15,0.75,2500,2016-12-05,2016-12-12,,,
20106075,16,-13.23,28.67,7.5,0.5,700,2015-12-06,2015-12-24,,,
20106075,17,-13.23,28.67,17,1,2100,2016-11-24,2016-12-01,,,
20106076,16,-13.26,28.68,10,0.5,0,2015-12-01,,,,
20106076,17,-13.26,28.68,20,1,2250,2016-11-24,2016-12-01,,,
20106077,16,-13.38,28.66,10,1.5,1500,2015-11-15,,,,
20106077,17,-13.38,28.66,15,1,250,2016-10-26,,,,
20106078,16,-13.53,28.65,15,0.75,1125,2015-11-02,2015-11-15,,,
20106078,17,-13.53,28.65,20,0.5,150,2016-11-02,2016-11-07,,,
20106079,16,-13.46,28.67,20,1,1350,2015-12-24,2015-12-24,,,
20106080,16,-12.24,26.75,20,0.5,100,2015-10-26,,,,
20106080,17,-12.24,26.75,20,1,400,2016-11-24,,,,
20206001,16,-13.22,28.67,10.5,0.48,750,2015-11-08,,,,
20206001,17,-13.22,28.67,35,1.75,2600,2016-12-01,2016-12-23,,,
20206002,16,-13.23,28.67,0,0,0,,,,,
20206002,17,-13.23,28.67,20,1,2000,2016-12-01,,,,
20206003,16,-13.26,28.7,50,2.5,1650,2015-11-08,2015-12-24,,,
20206003,17,-13.26,28.7,55,4.25,8500,2016-11-14,2016-12-05,2016-12-12,2017-01-04,
20206004,16,-13.23,28.67,0,1,0,2015-12-13,,,,
20206004,17,-13.23,28.67,10,0.5,500,2016-12-12,,,,
20206005,16,-13.24,28.67,20,1,0,2016-01-04,2016-01-04,,,
20206005,17,-13.24,28.67,10,0.5,900,2016-12-01,2016-12-05,,,
20206006,16,-13.23,28.67,5,0.4,150,2015-12-06,,,,
20206006,17,-13.23,28.67,5,0.25,500,2016-11-24,,,,
20206007,16,-13.24,28.66,20,20,2500,2015-12-01,,,,
20206007,17,-13.24,28.66,25,3.25,0,2016-11-14,2016-12-23,,,
20206008,16,-13.25,28.7,35,1.5,3500,2015-12-01,2015-12-24,,,
20206008,17,-13.25,28.7,26,17,4500,2016-11-24,2016-12-12,,,
20206009,16,-13.23,28.67,15,1.3,750,2015-11-24,,,,
20206009,17,-13.23,28.67,20,1,500,2016-11-24,,,,
20206010,16,-13.26,28.68,5,0.25,25,2015-11-24,,,,
20206010,17,-13.26,28.68,25,1.25,6000,2016-11-02,2016-11-07,,,
20206011,16,-18.22,28.68,13,1.2,700,2015-12-06,2016-01-04,,,
20206011,17,-18.22,28.68,25,1.25,350,2016-10-26,2016-11-24,,,
20206012,16,-13.24,28.66,15,1,0,2015-11-02,,,,
20206012,17,-13.24,28.66,20,1,0,2016-11-02,2016-12-01,,,
20206013,16,-13.25,28.69,15,0.75,650,2015-12-06,2015-12-13,,,
20206013,17,-13.25,28.69,15,0.75,500,2016-12-05,2017-01-04,,,
20206014,16,-13.25,28.69,15,0.75,350,2015-12-06,,,,
20206014,17,-13.25,28.69,5,0.5,250,2016-12-23,,,,
20206015,16,-13.26,28.68,0,0,0,,,,,
20206015,17,-13.26,28.68,10,0.5,500,2016-11-24,,,,
20206016,16,-13.23,28.67,5,0.5,650,2015-12-06,,,,
20206016,17,-13.23,28.67,20,1,750,2016-11-24,,,,
20206017,16,-13.22,28.68,40,2,6000,2015-11-15,2015-12-06,,,
20206017,17,-13.22,28.68,0,0,0,,,,,
20206018,16,-13.53,28.68,5,0.5,450,2015-11-24,,,,
20206018,17,-13.53,28.68,10,0.5,0,2016-11-24,,,,
20206019,16,-13.39,28.7,30,1.5,1650,2015-10-26,2015-12-01,2015-12-13,,
20206019,17,-13.39,28.7,40,2,1600,2016-11-02,2016-12-05,,,
20206020,16,-13.38,28.72,60,5,2500,2015-10-26,2015-12-06,,,
20206021,16,-13.38,28.73,10,1,100,2015-11-15,,,,
20206021,17,-13.38,28.73,5,0.5,300,2016-11-02,,,,
20206022,16,-13.38,28.65,25,2.5,150,2016-01-04,,,,
20206022,17,-13.38,28.65,20,1,200,2016-12-12,,,,
20206023,16,-13.37,28.66,5,0.25,0,2015-11-02,,,,
20206023,17,-13.37,28.66,15,0.75,1200,2016-11-07,,,,
20206024,16,-13.39,28.72,50,3,11100,2015-11-08,2015-12-01,,,
20206024,17,-13.39,28.72,40,2.5,4000,2016-10-26,,,,
20206025,16,-13.39,28.69,15,1,3500,2016-01-04,,,,
20206025,17,-13.39,28.69,20,1.5,1700,2016-11-07,,,,
20206026,16,-13.38,28.73,25,1.5,1500,2015-11-15,2015-11-24,,,
20206027,16,-13.38,28.66,15,1.5,1250,2015-12-13,,,,
20206027,17,-13.38,28.66,30,1,4100,2016-12-05,2016-12-23,,,
20206028,16,-13.38,28.65,10,0.5,750,2016-01-04,,,,
20206028,17,-13.38,28.65,5,0.25,250,2016-11-07,,,,
20206029,16,-13.39,28.72,40,2,1650,2015-11-08,2015-12-01,,,
20206029,17,-13.39,28.72,50,2.5,5000,2016-11-07,2016-12-05,,,
20206030,16,-13.38,28.73,10,0.25,300,2015-11-08,,,,
20206030,17,-13.38,28.73,10,0.5,100,2016-12-05,,,,
20206031,16,-13.39,28.69,15,0.75,1000,2015-12-01,,,,
20206031,17,-13.39,28.69,5,0.25,200,2016-12-23,,,,
20206032,16,-13.38,28.66,30,1.5,3000,2015-11-15,,,,
20206032,17,-13.38,28.66,15,0.75,1070,2016-10-26,,,,
20206033,16,-13.38,28.66,10,1,10,2015-11-02,,,,
20206033,17,-13.38,28.66,60,3,2500,2016-10-26,2016-11-14,,,
20206034,16,-13.38,28.73,10,0.5,200,2015-10-26,,,,
20206034,17,-13.38,28.73,10,0.5,350,2016-12-01,,,,
20206035,16,-13.39,28.69,40,2,1750,2015-12-01,,,,
20206035,17,-13.39,28.69,15,1.25,1200,2016-12-01,2016-12-05,,,
20206036,16,-13.38,28.73,10,0.45,500,2015-12-06,,,,
20206036,17,-13.38,28.73,7,1,1000,2016-12-01,,,,
20206037,16,-13.38,28.66,40,2,4000,2015-11-24,,,,
20206037,17,-13.38,28.66,45,2.5,4750,2016-12-01,2016-12-05,2016-12-12,,
20206038,16,-13.39,28.69,40,2,1750,2015-12-01,,,,
20206039,16,-13.54,28.64,60,3,0,2015-11-15,2015-11-24,,,
20206039,17,-13.54,28.64,40,6,750,2016-12-01,,,,
20206040,16,-13.45,28.68,20,1,1250,2015-11-24,2015-12-13,,,
20206040,17,-13.45,28.68,30,1.5,550,2016-11-24,2016-12-05,,,
20206041,16,-13.51,28.63,40,2,1500,2015-11-24,,,,
20206041,17,-13.51,28.63,15,1,1750,2016-12-12,,,,
20206042,16,-13.51,28.62,15,1.5,1900,2015-12-06,2015-12-13,,,
20206042,17,-13.51,28.62,15,0.75,1000,2016-12-01,2016-12-23,,,
20206043,16,-13.45,28.68,5,0.25,350,2015-12-06,,,,
20206043,17,-13.45,28.68,10,0.5,300,2016-12-01,,,,
20206044,16,-13.54,28.64,0,0,0,,,,,
20206044,17,-13.54,28.64,20,1,500,2016-12-05,,,,
20206045,16,-13.38,28.73,10,2,0,2015-11-24,,,,
20206046,16,-13.51,28.52,60,3,0,2015-12-24,2016-01-04,,,
20206046,17,-13.51,28.52,65,3.25,2500,2016-12-01,2016-12-05,2016-12-12,,
20206047,16,-13.45,28.68,10,0.5,500,2015-12-01,,,,
20206047,17,-13.45,28.68,20,0.75,500,2016-12-01,,,,
20206048,16,-13.54,28.64,5,0.25,0,2015-12-06,,,,
20206048,17,-13.54,28.64,10,0.25,300,2016-12-05,,,,
20206049,16,-13.46,28.68,10,1.5,20,2015-11-24,,,,
20206049,17,-13.46,28.68,20,1,500,2016-11-14,,,,
20206050,16,-13.47,28.68,5,0.25,300,2015-10-26,,,,
20206050,17,-13.47,28.68,30,1.5,2150,2016-10-26,2016-11-14,,,
20206051,16,-13.55,28.67,10,0.5,0,2015-11-02,,,,
20206051,17,-13.55,28.67,20,1,1150,2016-11-14,,,,
20206052,16,-13.45,28.68,5,0.25,300,2015-11-02,,,,
20206052,17,-13.45,28.68,7,0.5,900,2016-11-07,,,,
