"assignment_id","worker_id","status","name","max_assignments","mapped_count"
"3SEPORI8WNZKSAC5O8I44IP5TATAZ9","A2JOR5PFVZGCST","Approved","ZM0676330",20,20
"382M9COHEHF6WOZ7YQLIJ90HC8SUEH","A2HGAQ9WOEU9PN","Approved","ZM0676330",20,20
"33IZTU6J811ZNBYK4QGASX307HNXSI","A2POACRR0JSC1N","Approved","ZM0676330",20,20
"3HUTX6F6VUNJO33U9KE8I2Z3XJQO28","AUW6U0UX2VC7Q","Approved","ZM0676330",20,20
"3JZQSN0I3QAFXKY89WG7XCKQF1IFGA","AZ4NM6ZXTGT0","Approved","ZM0676330",20,20
"3VHHR074H3HI4JX324FBMCCHDUML7J","A1XVZCQ983ETMR","Untrusted","ZM0676330",20,20
"3RXPCZQMQPBO75402X1M8AGWESA1G8","A2IA303OT5BBX0","Untrusted","ZM0676330",20,20
"317HQ483I7S5H3HKX8ZNQT6FW6ANIX","A2S96ZZ70YFPSK","Approved","ZM0676330",20,20
"3Q8GYXHFEP2AEBPE1Y7FL98YSGT5CQ","A2BA9Y6VGW6WS1","Approved","ZM0676330",20,20
"32SVAV9L3F9J7H5C31NV0HKQEHLA37","A1909MOQZUXZZ5","Approved","ZM0676330",20,20
"3H7XDTSHKCRH86K3ZLQ7106QA60GW5","A8ENEFD0CI4R","Approved","ZM0676330",20,20
"3RANCT1ZVFH8PLNNOZJSI1UW9DYUB4","A3JZS32RQUWGJM","Approved","ZM0676330",20,20
"3MHW492WW0D4LRGKKEJ6S379ZJCMVB","A1WWO6GOW6NQY9","Untrusted","ZM0676330",20,20
"30IQTZXKAK6ZM2E8VOXQIRXHCRQX0L","A2Q1YS118AO2BP","Approved","ZM0676330",20,20
"39RP059MEHTPCDIEFXS6RRD2WS5MBG","ADLYO655RWJUI","Approved","ZM0676330",20,20
"3HWRJOOET52QHB739LQI48ITRE3ESN","A2EOOF9D135HQ1","Approved","ZM0676330",20,20
"3SNLUL3WO4NK2U9ZFC8MW4Q1L8SUL9","A8KHWKKGAGOH0","Approved","ZM0676330",20,20
"3MYYFCXHJ375Z41JPFKO68NZQEP4GX","A1RILUP7EBYOQ1","Approved","ZM0676330",20,20
"3GU1KF0O4I1VXGFR7DKY8V7X2YTBPH","A18T67NDI2JK5Y","Untrusted","ZM0676330",20,20
"3EKVH9QMEY4SK6C5JB0S78N4T7U2D4","A3BZVFD82AVLT8","Approved","ZM0676330",20,20
"34S6N1K2ZVJFX83FFD1NDP1BSRHLH9","A2IMMQ5AS3ZK78","Approved","ZM0712333",1,20
"3ZAK8W07I4E75YKDQJM3YKYDEZD0UC","AUW6U0UX2VC7Q","Approved","ZM0710754",3,20
"3R2PKQ87NW8ZZLWKL7KNDEHFN7RMI1","A1QPMZNGV4BGY1","Approved","ZM0710754",3,20
"3IGI0VL647KFDPSNV3CSAQ21469NO6","A1RILUP7EBYOQ1","Approved","ZM0710754",3,20
"3QILPRALQ5VCSX57OMNWD4C1UL48NW","A1LZWU72K42V92","Approved","ZM0698639",3,20
"39K0FND3AHFKT3DM9JSAWGTWFJXAM5","A18TCR555RWUZV","Untrusted","ZM0698639",3,20
"3ND9UOO81K2XUYY4ACNNESBY76ZLWW","A2S96ZZ70YFPSK","Approved","ZM0698639",3,20
"3UOUJI6MTDEF2OQOTVBA7YLOOU6XUO","A1HWI4N1RJGKYY","Approved","ZM0663776",20,20
"30OG32W0SUBT1YFY1P9W5E8N0S1EN3","A3UYPGEKV45VZ6","Approved","ZM0663776",20,20
"3Q5ZZ9ZEVOF828Z1KMRAJNCFY4D58F","A2Q1YS118AO2BP","Approved","ZM0663776",20,20
"3ZPPDN2SLVW8CWB40FQRNDD3V339EI","ASDTK1Y941LAI","Approved","ZM0663776",20,20
"33CID57104T030WG0SCL9V0148Z3LN","A3GLMBZSG3VU4P","Approved","ZM0663776",20,20
"3PEIJLRY6TTSUSFTOVQBPM6L9A4XWA","A19UBZFVUWL1ES","Approved","ZM0663776",20,20
"3YWRV122CSZPNNPGLNZIRZ4VXMP8UL","ALJMDVY95Y5G4","Approved","ZM0663776",20,20
"32N49TQG3GI3JQ7VNBT1JCC91HAAVS","AI39WUF9N0XJ9","Approved","ZM0663776",20,20
"3SPJ0334213VOD54MSTYJAJM9L7YJ6","A1RILUP7EBYOQ1","Approved","ZM0663776",20,20
"3AMYWKA6YBM764MVWMQB8FGF95QO6H","A1NM7ZPZ3NH412","Approved","ZM0663776",20,20
"3QRYMNZ7FYHVQHXVRKYR408O33UTNG","A2KYR3GRQT2EL0","Approved","ZM0663776",20,20
"36W0OB37HWEZ2XKJUESWL4C92NBZHX","A21ZAMU19VL465","Approved","ZM0663776",20,20
"3TE3O857308MLGVA1CVCCX484OY2RF","A74DP08JDBH37","Approved","ZM0663776",20,20
"308Q0PEVB8DKS1DQWYGI8SBVNYQI9K","A8ENEFD0CI4R","Approved","ZM0663776",20,20
"3AZHRG4CU4KN647UBZQ2BB8D1C130V","ADLYO655RWJUI","Approved","ZM0663776",20,20
"3R08VXYT7CVYFD926IMDVNTX7J77WB","A194E79BDFEZIU","Approved","ZM0663776",20,20
"3D3VGR7TA0FB6YRT5C9HV790A2GR3X","A2HZQUFSD3ACSI","Approved","ZM0663776",20,20
"3OLF68YTN91ENTL5NWOX1Q9NDPMAF8","A1909MOQZUXZZ5","Approved","ZM0663776",20,20
"3K5TEWLKGVBIP8QTZZLE0A0SERKIVD","A2BA9Y6VGW6WS1","Untrusted","ZM0663776",20,20
"3KAKFY4PGU2YDZOAFPF8HF89NL93IB","A3UWM3KJYEL5XU","Untrusted","ZM0663776",20,20
"34FNN24DCM9NHEQJXQP4I00HX7Y5YT","A1K0C7QDBNOE4P","Approved","ZM0391764",1,20
"3RXCAC0YIRP6I5OL1IA1NK34OPK8GH","A1RILUP7EBYOQ1","Approved","ZM0450521",20,20
"3TS1AR6UQQEW4RN7GTCDRZ7XCQNF7B","A1NM7ZPZ3NH412","Approved","ZM0450521",20,20
"3QFUFYSY9YFZL45OEVE6ONNNLO2F4W","A2BA9Y6VGW6WS1","Approved","ZM0450521",20,20
"3D4CH1LGEAT6WA7V6AGFNGYF8VM9GR","A2KYR3GRQT2EL0","Approved","ZM0450521",20,20
"34J10VATJFYQK0UCD0R4UN1KX9LQIR","A2EHMNTQW3FAUC","Approved","ZM0450521",20,20
"3J2UYBXQQLCM3NUCU1O0IEKXBE306K","A21I4DTJGWJYQJ","Approved","ZM0450521",20,20
"3X87C8JFV6BFEEX8ICLIYP7767ZQSV","A2HZQUFSD3ACSI","Approved","ZM0450521",20,20
"3TEM0PF1Q5XLOW9R4OWEOKUPS0VD0U","A2AN4KMLRLLRVM","Untrusted","ZM0450521",20,20
"3C6FJU71TQT42TGYYRXCQCSXQD5YUQ","A2Q1YS118AO2BP","Approved","ZM0450521",20,20
"39ZSFO5CA8WE74LZCRW9GPD9D9BJUW","ADLYO655RWJUI","Approved","ZM0450521",20,20
"3RGU30DZTA8VUWGQ3P5NPFWF0OMMJN","A3PJ51GS2AKBO6","Untrusted","ZM0450521",20,20
"3AUQQEL7U5T7ID9DV9W8U60WS8SV06","A8ENEFD0CI4R","Approved","ZM0450521",20,20
"3O7L7BFSHEP1NX4749W406C6E7GEIO","AZ4NM6ZXTGT0","Approved","ZM0450521",20,20
"3HUTX6F6VUNJO33U9KE8I2Z3TDQ2O6","A27PVIL93ZMY46","Approved","ZM0450521",20,20
"37XITHEISW9ZJYNCY5KIOADUGSACRN","A3V1ZYXBJYCIIE","Approved","ZM0450521",20,20
"3R6BYFZZP7CQJ6TYY6GBLYKLEL1XFR","A1K0C7QDBNOE4P","Untrusted","ZM0450521",20,20
"3PM8NZGV8YGNAVJ7CMR5XXOZLN9XQK","A3PT813GVSQMRY","Approved","ZM0450521",20,20
"37QW5D2ZRGM98AXCWI4ICYM7DCB8SN","A3MZLFTQM5XWK","Approved","ZM0450521",20,20
"3VP0C6EFSGWJ611JJ6BYGBRAFWO6MG","ALJMDVY95Y5G4","Approved","ZM0450521",20,20
"3GGAI1SQEVY8MIAKTXO12BJKBH0CMD","A3PRZRK9IC5CBI","Approved","ZM0450521",20,20
"3COPXFW7XBCWQJJLDQXR7YQNJR4KP4","A25UOYTF2NCR6R","Approved","ZM0677718",20,20
"3SITXWYCNV906PHIT4UF28T0YW6BX1","A2Q1YS118AO2BP","Approved","ZM0677718",20,20
"3I33IC7ZWF2UMZ9TZ19QH7FY35L2AN","A1UI059YV3XH73","Approved","ZM0677718",20,20
"3LQ8PUHQFLSD77V9UA4AL99J6XKIH4","A2S96ZZ70YFPSK","Approved","ZM0677718",20,20
"3PPTZCWALQKCFQJMD4FQUI4ATY2ZQ0","AZ4NM6ZXTGT0","Approved","ZM0677718",20,20
"3VW04L3ZLT67JSKJY0MXR5KSI1OXXV","A2KYR3GRQT2EL0","Approved","ZM0677718",20,20
"31EUONYN2V3SLU1WXUYJK7WEQNGVOS","A34WAR0H85FL2K","Approved","ZM0677718",20,20
"3RKNTXVS3MY4PDOG3FSEAMCWOMMA43","AYD2LKV6C5F2S","Untrusted","ZM0677718",20,20
"3A1PQ49WVHH271ZBM3J4TASXPZ91H3","A11T4227GSO6EP","Approved","ZM0677718",20,20
"3I02618YA06ATFOX741TDLZLMOTPUA","A7TP8TTJ88Y0R","Approved","ZM0677718",20,20
"3BQU611VFPKRH0KNS4A5VZCS40299B","A2RMJNF6IPI42F","Approved","ZM0677718",20,20
"3URFVVM165I47JQ3UDZV4J1ZWQXUZ3","AEJMW2LLLCVFI","Approved","ZM0677718",20,20
"3MMN5BL1WZ4K9IE104D098FQ49SM33","A19LTHK3TA57SF","Untrusted","ZM0677718",20,20
"3X1FV8S5JXR4THKY9BLBFYNCZ8PVGJ","A1RILUP7EBYOQ1","Approved","ZM0677718",20,20
"3VFJCI1K4ZZC0A3H0RG1E1Y9E2QRG0","A28X2NG8D49AI5","Approved","ZM0677718",20,20
"3J2UYBXQQLCM3NUCU1O0IEKXBZE061","AUW6U0UX2VC7Q","Approved","ZM0677718",20,20
"33UKMF9319KTLU2FOGK3DZEGSK6TT5","A2SYGP6A5GN4S3","Approved","ZM0677718",20,20
"3U5JL4WY5K9GLQW9EPKSUUNUPHEX4X","A3UYPGEKV45VZ6","Approved","ZM0677718",20,20
"32VNZTT0A74WOUAX5QE05C16O204RJ","AI39WUF9N0XJ9","Approved","ZM0677718",20,20
"34BBWHLWHABV4XQYP9QAMCJ6L6EIWR","ADAOQ0P8AKDID","Approved","ZM0677718",20,20
"3QJOXOW4XJRNJGUYPOUWSZJNVSQMEQ","A1UI059YV3XH73","Approved","ZM0663794",20,20
"39O5D9O87TS70W2ANFJM6CAEAP9C3K","A3PJ51GS2AKBO6","Approved","ZM0663794",20,20
"3SUWZRL0MYDLUD9628NF33M15STE6Q","A2S96ZZ70YFPSK","Approved","ZM0663794",20,20
"3XIQGXAUMC8D4DESGNIZX674GB0X7X","A11T4227GSO6EP","Approved","ZM0663794",20,20
"3JMSRU9HQIU693O73GVNFV20MN1VEJ","A2W1C5PDHUF25O","Approved","ZM0663794",20,20
"31Z0PCVWUKF6NW58BDH283MY3H0T72","A2Q1YS118AO2BP","Approved","ZM0663794",20,20
"3LQ8PUHQFLSD77V9UA4AL99J649IH7","A2EOOF9D135HQ1","Approved","ZM0663794",20,20
"3IFS6Q0HJIJ2XG9P54G9PNGLFG8ISC","AEJO933AJ3ZZH","Approved","ZM0663794",20,20
"3DI28L7YXAEQNR89W2BY87VKXNK1EY","A34DWBBWZRLO1X","Approved","ZM0663794",20,20
"3Z3ZLGNNSIUBUXCTSXKHQHZVEB2Q39","APDZX0GWOK1GG","Approved","ZM0663794",20,20
"3R2PKQ87NW8ZZLWKL7KNDEHFNSCIMO","ADLYO655RWJUI","Approved","ZM0663794",20,20
"3WEV0KO0OMSLP5T3DQFYYQ08NCVDS2","A1686OU0K6B1D5","Untrusted","ZM0663794",20,20
"3Y5140Z9DXG5KOTXDNCFUIBASY8IP7","A3TK9GIX5SL4UQ","Untrusted","ZM0663794",20,20
"3LBXNTKX0RVHIW2LVKGJB2YAB7UX9R","A3PRZRK9IC5CBI","Approved","ZM0663794",20,20
"3SNVL38CI4SDWUAH8LBLNYRGLKLCK3","A2OW0LUTGOJI6J","Approved","ZM0663794",20,20
"31T4R4OBOSGP1F3XPRMCJTMUF02C7E","A161I6SGXNY96M","Untrusted","ZM0663794",20,20
"3N1FSUEFL502NKRSNPJG0NK29YTD40","A74DP08JDBH37","Approved","ZM0663794",20,20
"386CSBG1OZMARGZBBZIFXKBFO556Q2","A1V6P1ZE6Q8YEW","Approved","ZM0663794",20,20
"3GS6S824SQXNIY1PMP32RKFN7WJNW5","A1EQ2HDHF2WWSY","Approved","ZM0663794",20,20
"3G5W44VEU7IQD6QMA774DPCVJE3KGF","A08713333G059I6B3STS6","Approved","ZM0663794",20,20
"3DI28L7YXAEQNR89W2BY87VKXZ51E7","A2S96ZZ70YFPSK","Approved","ZM0709630",20,20
"3M1CVSFP605BEIBE1CZRDPD1KWCAQT","A1XVZCQ983ETMR","Approved","ZM0709630",20,20
"35DR22AR5DKV3UD5EBF9KPVOBP93XP","A1UI059YV3XH73","Approved","ZM0709630",20,20
"32UTUBMZ7GW820CNTPTXENWFJ7VVBO","A2D3LPWOOP4G7X","Approved","ZM0709630",20,20
"3JWH6J9I9SDVUV3ERY764622X4XNB3","A2HZQUFSD3ACSI","Approved","ZM0709630",20,20
"3HYA4D452RJPIQQ1AHVIV8QP1792FK","A1NM7ZPZ3NH412","Approved","ZM0709630",20,20
"326O153BMIYKFMOLCVVT99WTMXGEDK","A5KZLEGBMV0DY","Approved","ZM0709630",20,20
"3GS6S824SQXNIY1PMP32RKFN767WNM","AEJMW2LLLCVFI","Approved","ZM0709630",20,20
"3DEL4X4EL6LWJXAT3W8ZAJR1KSNXYC","A2BA9Y6VGW6WS1","Approved","ZM0709630",20,20
"37QW5D2ZRGM98AXCWI4ICYM7CYSS8V","AEJO933AJ3ZZH","Approved","ZM0709630",20,20
"338JKRMM26ZY1PCBIMCX4BL0TBFHA7","A2POACRR0JSC1N","Approved","ZM0709630",20,20
"38BQUHLA9W09V77NJ2XSXBD1ZFNMOR","A2IMMQ5AS3ZK78","Approved","ZM0709630",20,20
"3PH3VY7DJLXHZNF8PDEWM7MWHLGZW9","A34DWBBWZRLO1X","Approved","ZM0709630",20,20
"3L2IS5HSFAIAQUCKRPO19WUQMRXUNO","A1FP3SH704X01V","Approved","ZM0709630",20,20
"3SUWZRL0MYDLUD9628NF33M15DHE6K","A1SRF7085UM3HI","Approved","ZM0709630",20,20
"3I33IC7ZWF2UMZ9TZ19QH7FY4TL2A0","AYFAOYFBISRF3","Approved","ZM0709630",20,20
"3QJOXOW4XJRNJGUYPOUWSZJNVDDEMB","A28X2NG8D49AI5","Approved","ZM0709630",20,20
"3GNA64GUZE4E8CZX6G8A5EXFSMHQ5H","A3UE459HVZC0FF","Approved","ZM0709630",20,20
"3IOEN3P9S7JMACFUQKS0WJ37G5661O","A38NN4RC5YR6ZR","Approved","ZM0709630",20,20
"317HQ483I7S5H3HKX8ZNQT6FSXEINA","A2K56J9POYUFCA","Approved","ZM0709630",20,20
"3ERET4BTVM9BYW3EW11UL8Q8KNTK9M","A1LZWU72K42V92","Approved","ZM0663074",3,20
"3HFNH7HEMHECO9OHNCR19BO4N6FQGA","A2I960JYUZ8KAV","Approved","ZM0663074",3,20
"3IO1LGZLK9X4LCZFP51FBTQFZMR68E","A1JV64BL3WCK0G","Approved","ZM0663074",3,20
"336KAV9KYQSVIH7WF7N6KTX57DD2YL","A1NM7ZPZ3NH412","Approved","ZM0726311",20,20
"3YOH7BII0979V3GHZ26QDQF56WZKVI","A1XVZCQ983ETMR","Approved","ZM0726311",20,20
"3AQF3RZ558ID0R92XJ7LLL71H7R6FB","A08713333G059I6B3STS6","Approved","ZM0726311",20,20
"3N4BPTXIO8S9IORHUCWLH4DMSPTKUW","A20MX2GRMYZ3BO","Approved","ZM0726311",20,20
"3GGAI1SQEVY8MIAKTXO12BJKAU3MCF","A2HGAQ9WOEU9PN","Approved","ZM0726311",20,20
"3IAS3U3I0FGZ59EL5F9MCIZ4M4MB26","A1RILUP7EBYOQ1","Approved","ZM0726311",20,20
"3Y5140Z9DXG5KOTXDNCFUIBAS52IPF","AEJMW2LLLCVFI","Approved","ZM0726311",20,20
"35DR22AR5DKV3UD5EBF9KPVOBMLX3P","ARIY7R4C3ZUIO","Approved","ZM0726311",20,20
"3Y54SXRO1LL8L7H4OLADIV0IB32TUV","ADLYO655RWJUI","Approved","ZM0726311",20,20
"33F859I566D3KZH3O0CTZM56BP9BHX","A3PRZRK9IC5CBI","Approved","ZM0726311",20,20
"3VSOLARPKB952YV7BV9V4M964K193R","A3P0LQCNIXWOVJ","Approved","ZM0726311",20,20
"3EG49X351UCU0D0NXDD7RS78LFG6X1","A2DKR8JVBPWELP","Approved","ZM0726311",20,20
"3JNQLM5FT4MBII0XWSYGQLV9Y152LV","A3TK9GIX5SL4UQ","Approved","ZM0726311",20,20
"3L4D84MILZS92IFFCSPAXAOJJVRJH1","ALJMDVY95Y5G4","Approved","ZM0726311",20,20
"3QHK8ZVMIMI56V0TFLRRREYDS9IBLA","A3V1ZYXBJYCIIE","Approved","ZM0726311",20,20
"3KXIR214I4GFKATCQ0ZZ44TYCIH42H","AEJO933AJ3ZZH","Approved","ZM0726311",20,20
"3OJSZ2ATDSW42UUIAHZ45NGKNUT57Y","AYFAOYFBISRF3","Untrusted","ZM0726311",20,20
"3EFE17QCRC521LY5ZMYOPBF6FHOSHG","A2SBN9B6Q3DN2X","Approved","ZM0726311",20,20
"38BQUHLA9W09V77NJ2XSXBD1ZFOOMU","AUW6U0UX2VC7Q","Approved","ZM0726311",20,20
"336YQZE83VENNX15EN1TO5DAJXNM5I","A3MZLFTQM5XWK","Approved","ZM0726311",20,20
"3MTMREQS4VIGYF70DLYX5EVNDDAAWF","ADLYO655RWJUI","Approved","ZM0676329",20,20
"3OE22WJIGIOVTRPC7HGIDQPVWFNUQ9","A1XVZCQ983ETMR","Approved","ZM0676329",20,20
"3DY4FPOOA1OVI7TCPMFNE21J685RV3","A1RILUP7EBYOQ1","Approved","ZM0676329",20,20
"3CTOC39K37QC9T93ZJ3Y6XZPA9AJ7H","A1DE0J98KFXN0Z","Approved","ZM0676329",20,20
"3NG53N1RLVJCVIHK410OHTHWUSMP8A","A3VE5OH94HYHET","Approved","ZM0676329",20,20
"33TIN5LC04A6I1SV0G2LUG5JI39Y94","AEJMW2LLLCVFI","Approved","ZM0676329",20,20
"3VNL7UK1XFJJ2PKETWFEWVZF60TTFB","A2Q1YS118AO2BP","Approved","ZM0676329",20,20
"3DL65MZB8DFAAUI7CZ0IP3EB6DJEC0","A3V1ZYXBJYCIIE","Approved","ZM0676329",20,20
"3SITXWYCNV906PHIT4UF28T04YUXBL","A2POACRR0JSC1N","Approved","ZM0676329",20,20
"354GIDR5ZB6RPC8XSC8J9DA63NK00F","A2X865QLB42XYL","Approved","ZM0676329",20,20
"35GCEFQ6I5OK8PDKFT3UHABZO6WZ3A","A2HGAQ9WOEU9PN","Approved","ZM0676329",20,20
"36AHBNMV1RCILR5CCW7NGCO99QXDYD","A1HGC1W5EWXUYS","Untrusted","ZM0676329",20,20
"3QY7M81QH7M7KDFLH43A7CZ2P0N7KL","ATMQRDBW7WM1Z","Approved","ZM0676329",20,20
"3DUZQ9U6SMO7JMTP4BFS4C6FSCUSV2","A2RMJNF6IPI42F","Approved","ZM0676329",20,20
"3HMIGG0U4L664W9LVOW7UKA8YZU8YW","A21I4DTJGWJYQJ","Approved","ZM0676329",20,20
"3WYP994K17RJ0IQX29Z9A6EHS5AY68","A16FVD94WDZNAS","Approved","ZM0676329",20,20
"3YHH42UU5BF4M8XJH5U27X2U6NIL00","A1QPMZNGV4BGY1","Approved","ZM0676329",20,20
"3PH3VY7DJLXHZNF8PDEWM7MWM19WZ0","A21ZAMU19VL465","Approved","ZM0676329",20,20
"3E337GFOL98RLCBP7KZK5HTZIWUNGO","A296GTDGYGKYV7","Approved","ZM0676329",20,20
"39ASUFLU6X7YDST23VW53GZL7PCXEE","AL83KKXUORS9Y","Approved","ZM0663093",4,20
"3FPRZHYEPY73Z58AEWERW4Y30PEV3I","ANVXAMUEBGV8N","Untrusted","ZM0663093",4,20
"3A9AA95ATWMT80YI63TL5975SX4P5H","A252Z0ZJ7PF59Q","Approved","ZM0663093",4,20
"30BXRYBRP4XV82FEJR8PM0IRQ3YHWL","A1HKYY6XI2OHO1","Approved","ZM0663093",4,20
"3FDJT1UU748SX912TBOD9SL6YUC5KO","AOIR8V07FYMH5","Approved","ZM0711276",20,19
"369J354OFDAJER5X83D3367DN87G6D","A11BIQ0QEUK0UV","Approved","ZM0711276",20,19
"3FQ5JJ512LOWNY78XBKZ39LSPFHNK1","A2Q1YS118AO2BP","Approved","ZM0711276",20,19
"308Q0PEVB8DKS1DQWYGI8SBVSMG9II","A2QDZ33613QLPI","Untrusted","ZM0711276",20,19
"3HYA4D452RJPIQQ1AHVIV8QP6PNF2G","A1DE0J98KFXN0Z","Approved","ZM0711276",20,19
"39K0FND3AHFKT3DM9JSAWGTWFETMA3","A3VE5OH94HYHET","Approved","ZM0711276",20,19
"3FIJLY1B6U4LAXR7CF6URLYIHZLPFJ","A3SE1TO20F8RJ9","Untrusted","ZM0711276",20,19
"3LBXNTKX0RVHIW2LVKGJB2YAG00X9O","A2XOKJX2IPLOA8","Untrusted","ZM0711276",20,19
"3R08VXYT7CVYFD926IMDVNTXC81W7D","AUYEET1SC50YU","Approved","ZM0711276",20,19
"3PMBY0YE273TFYRQ4OKWXPD0FIF9C1","ADLYO655RWJUI","Approved","ZM0711276",20,19
"3IAS3U3I0FGZ59EL5F9MCIZ4RR6B25","AALXMK1UP1DIK","Untrusted","ZM0711276",20,19
"34S6N1K2ZVJFX83FFD1NDP1BS45LHN","A3IVMLE5FNMO6B","Approved","ZM0711276",20,19
"37ZHEEHM6WM1OF7EWYBBQQI0EFJ73U","AYFAOYFBISRF3","Approved","ZM0711276",20,19
"3NKQQ8O39Y514IL72VAYDRIWD37UDJ","A321AGEY23DDEH","Approved","ZM0711276",20,19
"3L4PIM1GQTGCM1OHUX27L15DOS9RYK","A2S96ZZ70YFPSK","Approved","ZM0711276",20,19
"3E4GGUZ1T8R0YCIFBSMFBLIUELV2KW","A22T69YW4WUANF","Approved","ZM0711276",20,19
"3KAKFY4PGU2YDZOAFPF8HF89SWEI3M","A2SJL3P54NDBMQ","Untrusted","ZM0711276",20,19
"3QJOXOW4XJRNJGUYPOUWSZJN0T1EM0","AJXIC6Q5EM76P","Approved","ZM0711276",20,19
"3UXUOQ9OKEX1806Z5DQLDYW6K24A7C","ALY6JTDRJKD92","Approved","ZM0711276",20,19
"3LUY3GC63Z08V4C1UW8I3TL1JB3P7G","A18ZUFGMNOVI2Y","Approved","ZM0711276",20,19
"3WR9XG3T63BM6BQIWCGU0VA6SFD74D","A2S96ZZ70YFPSK","Approved","ZM0713988",20,20
"33NF62TLXJ2048GNIDS7A24BGW5JKO","A2Q1YS118AO2BP","Approved","ZM0713988",20,20
"3QY5DC2MXRKY22Z3T15O1RLHPGMFUE","AYFAOYFBISRF3","Approved","ZM0713988",20,20
"3TE3O857308MLGVA1CVCCX489DIR27","A3IRHGHJ3N24YI","Approved","ZM0713988",20,20
"3BEFOD78W6T5REX50IIJJD7WN4K4MX","A1IYFXLF8HPO0G","Approved","ZM0713988",20,20
"3HMIGG0U4L664W9LVOW7UKA8Y0V8YZ","A1HWI4N1RJGKYY","Untrusted","ZM0713988",20,20
"3PS7W85Z8Z2A1FT1QAFMMZD435Y9T5","A2ZV96GRXVSXK4","Approved","ZM0713988",20,20
"33C7UALJVLY9EQYIJZPYGXZYRGP816","A11BIQ0QEUK0UV","Approved","ZM0713988",20,20
"3EJJQNKU9R5Q06YSKXYJZ1AAYXARH1","A5KZLEGBMV0DY","Approved","ZM0713988",20,20
"3IO1LGZLK9X4LCZFP51FBTQFZR6865","AK0Y6OITL7VGX","Approved","ZM0713988",20,20
"3WQQ9FUS6AUAROGALWINM9C7DSJB8V","AT2RJPFT9OW4S","Approved","ZM0713988",20,20
"39JEC7537U1RC54T7PPSP72X6BLVCS","A3RYI5HXC2MJLN","Untrusted","ZM0713988",20,20
"35H6S234SA0LYUGDR7UCZ9GOX1C567","ADLYO655RWJUI","Approved","ZM0713988",20,20
"3JWH6J9I9SDVUV3ERY7646222NMNBZ","AYD2LKV6C5F2S","Untrusted","ZM0713988",20,20
"3SB4CE2TJVVVNFCQNQUJ7X9UMJBAXB","A1XP14PLL14EVI","Approved","ZM0713988",20,20
"3OE22WJIGIOVTRPC7HGIDQPVWJLQUB","A2LWZITZJ1CC43","Approved","ZM0713988",20,20
"3KGTPGBS6XLE18NR56QHH8RSGDH2UJ","A2ISTNRL26YN9F","Approved","ZM0713988",20,20
"3TMFV4NEP8E2FRELGNEJ9NPSNTKW8F","A8KHWKKGAGOH0","Approved","ZM0713988",20,20
"34QN5IT0TZR971D0NGLY2SGOMO780R","AF8UNUWWF7RPW","Approved","ZM0713988",20,20
"3K4J6M3CXETK1TH0YGUFJB9ZJS5AG7","A03922113RU44GENR8ATX","Approved","ZM0713988",20,20
"32XVDSJFPZXVO0IIW4ZVQYAY2LKM24","ADLYO655RWJUI","Approved","ZM0639752",20,20
"388U7OUMF71FP6SWMPRYT9BTBB8R0O","A2S96ZZ70YFPSK","Approved","ZM0639752",20,20
"33C7UALJVLY9EQYIJZPYGXZYQBQ81W","ARIY7R4C3ZUIO","Approved","ZM0639752",20,20
"3TXWC2NHNZQ9MFGM1AAWCUHI0HXS91","A2M9MD6AHXVT54","Approved","ZM0639752",20,20
"333U7HK6I9FSQ2ADQW6K6P9LVJ1JDV","A1XVZCQ983ETMR","Approved","ZM0639752",20,20
"3AAPLD8UCCH3GLBKOM3EZGBSLDHHT3","ALY6JTDRJKD92","Approved","ZM0639752",20,20
"3NJM2BJS4W6E7L7XLDGTJFDFJI4PCA","A2HZQUFSD3ACSI","Approved","ZM0639752",20,20
"3AMYWKA6YBM764MVWMQB8FGFDRY6OJ","A27PVIL93ZMY46","Approved","ZM0639752",20,20
"3WEV0KO0OMSLP5T3DQFYYQ08R2WSD2","A7TP8TTJ88Y0R","Approved","ZM0639752",20,20
"317HQ483I7S5H3HKX8ZNQT6FX93NIX","A2RMJNF6IPI42F","Approved","ZM0639752",20,20
"3XCC1ODXDLB3DZXV3NLD8F2BPGEQRW","A2Q1YS118AO2BP","Approved","ZM0639752",20,20
"3WJ1OXY92AG58EBIFIIRRYS1V668AX","A2HGAQ9WOEU9PN","Approved","ZM0639752",20,20
"384PI804XS1RQLS91ER3JJGPYEFS04","A16H809DRDT4B9","Untrusted","ZM0639752",20,20
"32RIADZISS48P9AAKFE5VM62FQXS4M","AEJMW2LLLCVFI","Approved","ZM0639752",20,20
"3VBEN272MKZO1P3UFGG64B355V7GSY","A18T67NDI2JK5Y","Untrusted","ZM0639752",20,20
"3SNVL38CI4SDWUAH8LBLNYRGQ93KCC","A3MZLFTQM5XWK","Approved","ZM0639752",20,20
"3SEPORI8WNZKSAC5O8I44IP5UFYZAE","A2EHMNTQW3FAUC","Approved","ZM0639752",20,20
"3G0WWMR1UVKIY153AG4WZVX1NI8NQL","A1SL65Z68BK1UT","Approved","ZM0639752",20,20
"3H8DHMCCW9BN1MGV8H6W749YBAVKDU","A25UOYTF2NCR6R","Approved","ZM0639752",20,20
"32Z9ZLUT1LKN3T6CS5HF5655N72OHV","A2X865QLB42XYL","Approved","ZM0639752",20,20
