names,lat,lon,seed,plot,harv,pd1,pd2,pd3,pd4,pd5
10118011,-13.96,29.43,10,0.4,1000,2015-12-13,,,,
10118012,-13.96,29.38,5,0.25,350,2015-12-24,,,,
10118013,-13.96,29.41,15,1.2,450,2015-11-02,,,,
10118014,-13.99,29.45,30,1,750,2015-11-08,2015-12-13,,,
10118015,-13.96,29.42,10,0.4,350,2015-12-24,,,,
10118016,-13.57,29.9,5,0.25,50,2015-12-24,,,,
10118017,-13.95,29.4,40,1.2,9350,2015-12-06,,,,
10118018,-13.96,29.42,15,0.6,2500,2015-11-08,,,,
10118019,-14,29.45,10,0.5,1100,2015-11-02,,,,
10118020,-13.96,29.38,10,0.5,1250,2015-12-06,,,,
10118021,-13.96,29.41,62.5,0.7,1200,2015-12-01,2015-12-13,,,
10118022,-13.95,29.4,0,0,0,,,,,
10118023,-13.96,29.42,25,1,1500,2015-11-02,2015-11-24,,,
10118024,-13.96,29.38,0,0,0,,,,,
10118025,-14,29.45,10,1,750,2015-12-01,,,,
10118026,-13.95,29.4,10,0.4,100,2015-12-01,,,,
10132001,-15.41,27.08,155,9.5,13500,2015-12-01,2015-12-06,2016-01-04,,
10132002,-15.41,27.08,70,3.5,3000,2015-12-06,2015-12-24,,,
10134001,-13.59,29.58,20,1,2150,2015-12-13,,,,
10134002,-13.58,29.58,10,0.5,685,2015-12-24,,,,
10134003,-13.58,29.57,5,0.25,50,2015-12-24,,,,
10134004,-13.59,29.58,2,0.125,200,2015-11-08,,,,
10134005,-13.58,29.59,2,0.2,450,2015-12-24,,,,
10134006,-13.58,29.57,0,0,0,,,,,
10134007,-14.59,29.58,5,0.2,250,2015-12-13,,,,
10134008,-13.58,29.57,0,0,0,,,,,
10134009,-13.59,29.58,5,0.25,400,2015-12-01,,,,
10134010,-13.59,29.58,10,0.4,1850,2015-12-13,,,,
10134011,-13.59,29.59,10,0.4,1100,2015-12-06,,,,
10134012,-13.59,29.58,10,0.5,400,2015-11-02,,,,
10134013,-13.59,29.58,10,0.4,1500,2015-11-08,,,,
10134014,-13.59,29.58,2,0.0625,200,2015-12-06,,,,
10134015,-13.58,29.58,10,0.4,450,2015-12-24,,,,
10134016,-13.58,29.57,5,0.25,60,2015-12-01,,,,
10134017,-13.59,29.58,5,0.5,1250,2015-11-24,,,,
10134018,-13.58,29.56,5,0.25,100,2015-12-01,,,,
10134019,-13.59,29.58,10,0.25,450,2015-12-01,,,,
10134020,-13.59,29.58,5,0.25,0,2015-11-08,,,,
10134021,-13.59,29.58,10,0.375,650,2015-11-15,,,,
10134022,-13.58,29.57,20,1,1500,2015-11-24,,,,
10134023,-13.59,29.58,5,0.25,0,2015-12-06,,,,
10136001,-13.73,29.06,10,0.5,1400,2015-11-08,,,,
10136002,-13.73,29.05,10,0.4,500,2015-12-13,,,,
10136003,-13.73,29.07,40,2,655,2015-12-06,2016-01-04,,,
10136004,-13.73,29.06,20,1,850,2015-12-01,,,,
10136005,-13.73,29.07,10,0.5,1500,2015-12-01,,,,
10136006,-13.73,29.06,20,2,1500,2015-12-24,2015-12-24,,,
10136007,-13.73,29.05,10,0.4,430,2015-11-08,,,,
10136008,-13.73,29.06,15,0.75,400,2015-12-01,,,,
10136009,-13.73,29.07,10,0.5,250,2015-12-06,,,,
10136010,-13.73,29.06,0,0,0,,,,,
10136011,-13.73,29.06,0,0,0,,,,,
10136012,-13.73,29.06,25,1.5,0,2015-12-06,,,,
10136013,-13.73,29.06,5,0.2,250,2015-12-06,,,,
10136014,-13.74,29.07,10,0.25,200,2015-11-02,,,,
10136015,-13.73,29.05,15,0.6,950,2015-12-01,2015-12-24,,,
10136016,-13.73,29.06,10,0.5,500,2015-12-01,,,,
10136017,-13.73,29.06,10,0.4,1500,2015-12-01,,,,
10136018,-13.73,29.06,10,0.25,1500,2015-11-08,,,,
10136019,-13.74,29.07,7.5,0.4,400,2015-11-15,,,,
10136020,-13.73,29.06,10,0.5,900,2015-12-06,,,,
10136021,-13.73,29.04,20,1,1750,2015-11-24,2015-12-06,,,
10136022,-13.74,29.07,10,0.5,750,2015-12-13,,,,
10136023,-13.73,29.06,25,1.6,500,2015-10-26,,,,
10136024,-13.73,29.06,10,1,40,2015-12-01,,,,
10136025,-13.73,29.07,10,0.5,750,2015-12-06,,,,
10201001,-15.06,26.75,30,1.4,500,2015-12-01,2015-12-13,,,
10201002,-15.07,26.76,20,1,1750,2015-11-24,,,,
10201003,-15.07,26.75,35,1.25,2600,2015-11-08,2015-11-08,2015-12-06,,
10201004,-15.07,26.75,40,1.6,1220,2015-12-01,2015-12-06,,,
10201005,-15.08,25.74,20,1,1250,2015-12-01,,,,
10201006,-15.07,26.74,45,2.5,6600,2015-11-15,2015-12-13,,,
10201007,-15.06,26.75,30,1.4,1500,2015-11-02,2015-11-08,,,
10201008,-15.07,26.75,20,1,300,2015-12-06,2015-12-13,,,
10201009,-15.08,26.74,20,1,3900,2015-11-15,,,,
10201010,-15.07,26.75,10,0.5,1850,2016-01-04,,,,
10201011,-15.06,26.74,40,1.5,2950,2015-11-08,2015-12-06,2015-12-24,,
10201012,-15.08,26.74,0,0,0,,,,,
10201013,-15.06,26.75,110,5.4,5250,2015-11-02,2015-12-01,,,
10201014,-15.07,26.74,20,1.25,1000,2015-12-24,2015-12-13,,,
10201015,-15.07,26.74,10,0.5,890,2015-12-01,,,,
10201016,-15.08,26.76,20,0.8,3000,2015-11-08,2015-12-01,,,
10201017,-15.06,26.75,20,1,1500,2015-11-08,,,,
10201018,-15.07,26.75,8,0.5,140,2015-11-02,,,,
10201019,-15.07,26.74,60,5.25,7200,2015-11-08,2015-12-01,2015-12-01,2015-12-24,
10201020,-15.07,26.75,20,0.8,1200,2015-11-08,2015-11-08,,,
10201021,-15.06,26.76,110,4.4,14500,2015-11-08,2015-11-15,2015-12-01,2015-12-06,
10201022,-15.08,26.77,45,2.25,5400,2015-11-08,2015-12-01,2015-12-06,,
10201023,-15.07,26.74,20,0.8,310,2015-12-01,,,,
10208001,-14.35,26.92,20,1,1000,2015-12-06,2015-11-15,,,
10208002,-14.55,26.93,12,1,350,2015-12-01,2015-12-24,,,
10208003,-14.51,26.95,22.5,1,2200,2015-12-01,2015-11-24,,,
10208004,-14.51,26.95,50,2.5,5750,2015-11-08,2015-11-08,2015-12-01,2015-12-06,
10208005,-14.5,26.91,10.25,0.75,5000,2015-11-02,2015-11-08,2015-12-01,,
10208006,-14.52,26.93,10,0.5,0,2015-12-06,,,,
10208007,-14.55,26.93,29,1,1500,2015-11-24,,,,
10208008,-14.55,26.92,10,0.5,500,2015-11-24,,,,
10208009,-14.51,26.95,10,0.5,1700,2015-11-02,,,,
10208010,-14.52,26.93,40,0.75,750,2015-11-15,,,,
10208011,-14.55,26.93,20,0.75,1500,2015-12-13,2015-12-24,2016-01-04,,
10208012,-14.52,26.92,20,0.75,1200,2015-12-01,,,,
10208013,-14.51,26.95,15,0.75,1750,2015-12-13,,,,
10208014,-14.55,26.92,12,0.5,400,2015-11-08,,,,
10208015,-14.51,26.95,19,0.5,1500,2015-11-24,,,,
10208016,-14.51,26.95,15,0.5,1000,2015-11-15,,,,
10208017,-14.51,26.91,50,2,2000,2015-12-13,,,,
10208018,-14.55,26.93,10,0.5,450,2015-12-24,2016-01-11,,,
10208019,-14.55,26.92,20,0.5,450,2015-11-08,,,,
10208020,-14.52,29.92,10,0.5,500,2015-11-08,,,,
10228001,-15.19,27.34,170,8.5,8500,2015-12-01,2015-12-06,2015-12-13,,
10228002,-15.19,27.33,140,7,20600,2015-11-15,2015-12-06,2015-12-13,,
10228003,-15.21,27.35,15,10.5,5500,2015-12-06,2015-12-24,,,
10228004,-15.21,27.35,40,3,1500,2015-12-01,,,,
10228005,-15.23,27.35,19,0.5,750,2016-01-04,,,,
10228006,-15.21,27.35,100,5,2750,2015-12-06,2015-12-24,,,
10228007,-15.19,27.34,70,3.5,4500,2015-11-24,2015-12-01,2015-12-24,,
10228008,-15.19,27.33,65,4.5,3000,2015-12-06,2015-12-13,2015-12-13,,
10228009,-15.23,27.34,10,0.5,1000,2015-11-08,,,,
10228010,-15.21,27.35,45,2,2850,2015-12-01,2015-12-24,2015-12-01,,
10228011,-15.19,27.34,25,1.25,600,2015-12-01,,,,
10228012,-15.21,27.35,50,2.5,550,2015-12-24,2016-01-04,,,
10228013,-15.22,27.35,20,1,150,2015-12-06,,,,
10228014,-15.19,27.33,30,1,1250,2015-11-15,2016-01-04,,,
10228015,-15.22,27.35,100,5,5500,2016-01-18,2015-12-13,2015-12-13,,
10228016,-15.21,27.34,20,1,1500,2015-12-13,,,,
10228017,-15.21,27.36,25,1,1200,2015-12-01,2015-12-01,,,
10228018,-13.2,27.34,20,1,750,2015-11-08,,,,
10228019,-15.19,27.34,105,5.5,5750,2015-11-15,2015-12-24,,,
10228020,-15.21,27.36,25,1,2400,2015-12-06,2015-12-13,,,
10232001,-15.41,27.09,15,1,990,2015-12-06,,,,
10232002,-15.42,27.06,60,3,5500,2015-12-24,,,,
10232003,-15.4,27.08,100,5.2,6800,2015-11-24,,,,
10232004,-15.4,27.07,100,5.4,5600,2015-12-01,2015-12-13,2015-12-24,2016-01-04,2016-01-11
10232005,-15.41,27.09,10,0.5,630,2015-12-24,,,,
10232006,-15.42,27.06,30,1.5,800,2015-12-13,,,,
10232007,-15.41,27.08,80,5.25,7000,2015-12-13,2015-12-24,2015-12-06,2015-12-13,2015-12-06
10232008,-15.4,27.08,50,3.2,5900,2015-12-01,2015-12-01,,,
10232009,-15.41,27.08,60,3,5000,2015-12-06,2015-12-06,2015-12-06,,
10232010,-15.4,27.07,25,1,2750,2015-11-24,2015-12-01,,,
10232011,-15.42,27.06,30,1.25,3250,2015-12-01,2015-12-13,,,
10232012,-15.4,27.09,20,1.2,1300,2015-12-06,2015-12-06,,,
10232013,-15.4,27.08,20,1,1250,2016-01-04,,,,
10232014,-15.42,27.06,50,5,4500,2015-12-01,2015-12-24,,,
10232015,-15.41,27.08,20,1,1000,2015-12-01,2015-12-24,,,
10232016,-15.4,27.09,30,3.2,2500,2015-11-15,2016-01-04,,,
10232017,-15.4,27.08,30,2.8,4000,2015-12-01,2015-12-13,,,
10232018,-15.41,27.08,15,1,440,2015-12-06,,,,
10232019,-15.4,27.09,45,1.9,5250,2015-11-24,2015-11-24,2015-12-01,,
10232020,-15.41,27.08,0,0,0,,,,,
10232021,-15.4,27.08,20,1,1500,2015-11-02,,,,
10232022,-15.42,27.06,50,2.5,6000,2015-12-01,,,,
20106001,-13.83,28.65,15,0.5,6,2015-11-15,,,,
20106002,-13.83,28.65,10,0.5,12,2015-12-13,,,,
20106003,-13.83,28.64,20,1,950,2015-11-08,,,,
20106004,-13.82,28.65,10,0.5,9,2015-11-24,,,,
20106005,-13.84,28.65,5,0.25,300,2015-12-06,,,,
20106006,-13.83,28.64,20,2,750,2015-11-02,2015-11-15,,,
20106007,-13.8,28.64,15,0.75,800,2015-12-06,2015-12-24,,,
20106008,-13.83,28.65,15,0.75,650,2015-12-13,,,,
20106009,-13.32,28.64,20,0.9,3000,2015-12-24,2016-01-04,,,
20106010,-13.78,28.65,10,0.5,50,2015-10-26,,,,
20106011,-13.78,28.65,50,2.5,850,2015-10-26,2015-11-02,2015-10-26,,
20106012,-13.47,27.92,30,1.5,2500,2015-11-24,2015-12-01,2015-12-13,,
20106013,-13.47,27.91,60,4,0,2015-12-13,2015-12-24,2015-12-24,,
20106014,-13.45,27.93,0,0,0,,,,,
20106015,-13.45,27.93,35,1.5,1250,2015-12-24,2015-11-24,,,
20106016,-13.45,27.92,20,1,1400,2015-12-06,,,,
20106017,-13.46,27.92,35,4.8,2500,2015-11-02,2015-12-01,,,
20106018,-13.45,27.93,10,0.5,50,2015-12-13,,,,
20106019,-13.45,27.93,20,1,1750,2015-12-06,,,,
20106020,-13.47,27.91,20,2,0,2015-12-01,2015-12-01,,,
20106021,-13.45,27.92,10,0.5,1250,2015-12-13,,,,
20106022,-13.45,27.93,0,0,0,,,,,
20106023,-13.45,27.93,5,0.25,90,2015-11-02,,,,
20106024,-13.47,27.92,20,2.5,1000,2015-12-24,,,,
20106025,-13.45,27.94,70,4,22500,2015-11-24,2015-12-01,,,
20106026,-13.47,27.91,80,4.5,0,2015-12-01,,,,
20106027,-13.45,27.93,10,0.5,2000,2015-12-13,,,,
20106028,-13.47,27.92,20,1.3,0,2015-11-15,,,,
20106029,-13.45,27.94,100,5,9100,2015-12-01,2015-12-13,2015-12-13,2015-12-01,
20106030,-13.45,27.93,10,1,350,2015-12-13,,,,
20106031,-13.45,27.93,15,1.5,500,2015-12-06,,,,
20106032,-13.63,27.84,80,4.5,6500,2015-12-13,2015-12-06,2015-12-24,2015-12-06,2015-12-24
20106033,-13.62,27.83,70,4,2600,2015-11-02,,,,
20106034,-13.61,27.83,20,1,1000,2015-12-01,,,,
20106035,-13.61,27.8,10,1,0,2015-12-06,,,,
20106036,-13.58,27.85,60,1.5,650,2015-12-24,2015-12-24,,,
20106037,-13.61,27.83,40,5,1250,2015-12-24,,,,
20106038,-13.61,27.83,15,0.75,1500,2015-12-01,,,,
20106039,-13.63,27.84,30,0.93,2100,2015-11-15,2015-11-24,2015-12-24,,
20106040,-13.61,27.8,60,3,350,2015-12-06,2015-12-24,2015-12-24,,
20106041,-13.6,27.83,20,9,0,2015-11-15,,,,
20106042,-13.6,27.83,20,1,500,2015-12-13,,,,
20106043,-13.58,27.84,0,30,0,2015-12-13,,,,
20106044,-13.61,27.8,65,3,4570,2015-12-06,2015-12-13,2015-12-24,,
20106045,-13.63,27.84,50,2.75,1200,2015-12-01,2015-12-24,,,
20106046,-13.6,27.83,15,0.75,300,2015-11-15,,,,
20106047,-13.6,27.83,45,2,2001,2015-12-01,2015-12-01,,,
20106048,-13.58,27.83,1,0.5,1250,2015-12-01,,,,
20106049,-13.58,27.84,50,2.5,0,2015-11-24,,,,
20106050,-13.61,27.89,70,5,9300,2015-12-06,2015-12-24,,,
20106051,-13.59,27.83,80,4,2500,2015-11-24,,,,
20106052,-13.63,27.83,90,5.5,3800,2015-11-15,2015-11-24,2015-12-01,2015-12-06,
20106053,-13.33,28.37,25,1,5000,2015-12-01,,,,
20106054,-13.34,28.39,10,1.5,1000,2015-12-13,,,,
20106055,-13.39,28.44,25,1.5,0,2015-11-02,2015-12-01,2015-11-15,,
20106056,-13.37,28.42,10,0.5,1000,2015-12-01,,,,
20106057,-13.34,28.39,5,0.25,100,2015-12-01,,,,
20106058,-13.37,28.42,10,0.5,500,2015-11-08,,,,
20106059,-13.34,28.37,20,1.2,2450,2015-12-01,2015-12-06,,,
20106060,-13.39,28.44,9.75,720.25,4000,2015-11-08,2015-11-08,,,
20106061,-13.34,28.34,5,0.5,50,2015-11-15,,,,
20106062,-13.38,28.42,45,2.25,6250,2015-11-15,2015-12-01,2015-12-01,2015-12-06,
20106063,-13.33,28.37,20,1.2,1350,2015-11-08,2015-11-24,,,
20106064,-13.38,28.44,20,0.75,1800,2015-11-08,2015-11-15,,,
20106065,-13.35,28.4,7,0.25,675,2015-11-24,2015-11-24,,,
20106066,-13.34,28.38,0,0,0,,,,,
20106067,-13.37,28.42,5,0.25,350,2015-12-06,,,,
20106068,-13.37,28.44,30,1.5,0,2015-11-15,2015-12-01,,,
20106069,-13.34,28.39,0,0,0,,,,,
20106070,-13.36,28.41,30,1.5,3750,2015-11-02,2015-11-02,,,
20106071,-13.35,28.39,10,0.5,300,2015-11-02,,,,
20106072,-13.35,28.39,20,1,2500,2015-12-06,,,,
20106073,-13.37,28.42,7.5,0.5,400,2015-11-24,,,,
20106074,-13.39,28.44,10,1,1500,2015-11-15,,,,
20106075,-13.23,28.67,7.5,0.5,700,2015-12-06,2015-12-24,,,
20106076,-13.26,28.68,10,0.5,0,2015-12-01,,,,
20106077,-13.38,28.66,10,1.5,1500,2015-11-15,,,,
20106078,-13.53,28.65,15,0.75,1125,2015-11-02,2015-11-15,,,
20106079,-13.46,28.67,20,1,1350,2015-12-24,2015-12-24,,,
20106080,-12.24,26.75,20,0.5,100,2015-10-26,,,,
20206001,-13.22,28.67,10.5,0.48,750,2015-11-08,,,,
20206002,-13.23,28.67,0,0,0,,,,,
20206003,-13.26,28.7,50,2.5,1650,2015-11-08,2015-12-24,,,
20206004,-13.23,28.67,0,1,0,2015-12-13,,,,
20206005,-13.24,28.67,20,1,0,2016-01-04,2016-01-04,,,
20206006,-13.23,28.67,5,0.4,150,2015-12-06,,,,
20206007,-13.24,28.66,20,20,2500,2015-12-01,,,,
20206008,-13.25,28.7,35,1.5,3500,2015-12-01,2015-12-24,,,
20206009,-13.23,28.67,15,1.3,750,2015-11-24,,,,
20206010,-13.26,28.68,5,0.25,25,2015-11-24,,,,
20206011,-18.22,28.68,13,1.2,700,2015-12-06,2016-01-04,,,
20206012,-13.24,28.66,15,1,0,2015-11-02,,,,
20206013,-13.25,28.69,15,0.75,650,2015-12-06,2015-12-13,,,
20206014,-13.25,28.69,15,0.75,350,2015-12-06,,,,
20206015,-13.26,28.68,0,0,0,,,,,
20206016,-13.23,28.67,5,0.5,650,2015-12-06,,,,
20206017,-13.22,28.68,40,2,6000,2015-11-15,2015-12-06,,,
20206018,-13.53,28.68,5,0.5,450,2015-11-24,,,,
20206019,-13.39,28.7,30,1.5,1650,2015-10-26,2015-12-01,2015-12-13,,
20206020,-13.38,28.72,60,5,2500,2015-10-26,2015-12-06,,,
20206021,-13.38,28.73,10,1,100,2015-11-15,,,,
20206022,-13.38,28.65,25,2.5,150,2016-01-04,,,,
20206023,-13.37,28.66,5,0.25,0,2015-11-02,,,,
20206024,-13.39,28.72,50,3,11100,2015-11-08,2015-12-01,,,
20206025,-13.39,28.69,15,1,3500,2016-01-04,,,,
20206026,-13.38,28.73,25,1.5,1500,2015-11-15,2015-11-24,,,
20206027,-13.38,28.66,15,1.5,1250,2015-12-13,,,,
20206028,-13.38,28.65,10,0.5,750,2016-01-04,,,,
20206029,-13.39,28.72,40,2,1650,2015-11-08,2015-12-01,,,
20206030,-13.38,28.73,10,0.25,300,2015-11-08,,,,
20206031,-13.39,28.69,15,0.75,1000,2015-12-01,,,,
20206032,-13.38,28.66,30,1.5,3000,2015-11-15,,,,
20206033,-13.38,28.66,10,1,10,2015-11-02,,,,
20206034,-13.38,28.73,10,0.5,200,2015-10-26,,,,
20206035,-13.39,28.69,40,2,1750,2015-12-01,,,,
20206036,-13.38,28.73,10,0.45,500,2015-12-06,,,,
20206037,-13.38,28.66,40,2,4000,2015-11-24,,,,
20206038,-13.39,28.69,40,2,1750,2015-12-01,,,,
20206039,-13.54,28.64,60,3,0,2015-11-15,2015-11-24,,,
20206040,-13.45,28.68,20,1,1250,2015-11-24,2015-12-13,,,
20206041,-13.51,28.63,40,2,1500,2015-11-24,,,,
20206042,-13.51,28.62,15,1.5,1900,2015-12-06,2015-12-13,,,
20206043,-13.45,28.68,5,0.25,350,2015-12-06,,,,
20206044,-13.54,28.64,0,0,0,,,,,
20206045,-13.38,28.73,10,2,0,2015-11-24,,,,
20206046,-13.51,28.52,60,3,0,2015-12-24,2016-01-04,,,
20206047,-13.45,28.68,10,0.5,500,2015-12-01,,,,
20206048,-13.54,28.64,5,0.25,0,2015-12-06,,,,
20206049,-13.46,28.68,10,1.5,20,2015-11-24,,,,
20206050,-13.47,28.68,5,0.25,300,2015-10-26,,,,
20206051,-13.55,28.67,10,0.5,0,2015-11-02,,,,
20206052,-13.45,28.68,5,0.25,300,2015-11-02,,,,
20206053,-13.46,28.68,35,2,6200,2015-12-01,2015-12-06,2015-12-24,2015-12-24,
20206054,-13.51,28.64,10,1,1500,2015-12-13,,,,
20206055,-13.55,28.67,50,2,0,2015-11-24,,,,
20206056,-13.54,28.64,80,3.5,5000,2015-12-06,,,,
20206057,-13.48,28.68,40,2,300,2015-11-15,,,,
20206058,-18.68,28.66,20,1,250,2015-11-15,,,,
20206059,-13.67,28.67,20,1,150,2015-11-02,,,,
20206060,-13.67,28.66,10,0.75,100,2015-11-15,,,,
20206061,-13.68,28.67,20,1,350,2015-10-26,,,,
20206062,-13.69,28.66,15,0.25,150,2015-10-26,,,,
20206063,-13.68,28.67,25,1.25,600,2015-12-06,,,,
20206064,-13.68,28.66,10,0.5,750,2015-12-06,,,,
20206065,-13.68,28.67,20,1,1000,2015-10-26,,,,
20206066,-14.7,28.65,210,10.5,10750,2015-10-26,2015-11-15,2015-12-06,2015-11-02,
20206067,-13.69,28.66,10,1,250,2015-12-01,2016-01-04,,,
20206068,-13.68,28.67,20,1,0,2015-10-26,,,,
20206069,-13.68,28.67,5,0.5,0,2015-11-24,,,,
20206070,-13.67,28.66,2.5,0.25,300,2015-12-01,,,,
20206071,-13.68,28.67,20,1,0,2015-11-15,,,,
20206072,-13.68,28.66,20,1,200,2015-11-08,,,,
20206073,-13.69,28.66,30,1.5,0,2015-12-24,2015-10-26,,,
20206074,-13.69,28.66,30,2,0,2015-11-02,2015-11-24,,,
20206075,-13.7,28.65,30,1.5,1500,2015-12-13,,,,
20206076,-13.67,28.66,10,1,500,2015-11-08,,,,
20206077,-13.68,28.67,40,1.9,2000,2015-11-15,2015-11-24,2015-12-01,,
20206078,-13.68,28.67,20,1,0,2015-10-26,,,,
30103001,-11.96,33.17,30,1.5,2800,2015-11-24,2015-12-01,,,
30103002,-11.95,33.16,20,1,800,2016-01-11,2016-01-11,,,
30103003,-11.95,33.16,35,2.5,13000,2015-12-13,2015-12-13,,,
30103004,-11.98,33.2,30,3,2800,2015-11-24,2015-12-01,,,
30103005,-11.98,33.2,10,0.4,375,2016-01-04,2016-01-11,,,
30103006,-11.95,33.16,15,0.75,750,2015-12-01,,,,
30103007,-11.98,33.2,15,0.65,150,2016-01-04,,,,
30103008,-11.98,32.2,40,2,4200,2015-12-06,2015-12-06,2015-12-06,,
30103009,-11.95,33.16,10,0.4,500,2015-11-24,,,,
30103010,-11.98,33.31,12,0.65,450,2015-12-13,,,,
30103011,-11.95,33.16,5,0.25,250,2015-12-01,,,,
30103012,-11.95,33.16,10,0.5,50,2015-12-24,,,,
30103013,-11.58,33.12,10,0.4,900,2015-12-13,,,,
30103014,-11.95,33.16,5,0.25,100,2015-12-01,,,,
30103015,-11.98,33.2,20,2,1000,2015-12-01,2015-11-08,,,
30103016,-11.95,33.16,15,0.75,1000,2016-01-04,2016-01-11,,,
30103017,-11.58,33.12,10,0.8,300,2015-12-01,,,,
30103018,-11.95,33.16,10,0.4,1050,2015-12-01,,,,
30103019,-11.58,33.12,30,1.4,1350,2015-12-01,2015-12-01,,,
30103020,-11.95,33.16,15,0.55,750,2015-10-26,2015-11-02,,,
30103021,-11.98,33.2,40,3,1000,2015-12-01,2015-12-01,,,
30107001,-14.02,31.47,20,0.4,400,2015-12-06,,,,
30107002,-11.96,33.17,30,1.2,1775,2015-11-24,2015-12-01,2015-12-24,,
30107003,-12.69,32.88,120,6,0,2015-12-06,2015-12-13,,,
30107004,-12.69,32.88,10,0.4,300,2016-01-11,,,,
30107005,-12.68,32.84,2,0.4,1250,2015-12-01,,,,
30107006,-12.68,32.84,30,1.4,100,2015-12-06,2015-12-24,,,
30107007,-12.69,32.88,20,0.8,4200,2015-12-06,2015-12-01,,,
30107008,-12.69,32.88,30,1.25,3500,2015-12-24,2016-01-04,,,
30107009,-12.72,32.84,30,2.25,0,2015-12-01,2015-12-06,2015-11-02,,
30107010,-12.68,33.84,20,0.8,2000,2015-12-24,,,,
30107011,-12.69,32.88,32,1.6,300,2015-11-02,2015-12-24,,,
30107012,-12.68,32.84,10,0.8,250,2015-12-24,,,,
30107013,-12.68,33.84,10,0.4,1500,2015-11-02,,,,
30107014,-12.69,32.88,30,1.2,7200,2015-12-13,2015-12-24,2015-12-13,,
30107015,-12.72,32.84,55,4,0,2015-11-02,2015-12-06,,,
30107016,-12.68,33.84,10,0.4,250,2015-12-01,,,,
30107017,-12.68,32.84,10,2,0,2015-12-01,,,,
30107018,-12.69,32.88,5,0.2,350,2015-12-13,,,,
30107019,-12.68,32.84,10,0.4,100,2015-12-01,,,,
30107020,-12.68,32.84,40,1.6,300,2015-12-01,,,,
30107021,-12.69,32.88,20,0.8,900,2015-12-24,2016-01-18,,,
30107022,-12.72,32.85,30,1.98,0,2015-12-01,2015-12-06,2015-12-06,,
30107023,-12.68,32.84,30,0.8,1500,2015-12-24,2015-11-24,,,
30107024,-12.71,32.86,10,0.49,700,2015-11-24,,,,
30127001,-12.41,33.33,45,1,0,2015-12-01,2015-11-24,,,
30127002,-12.4,33.33,40,2,1020,2015-12-01,2015-12-01,,,
30127003,-12.4,33.33,20,2,300,2015-11-24,,,,
30127004,-12.41,33.32,3,0.25,250,2015-11-15,,,,
30127005,-12.41,33.33,15,0.74,0,2015-12-01,2015-12-01,,,
30127006,-12.4,33.33,15,0.9,1000,2016-01-04,,,,
30127007,-12.41,33.32,20,1,500,2015-11-24,,,,
30127008,-12.4,33.33,20,0.8,500,2015-12-24,,,,
30127009,-12.4,33.33,35,3.5,750,2015-12-06,2015-12-24,,,
30127010,-12.41,33.33,20,0.5,0,2015-11-08,,,,
30127011,-12.42,33.33,10,0.4,800,2015-12-13,,,,
30127012,-12.42,33.33,15,0.74,1400,2015-12-13,2015-12-01,,,
30127013,-12.42,33.33,30,1.5,1625,2015-12-01,2015-12-24,,,
30127014,-12.42,33.33,10,0.5,550,2015-12-01,2015-12-13,,,
30127015,-12.42,33.33,22,0.9,1600,2016-01-04,2016-01-04,2016-01-04,,
30127016,-12.42,33.33,10,0.4,0,2015-12-06,,,,
30127017,-12.42,33.34,15,1,1800,2015-12-01,2015-12-24,,,
30127018,-12.42,33.32,20,2,500,2016-01-04,,,,
30133001,-12.17,33.04,10,0.4,1150,2015-12-13,,,,
30133002,-12.15,33.03,15,0.4,1800,2015-11-08,,,,
30133003,-12.17,33.04,25,1,1150,2015-12-13,2015-12-01,2015-12-01,2015-12-01,
30133004,-12.15,33.03,60,3,0,2015-12-01,,,,
30133005,-12.17,33.04,5,0.25,450,2015-10-26,,,,
30133006,-12.15,33.03,20,0.8,3000,2015-11-24,,,,
30133007,-12.15,33.04,20,1,22.5,2015-11-24,,,,
30133008,-12.17,33.04,40,3,0,2015-11-24,2015-12-06,,,
30133009,-12.15,33.03,10,0.7,0,2015-12-24,,,,
30133010,-12.15,33.03,15,0.4,2400,2015-12-01,,,,
30133011,-12.17,33.04,20,1,4750,2015-12-01,,,,
30133012,-12.15,33.03,15,0.4,1500,2015-12-01,,,,
30133013,-12.15,33.03,20,1,1600,2016-01-04,,,,
30133014,-12.17,33.04,10,0.6,300,2015-12-24,,,,
30133015,-12.17,33.04,10,0.4,600,2015-11-24,,,,
30133016,-12.15,33.04,35,1.75,1050,2015-12-01,2015-12-13,,,
30133017,-12.17,33.04,30,1.4,9,2015-12-01,,,,
30133018,-12.16,33.03,5,0.25,1000,2015-12-01,,,,
30133019,-12.15,33.03,40,2.5,0,2015-12-24,2016-01-04,,,
30133020,-12.17,33.04,10,0.4,250,2015-12-13,,,,
30133021,-12.16,33.03,30,1,500,2015-12-06,,,,
30207001,-14.01,31.46,20,0.8,0,2015-10-26,,,,
30207002,-14.01,31.47,65,2,800,2015-11-24,2015-11-24,,,
30207003,-14,31.46,10,0.8,750,2015-11-24,,,,
30207004,-14.02,31.47,50,2.5,7200,2015-12-24,,,,
30207005,-13.97,31.44,50,1.75,1200,2015-12-06,,,,
30207006,-14.03,31.48,50,2.5,7250,2015-12-01,2015-12-01,2015-12-06,,
30207007,-14.03,31.48,45,5,4250,2015-11-02,2015-12-01,,,
30207008,-13.97,31.45,20,1,2400,2015-11-08,,,,
30207009,-14.03,31.48,10,0.4,650,2015-11-15,,,,
30207010,-14.01,31.46,20,0.75,1100,2015-12-06,,,,
