names,lat,lon,seed,plot,harv,pd1,pd2,pd3,pd4,pd5
20106066,-13.34,28.38,10,0.5,1500,2016-12-23,,,,
20106067,-13.37,28.42,5,0.25,500,2016-12-01,,,,
20106068,-13.37,28.44,30,3,4500,2016-12-01,,,,
20106070,-13.36,28.41,60,5,9000,2016-11-02,2016-11-07,,,
20106072,-13.35,28.39,40,1.5,5250,2016-12-01,2016-12-23,,,
20106073,-13.37,28.42,30,1.5,1700,2016-12-01,,,,
20106074,-13.39,28.44,15,0.75,2500,2016-12-05,2016-12-12,,,
20106075,-13.23,28.67,17,1,2100,2016-11-24,2016-12-01,,,
20106076,-13.26,28.68,20,1,2250,2016-11-24,2016-12-01,,,
20106077,-13.38,28.66,15,1,250,2016-10-26,,,,
20106078,-13.53,28.65,20,0.5,150,2016-11-02,2016-11-07,,,
20106080,-12.24,26.75,20,1,400,2016-11-24,,,,
20206001,-13.22,28.67,35,1.75,2600,2016-12-01,2016-12-23,,,
20206002,-13.23,28.67,20,1,2000,2016-12-01,,,,
20206003,-13.26,28.7,55,4.25,8500,2016-11-14,2016-12-05,2016-12-12,2017-01-04,
20206004,-13.23,28.67,10,0.5,500,2016-12-12,,,,
20206005,-13.24,28.67,10,0.5,900,2016-12-01,2016-12-05,,,
20206006,-13.23,28.67,5,0.25,500,2016-11-24,,,,
20206007,-13.24,28.66,25,3.25,0,2016-11-14,2016-12-23,,,
20206008,-13.25,28.7,26,17,4500,2016-11-24,2016-12-12,,,
20206009,-13.23,28.67,20,1,500,2016-11-24,,,,
20206010,-13.26,28.68,25,1.25,6000,2016-11-02,2016-11-07,,,
20206011,-18.22,28.68,25,1.25,350,2016-10-26,2016-11-24,,,
20206012,-13.24,28.66,20,1,0,2016-11-02,2016-12-01,,,
20206013,-13.25,28.69,15,0.75,500,2016-12-05,2017-01-04,,,
20206014,-13.25,28.69,5,0.5,250,2016-12-23,,,,
20206015,-13.26,28.68,10,0.5,500,2016-11-24,,,,
20206016,-13.23,28.67,20,1,750,2016-11-24,,,,
20206017,-13.22,28.68,0,0,0,,,,,
20206018,-13.53,28.68,10,0.5,0,2016-11-24,,,,
20206019,-13.39,28.7,40,2,1600,2016-11-02,2016-12-05,,,
20206021,-13.38,28.73,5,0.5,300,2016-11-02,,,,
20206022,-13.38,28.65,20,1,200,2016-12-12,,,,
20206023,-13.37,28.66,15,0.75,1200,2016-11-07,,,,
20206024,-13.39,28.72,40,2.5,4000,2016-10-26,,,,
20206025,-13.39,28.69,20,1.5,1700,2016-11-07,,,,
20206027,-13.38,28.66,30,1,4100,2016-12-05,2016-12-23,,,
20206028,-13.38,28.65,5,0.25,250,2016-11-07,,,,
20206029,-13.39,28.72,50,2.5,5000,2016-11-07,2016-12-05,,,
20206030,-13.38,28.73,10,0.5,100,2016-12-05,,,,
20206031,-13.39,28.69,5,0.25,200,2016-12-23,,,,
20206032,-13.38,28.66,15,0.75,1070,2016-10-26,,,,
20206033,-13.38,28.66,60,3,2500,2016-10-26,2016-11-14,,,
20206034,-13.38,28.73,10,0.5,350,2016-12-01,,,,
20206035,-13.39,28.69,15,1.25,1200,2016-12-01,2016-12-05,,,
20206036,-13.38,28.73,7,1,1000,2016-12-01,,,,
20206037,-13.38,28.66,45,2.5,4750,2016-12-01,2016-12-05,2016-12-12,,
20206039,-13.54,28.64,40,6,750,2016-12-01,,,,
20206040,-13.45,28.68,30,1.5,550,2016-11-24,2016-12-05,,,
20206041,-13.51,28.63,15,1,1750,2016-12-12,,,,
20206042,-13.51,28.62,15,0.75,1000,2016-12-01,2016-12-23,,,
20206043,-13.45,28.68,10,0.5,300,2016-12-01,,,,
20206044,-13.54,28.64,20,1,500,2016-12-05,,,,
20206046,-13.51,28.52,65,3.25,2500,2016-12-01,2016-12-05,2016-12-12,,
20206047,-13.45,28.68,20,0.75,500,2016-12-01,,,,
20206048,-13.54,28.64,10,0.25,300,2016-12-05,,,,
20206049,-13.46,28.68,20,1,500,2016-11-14,,,,
20206050,-13.47,28.68,30,1.5,2150,2016-10-26,2016-11-14,,,
20206051,-13.55,28.67,20,1,1150,2016-11-14,,,,
20206052,-13.45,28.68,7,0.5,900,2016-11-07,,,,
20206053,-13.46,28.68,10,9.5,38,2016-12-12,,,,
20206054,-13.51,28.64,30,1.5,0,2016-11-14,,,,
20206055,-13.55,28.67,60,3,4000,2016-11-24,2016-12-01,,,
20206056,-13.54,28.64,40,2,1500,2016-12-01,,,,
20206057,-13.48,28.68,5,0.25,200,2017-01-04,,,,
20206058,-18.68,28.66,20,0.5,500,2016-10-26,,,,
20206059,-13.67,28.67,20,1.25,600,2016-10-26,,,,
20206060,-13.67,28.66,20,1.25,2500,2016-12-01,2016-12-23,,,
20206061,-13.68,28.67,20,1,450,2016-11-02,,,,
20206062,-13.69,28.66,5,0.25,180,2016-12-05,,,,
20206063,-13.68,28.67,70,1.5,2000,2016-11-24,,,,
20206064,-13.68,28.66,10,0.5,350,2016-10-26,,,,
20206065,-13.68,28.67,15,0.5,550,2016-10-26,,,,
20206066,-14.7,28.65,200,14,35000,2016-10-26,2016-11-24,,,
20206067,-13.69,28.66,15,0.75,1050,2016-11-24,2016-12-01,,,
20206070,-13.67,28.66,10,0.75,250,2016-12-01,,,,
20206071,-13.68,28.67,40,2,3750,2016-11-02,,,,
20206072,-13.68,28.66,80,4,800,2016-11-07,,,,
20206073,-13.69,28.66,10.75,1.5,9000,2016-12-01,2016-12-23,,,
20206074,-13.69,28.66,20,1,700,2016-11-07,2016-12-01,,,
20206075,-13.7,28.65,10,0.5,500,2016-12-12,,,,
20206076,-13.67,28.66,20,1,750,2016-12-05,,,,
20206077,-13.68,28.67,60,3,3500,2016-11-24,,,,
20206078,-13.68,28.67,20,1,200,2016-11-14,,,,
30103001,-11.96,33.17,25,2.25,4250,2016-11-14,2016-12-01,,,
30103003,-11.95,33.16,110,6.25,17000,2016-11-14,2016-11-14,2016-12-23,2016-11-24,
30103005,-11.98,33.2,20,1,100,2016-11-14,,,,
30103006,-11.95,33.16,20,1,150,2016-12-23,,,,
30103007,-11.98,33.2,15,0.75,1750,2016-12-01,2017-01-04,,,
30103008,-11.98,32.2,130,6.5,0,2016-12-01,2016-12-05,2016-12-12,2016-12-12,2016-12-12
30103009,-11.95,33.16,15,1,0,2016-12-01,,,,
30103010,-11.98,33.31,15,0.75,0,2016-12-23,2017-01-04,,,
30103012,-11.95,33.16,25,1,250,2017-01-04,,,,
30103013,-11.58,33.12,50,2.5,0,2016-11-07,2017-01-04,,,
30103014,-11.95,33.16,20,1,0,2016-11-14,2017-01-04,,,
30103015,-11.98,33.2,30,2,50,2016-11-14,2016-12-01,,,
30103016,-11.95,33.16,15,0.75,3300,2016-12-12,2017-01-11,,,
30103017,-11.58,33.12,10,0.5,0,2016-11-07,,,,
30103018,-11.95,33.16,30,1.25,250,2016-11-24,2016-11-24,,,
30103019,-11.58,33.12,60,3,2100,2016-11-24,2016-12-23,,,
30103020,-11.95,33.16,15,0.75,2000,2016-11-24,2016-11-24,,,
30103021,-11.98,33.2,30,1.5,150,2016-12-05,2016-12-05,,,
30107001,-14.02,31.47,20,3.5,1050,2016-11-07,2016-12-23,,,
30107002,-11.96,33.17,20,1.19999998807907,2700,2017-01-04,2017-01-04,,,
30107003,-12.69,32.88,100,5.5,5500,2016-12-01,2016-12-01,2016-12-05,2016-12-12,
30107004,-12.69,32.88,20,1,0,2016-12-01,,,,
30107005,-12.68,32.84,10,0.5,200,2016-12-05,,,,
30107006,-12.68,32.84,40,2,200,2016-12-01,2016-12-05,2017-01-04,2017-01-04,
30107007,-12.69,32.88,25,2.25,3000,2016-11-24,2016-12-05,2016-12-12,,
30107008,-12.69,32.88,75,3.75,7500,2016-12-01,2016-12-05,2016-12-12,,
30107009,-12.72,32.84,30,1.5,150,2016-12-12,2016-11-07,,,
30107011,-12.69,32.88,20,1,750,2016-12-01,,,,
30107014,-12.69,32.88,90,4.5,0,2016-12-01,2016-12-01,,,
30107015,-12.72,32.84,40,3.25,150,2016-11-07,,,,
30107016,-12.68,33.84,10,0.5,1750,2016-12-23,,,,
30107017,-12.68,32.84,10,1.25,1600,2016-12-01,,,,
30107018,-12.69,32.88,10,0.5,0,2016-12-23,,,,
30107019,-12.68,32.84,22,1.75,20,2016-11-24,2016-12-01,,,
30107020,-12.68,32.84,100,5,500,2016-12-01,2016-12-05,,,
30107021,-12.69,32.88,10,0.5,1200,2017-01-04,2017-01-18,,,
30107023,-12.68,32.84,20,1,70,2016-12-01,,,,
30107024,-12.71,32.86,20,1,100,2016-12-01,,,,
30127001,-12.41,33.33,20,1,0,2016-12-12,,,,
30127002,-12.4,33.33,160,1.69999998807907,5500,2016-11-07,2016-11-02,,,
30127003,-12.4,33.33,20,2,1350,2016-12-01,,,,
30127004,-12.41,33.32,25,0.5,1000,2016-12-01,,,,
30127005,-12.41,33.33,25,1.25,100,2016-12-05,2016-11-14,,,
30127006,-12.4,33.33,30,2,7000,2017-01-04,,,,
30127007,-12.41,33.32,20,2,450,2017-01-04,,,,
30127008,-12.4,33.33,20,1,1350,2016-12-23,2016-12-05,,,
30127009,-12.4,33.33,20,1,2500,2016-12-12,,,,
30127010,-12.41,33.33,45,2.25,4500,2016-12-12,2016-12-23,2016-12-12,2016-12-12,
30127011,-12.42,33.33,25,1.25,1200,2016-12-12,,,,
30127012,-12.42,33.33,25,1.25,0,2016-12-01,2017-01-04,2017-01-04,,
30127014,-12.42,33.33,10,0.5,1275,2016-12-01,,,,
30127015,-12.42,33.33,30,1.5,50,2017-01-11,,,,
30127016,-12.42,33.33,25,1.25,2900,2016-12-23,2017-01-04,,,
30127017,-12.42,33.34,35,1.75,150,2016-12-01,2016-12-01,2016-12-01,2017-01-11,
30133001,-12.17,33.04,20,1,0,2016-11-07,2016-12-01,,,
30133002,-12.15,33.03,30,1.5,6250,2016-12-01,2016-12-05,,,
30133003,-12.17,33.04,30,1.5,0,2016-12-23,2016-12-23,2016-12-23,,
30133004,-12.15,33.03,40,2,0,2016-12-05,,,,
30133005,-12.17,33.04,10,0.5,0,2016-10-26,,,,
30133006,-12.15,33.03,30,2,2000,2016-12-12,,,,
30133008,-12.17,33.04,40,2,150,2016-11-24,2016-12-01,2016-12-23,,
30133009,-12.15,33.03,20,1,500,2016-12-12,,,,
30133010,-12.15,33.03,5,0.5,1500,2017-01-04,,,,
30133011,-12.17,33.04,5,0.25,0,2016-11-07,,,,
30133012,-12.15,33.03,10,5,1000,2016-12-05,,,,
30133013,-12.15,33.03,20,1,0,2016-12-01,,,,
30133014,-12.17,33.04,20,1,150,2016-12-01,,,,
30133015,-12.17,33.04,15,0.75,100,2016-11-02,,,,
30133017,-12.17,33.04,10,0.5,0,2016-12-01,,,,
30133021,-12.16,33.03,40,4,9000,2016-10-26,2016-12-01,,,
30207001,-14.01,31.46,20,1.20000004768372,1300,2016-11-14,,,,
30207002,-14.01,31.47,40,1,300,2016-11-07,,,,
30207004,-14.02,31.47,100,4.00000008940697,12609,2016-11-02,2016-11-02,2016-11-07,2016-11-07,
30207005,-13.97,31.44,30,1.5,2800,2016-10-26,2016-10-26,,,
30207006,-14.03,31.48,50,2.5,6000,2016-10-26,2016-12-01,2016-12-01,,
30207007,-14.03,31.48,35,1.75,3800,2016-11-07,2016-11-24,2016-11-14,,
30207008,-13.97,31.45,45,2.25,1000,2016-11-02,,,,
30207010,-14.01,31.46,30,1.5,750,2016-11-02,,,,
30207012,-14.01,31.46,50,1.5,3150,2016-12-01,,,,
30207013,-14.03,31.48,30,2,1800,2016-10-26,,,,
30207015,-14,31.46,20,1,250,2016-11-07,,,,
30207016,-13.97,31.44,45,2.25,500,2016-11-02,,,,
30207018,-13.96,31.45,80,3.5,1750,2016-12-01,2016-12-01,2016-12-01,,
30207019,-14.03,31.48,35,2.5,5250,2016-11-02,2016-12-01,,,
30220001,-14.39,31.21,30,1.5,3000,2016-11-24,2016-12-01,,,
30220002,-14.36,31.16,15,0.75,2500,2016-12-01,2016-12-01,,,
30220003,-14.39,31.22,30,1.5,4000,2016-12-01,2016-12-05,2016-12-12,,
30220004,-14.38,31.22,20,1,1300,2016-11-24,,,,
30220005,-14.38,31.22,10,0.5,850,2016-11-02,,,,
30220006,-14.34,31.17,20,1,750,2016-10-26,,,,
30220007,-14.38,31.22,60,2.5,2700,2016-11-14,,,,
30220008,-14.36,31.16,140,7,8750,2016-10-26,2016-11-02,,,
30220009,-14.39,31.22,20,1,400,2016-10-26,,,,
30220010,-14.34,31.17,20,2,1500,2016-11-02,,,,
30220011,-14.39,31.21,20,1,350,2016-12-01,,,,
30220012,-14.39,31.22,0,0,425,2016-11-07,,,,
30220013,-14.39,31.22,50,3,2500,2016-12-12,,,,
30220014,-14.38,31.22,50,2,1600,2016-11-02,,,,
30220016,-14.35,31.16,10,0.5,750,2016-11-02,,,,
30220017,-14.36,31.16,25,3,1400,2016-12-01,2017-01-04,,,
30220018,-14.34,31.17,10,0.5,200,2016-11-24,,,,
30220019,-14.36,31.16,20,1.5,1275,2016-11-24,2016-12-12,,,
30221001,-14.09,31.18,20,2,6000,2016-12-23,2016-12-23,,,
30221002,-14.1,31.18,40,2,2500,2016-11-24,,,,
30221003,-14.1,31.18,180,9,18900,2016-11-24,2016-12-23,,,
30221004,-14.09,31.18,20,2,2200,2016-12-12,2016-12-12,,,
30221005,-14.1,31.18,40,2,2380,2016-12-01,,,,
30221006,-14.09,31.18,15,0.75,1750,2016-12-01,2016-12-01,,,
30221007,-14.1,31.18,15,1,875,2016-12-05,,,,
30224001,-14.48,31.31,15,0.75,1700,2016-11-07,2016-12-01,,,
30224002,-14.48,31.31,40,2,5500,2016-11-02,2016-11-07,2016-11-07,,
30224003,-14.49,31.31,40,2,4537.5,2016-12-01,2016-12-23,,,
30224004,-14.48,31.31,20,1,490,2016-11-24,,,,
30224005,-14.47,31.31,40,2,1150,2016-11-07,2016-11-07,,,
30224006,-14.49,31.31,50,2.5,3250,2016-12-05,2017-01-04,,,
30224007,-14.49,31.31,20,1,2275,2016-12-01,2016-12-12,,,
30224008,-14.48,31.31,35,1.75,1500,2016-11-02,2016-12-12,,,
30224010,-14.49,31.32,100,5,17400,2016-11-24,2016-12-05,2016-12-12,2016-12-23,
30224011,-14.49,31.32,84,4,2500,2016-12-23,2016-12-23,2016-12-23,2016-12-23,
30238001,-14.21,31.22,70,3.5,250,2016-11-02,2016-11-07,,,
30238003,-14.21,31.21,10,0.800000011920929,350,2016-11-02,,,,
30238005,-14.21,31.21,110,5,7500,2016-11-24,2016-12-01,,,
30238007,-14.21,31.22,40,2,0,2016-12-01,,,,
30238008,-14.22,31.22,70,3.5,1500,2016-11-14,2016-11-14,,,
30238009,-14.2,31.2,10,0.5,250,2017-01-04,,,,
30238011,-14.19,31.19,10,0.5,50,2016-12-01,,,,
30238012,-14.21,31.21,0,0,0,,,,,
40109001,-9.02,31.66,20,1,1500,2016-12-01,2016-12-01,,,
40109002,-9.02,31.67,35,2,1440,2016-12-01,2016-12-01,2016-11-07,,
40109004,-9,31.68,60,3,450,2016-11-02,2016-11-07,2016-11-24,,
40109005,-9.02,31.67,30,1.5,2000,2016-11-07,2016-11-14,,,
40109006,-9.02,31.66,10,0.5,0,2016-12-01,,,,
40109007,-9,31.68,10,0.5,350,2016-12-01,,,,
40109008,-9.02,31.67,15,0.75,1580,2016-11-02,,,,
40109009,-9.03,31.67,210,10.5,17500,2016-11-02,2016-11-02,2016-11-07,2016-11-14,2016-11-02
40109010,-9.02,31.66,40,2,2100,2016-12-05,2016-12-05,2016-12-01,2016-12-01,
40109011,-9,31.68,20,1.5,2750,2017-01-11,2017-01-04,,,
40109012,-9,31.68,18,1,1500,2016-12-01,2016-12-05,,,
40109013,-9.02,31.67,5,0.375,90,2016-12-05,,,,
40109014,-9,31.68,75,4,3250,2016-12-01,,,,
40109015,-9,31.68,5,0.25,150,2016-12-01,,,,
40109016,-9.03,31.67,110,5.5,1600,2016-12-12,2016-12-01,2016-12-01,2016-12-12,2016-12-12
40109017,-9.02,31.67,10,0.5,500,2016-12-01,,,,
40113001,-8.83,31.53,20,1,1600,2016-12-05,2016-12-23,,,
40113002,-8.84,31.54,20,0.5,550,2016-11-07,,,,
40113004,-8.81,31.53,10,0.5,750,2016-12-05,,,,
40113007,-8.83,31.53,5,0.25,250,2016-10-26,,,,
40113008,-8.82,31.53,29,2,2500,2016-12-01,2016-12-01,2016-12-12,,
40113011,-8.81,31.54,5,0.25,230,2016-12-01,,,,
40113012,-8.82,31.53,20,1,600,2016-12-01,2016-12-23,,,
40113013,-8.81,31.54,50,2.5,6000,2016-11-24,2016-12-12,,,
40113014,-8.81,31.53,55,2.75,5100,2016-12-01,2016-12-01,2016-12-05,2016-12-12,2016-12-23
40113015,-8.84,31.54,75,3.5,1000,2016-11-07,2016-12-05,2016-12-05,,
40113017,-8.81,31.54,22,1,1915,2016-11-02,2016-12-01,,,
40137001,-9.55,31.2,10,0.5,540,2016-11-24,,,,
40137002,-9.56,31.2,42.5,2.125,700,2016-11-02,2016-11-02,2016-11-07,,
40137003,-9.54,31.21,30,1.5,2400,2016-10-26,2016-11-14,2016-11-14,,
40137004,-9.58,31.2,2.5,0.125,1,2016-12-05,,,,
40137005,-9.56,31.2,55,3,4750,2016-11-24,2016-11-24,2016-12-01,,
40137006,-9.58,31.19,0,0,0,,,,,
40137007,-9.56,31.2,20,1,1850,2016-11-14,2016-12-01,,,
40137008,-9.55,31.2,25,1.5,3500,2016-11-14,,,,
40137009,-9.54,31.21,34,1.60000000149012,1830,2016-11-02,2016-11-07,2016-12-01,,
40137010,-9.58,31.19,10,0.5,300,2016-11-02,,,,
40137012,-9.56,31.2,15,0.75,3150,2016-11-07,2016-11-07,2016-12-12,,
40137013,-9.56,31.2,10,0.5,1050,2016-11-02,,,,
40137014,-9.55,31.2,10,0.5,500,2016-11-07,,,,
40137015,-9.58,31.93,5,0.125,50,2016-11-07,,,,
40137016,-9.54,31.22,15,0.75,1550,2016-11-02,2016-12-01,,,
40137018,-9.56,31.2,10,0.5,250,2016-11-24,,,,
40137019,-9.55,31.2,10,0.5,270,2016-10-26,,,,
40137020,-9.54,31.22,10,0.5,900,2016-12-12,,,,
40137021,-9.56,31.2,20,1,5310,2016-11-24,2016-11-24,,,
40137022,-9.58,31.19,10,0.5,1500,2016-11-24,,,,
40139001,-9.36,31.24,30,1.5,1050,2016-11-14,,,,
40139002,-9.36,31.23,60,3,6000,2016-11-02,2016-11-02,,,
40139003,-9.37,31.23,10,0.5,500,2016-10-26,,,,
40139004,-9.38,31.23,15,0.75,1800,2016-12-01,,,,
40139006,-9.37,31.23,40,1.5,1650,2016-10-26,2016-11-07,,,
40139007,-9.36,31.23,40,2,7000,2016-11-02,2016-11-02,2016-11-02,2016-12-05,
40139008,-9.36,31.24,20,1,1500,2016-11-07,,,,
40139009,-9.37,31.24,2,0.125,1,2016-11-07,,,,
40139010,-9.38,31.23,10,0.5,1000,2016-11-24,,,,
40139011,-9.36,31.26,10,0.5,500,2016-11-02,,,,
40139012,-9.37,31.23,10,0.5,630,2016-12-01,,,,
40139013,-9.36,31.24,30,1.5,9300,2016-12-01,,,,
40139014,-9.36,31.24,15,0.75,1650,2016-11-14,2016-12-12,,,
40139015,-9.39,31.23,15,0.75,180,2016-11-24,2016-12-23,,,
40139016,-9.36,31.25,30,1.5,0,2016-11-14,,,,
40139017,-9.37,31.23,30,2,1500,2016-11-02,,,,
40139019,-9.38,31.23,7,0.375,630,2016-12-01,2016-11-24,,,
40139021,-9.36,31.24,20,1,1500,2016-11-14,,,,
40139022,-9.36,31.25,0,0,0,,,,,
40213002,-8.83,31.53,40,2,2250,2016-11-02,2016-12-05,,,
40223001,-10.08,32.32,20,1,2350,2017-01-04,2017-01-04,,,
40223002,-10.09,32.31,20,1,950,2016-12-05,2017-01-04,,,
40223004,-10.13,32.31,40,2,5750,2016-12-01,2017-01-04,,,
40223005,-10.1,32.31,12,0.600000023841858,1050,2017-01-04,,,,
40223006,-10.08,32.32,0,0,0,,,,,
40223007,-10.09,32.31,10,0.5,2250,2017-01-04,,,,
40223008,-10.1,32.31,10,0.5,750,2016-11-24,,,,
40223009,-10.1,32.31,10,0.25,1000,2016-12-05,,,,
40223010,-10.1,32.31,5,0.25,150,2017-01-04,,,,
40223011,-10.08,32.32,0,0,0,,,,,
40223012,-10.1,32.31,20,1,1750,2016-12-05,2016-12-05,,,
40223013,-10.08,32.32,20,1,3050,2016-12-23,2017-01-04,,,
40223014,-10.08,32.31,30,1.5,3500,2016-12-01,2016-12-05,2017-01-04,,
40223015,-10.1,32.29,14,0.625,1350,2016-12-01,,,,
40223016,-10.1,32.29,20,1,3500,2016-12-01,,,,
40223017,-10.08,32.32,20,1,2750,2016-12-01,2017-01-04,,,
40223019,-10.08,32.32,85,1,100,2017-01-04,2017-01-04,2017-01-04,,
40223020,-10.1,32.29,15,0.75,1750,2016-11-24,,,,
40223021,-10.1,32.29,40,2,13000,2016-11-02,2016-11-24,2016-12-01,,
40229001,-10.63,32.15,8,0.25,1000,2016-11-02,,,,
40229002,-10.63,32.15,10,0.5,1000,2016-11-14,,,,
40229003,-10.64,32.15,10,0.5,250,2016-12-01,,,,
40229004,-10.64,32.15,10,0.5,750,2016-11-24,,,,
40229005,-10.64,32.15,20,1,3100,2016-12-01,2016-12-05,,,
40229006,-10.64,32.15,10,0.5,150,2017-01-04,,,,
40229007,-10.61,32.18,20,1,5040,2017-01-04,2016-12-12,2017-01-04,,
40229008,-10.61,32.18,10,0.5,350,2016-11-02,,,,
40229009,-10.61,32.18,52,4.625,3550,2016-12-12,2016-12-05,2016-12-01,,
40229010,-10.63,32.15,10,0.5,200,2016-11-07,,,,
40229011,-10.64,32.15,10,0.370000004768372,600,2016-12-05,,,,
40229012,-10.61,32.19,15,0.75,1800,2016-12-01,,,,
40229013,-10.64,32.15,0,0,0,,,,,
40229014,-10.63,32.15,0,0,0,,,,,
40229015,-10.61,32.19,10,0.625,1720,2016-12-05,,,,
40229016,-10.61,32.19,40,2,5750,2016-12-01,2016-12-01,2016-11-07,,
40229017,-10.64,32.15,10,0.5,1100,2016-12-01,,,,
40229020,-10.63,32.15,5,0.25,600,2017-01-04,,,,
40229021,-10.61,32.18,10,0.5,340,2016-12-23,,,,
40231001,-10.32,32.25,145,126,5560,2016-12-05,2016-12-05,2016-12-12,,
40231002,-10.32,32.24,200,7,32650,2016-11-24,2016-12-23,,,
40231003,-10.32,32.24,430,402.5,12500,2016-12-01,2016-12-23,2017-01-04,,
40231004,-10.31,32.26,10,0.5,2000,2017-01-04,,,,
40231006,-10.32,32.24,15,0.75,2250,2017-01-04,2017-01-04,,,
40231007,-10.32,32.25,60,3,20000,2016-12-01,2016-12-23,,,
40231008,-10.31,32.27,15,0.75,1700,2016-12-05,2016-12-12,2017-01-18,,
40231009,-10.31,32.27,20,1,3550,2016-12-12,,,,
40231010,-10.32,32.24,15,0.75,1000,2016-12-01,,,,
40231011,-10.31,32.26,10,0.75,1300,2016-12-23,,,,
40231012,-10.32,32.25,50,2.5,10000,2016-11-02,2017-01-04,,,
40231013,-10.19,32.15,10,0.5,1650,2016-12-01,,,,
40231014,-10.32,32.24,10,0.5,1250,2016-12-01,,,,
40231015,-10.32,32.25,60,3,7500,2016-11-02,2016-12-05,,,
40231016,-10.31,32.27,20,1,2320,2017-01-04,,,,
40231019,-10.19,32.15,10,0.5,1050,2016-12-12,,,,
40231020,-10.32,32.25,60,3,6100,2016-12-01,,,,
40231021,-10.32,32.26,15,0.75,4250,2016-12-01,,,,
40231022,-10.31,32.27,2.5,0.75,50,2016-12-23,,,,
40235001,-10.64,31.95,0,0,0,,,,,
40235002,-10.64,31.95,60,3,6350,2016-11-02,2016-11-02,2016-12-01,2016-12-12,
40235003,-10.65,31.94,5,0.25,750,2016-11-14,,,,
40235004,-10.65,31.94,0,0,0,,,,,
40235005,-10.65,31.94,30,1.25,1500,2016-12-05,2016-12-05,,,
40235006,-10.65,31.94,20,1,1350,2016-11-24,,,,
40235007,-10.65,33.94,20,1,200,2016-12-12,2016-12-12,,,
40235008,-10.64,31.95,15,0.75,1300,2016-11-24,,,,
40235009,-10.64,31.95,0,0,0,,,,,
40235011,-10.65,31.94,5,0.25,1000,2016-11-07,,,,
40235013,-10.64,31.95,10,0.5,1500,2016-12-05,,,,
40235015,-10.65,31.94,2,0.125,350,2016-12-01,,,,
40235017,-10.65,31.94,0,0,0,,,,,
40235018,-10.64,31.95,10,0.5,1000,2016-11-02,,,,
40235019,-10.65,31.94,40,2,2100,2016-11-02,2016-12-01,,,
40235020,-10.65,33.94,0,0,0,,,,,
50100001,-13.36,24.87,10,1,400,2016-11-07,,,,
50100003,-13.32,24.84,10,1,0,2016-11-02,,,,
50100004,-13.31,24.8,70,4,150,2016-11-14,,,,
50100005,-13.37,24.86,10,0.5,0,2016-11-02,,,,
50100006,-13.36,24.87,20,1,250,2016-11-24,,,,
50100007,-13.32,24.84,50,2,0,2016-10-26,2016-12-12,,,
50100008,-13.32,24.84,15,0.5,0,2016-11-02,,,,
50100009,-13.37,24.86,7,0.349999994039536,0,2016-11-14,,,,
50100010,-13.36,24.87,20,2,200,2016-11-24,,,,
50100011,-13.33,24.84,20,1,200,2016-11-02,,,,
50100012,-13.31,24.81,10,0.5,450,2016-11-02,,,,
50100013,-13.33,24.84,10,0.5,250,2016-11-14,,,,
50100014,-13.32,24.84,30,1.5,0,2016-11-02,,,,
50100018,-13.32,24.82,15,0.75,200,2016-11-14,,,,
50100020,-13.36,24.87,10,1,200,2016-11-24,,,,
50100021,-13.31,24.81,20,0.75,200,2016-12-23,2016-11-02,,,
50110001,-13.06,25.38,30,1.30000001192093,0,2016-11-02,2016-11-02,,,
50110003,-13.06,25.37,12.5,0.75,100,2016-11-07,,,,
50110004,-13.06,25.37,7.5,0.75,1050,2016-11-02,,,,
50110005,-13.06,25.36,10,0.5,100,2016-12-01,,,,
50110006,-13.07,25.35,10,1,750,2016-11-24,,,,
50110008,-13.06,25.37,10,0.5,0,2016-12-23,,,,
50110009,-13.06,25.37,30,1.5,1600,2016-11-14,2016-11-24,2016-12-23,,
50110010,-13.06,25.36,15,0.75,450,2016-11-14,,,,
50110011,-13.06,25.38,0.25,5,400,2016-11-24,,,,
50110012,-13.06,25.37,20,1,750,2016-11-24,,,,
50110013,-13.06,25.38,10,0.5,0,2016-11-24,,,,
50110014,-13.06,25.36,10,0.5,0,2016-11-02,,,,
50110015,-13.06,25.36,20,1,1500,2016-11-24,,,,
50110018,-13.06,25.37,15,0.75,1250,2016-11-14,2017-01-04,,,
50111001,-13.47,25,15,0.75,0,2016-12-01,2016-12-23,,,
50111002,-13.47,25,30,2,0,2016-11-24,,,,
50111003,-13.46,25,10,0.5,50,2016-12-01,,,,
50111004,-13.47,25,20,0.75,750,2016-11-24,2016-12-05,,,
50111005,-13.47,25,30,2.5,2750,2016-12-01,2016-11-24,2016-12-23,,
50111009,-13.47,25,5,0.25,0,2016-12-01,,,,
50111010,-13.47,25,50,3.5,1500,2016-11-24,2016-12-23,2016-12-23,,
50111011,-13.47,25,15,0.75,0,2016-12-01,,,,
50111012,-13.47,25,10,0.5,150,2016-12-01,,,,
50111013,-13.47,25,50,4,1500,2016-11-14,,,,
50111015,-12.18,26.44,15,0.75,155,2016-11-24,2016-12-12,,,
50111016,-13.46,25,40,2,0,2016-11-24,2016-12-01,,,
50141004,-13.2,24.79,15,1,150,2016-11-14,,,,
50141005,-13.21,24.77,20,0.5,750,2016-12-01,,,,
50141006,-13.23,24.75,20,1.10000002384186,1450,2016-10-26,2016-12-05,,,
50141007,-13.2,24.78,20,1,0,2016-11-02,,,,
50141008,-13.2,24.78,10,0.5,100,2016-10-26,,,,
